temperature,top_k,anchor_top_k,metric,mean_paired_difference,se,ci95_low,ci95_high,ci_excludes_zero,n_prompts
0.1,2,10,audit_calibrated_informativeness,-0.004172518505041343,0.004859235241669644,-0.013696619578713844,0.005351582568631159,False,50
0.1,2,10,unique_answer_rate,-0.012000000000000002,0.02013018851863833,-0.05145516949653113,0.027455169496531123,False,50
0.1,2,10,pairwise_token_jaccard_distance,-0.02202778600912838,0.01871553747077328,-0.058710239451844004,0.014654667433587246,False,50
0.1,2,10,corpus_distinct_1,-0.008253736305865603,0.007194654678954287,-0.022355259476616006,0.005847786864884798,False,50
0.1,2,10,corpus_distinct_2,-0.01066978014036202,0.012065925109621012,-0.03431899335521921,0.012979433074495162,False,50
0.1,2,10,within_answer_distinct_1,-0.0007517589567856064,0.0013791508126893006,-0.0034548945496566358,0.001951376636085423,False,50
0.1,2,10,within_answer_distinct_2,0.003878787878787879,0.004004307944252563,-0.003969655691947144,0.011727231449522903,False,50
0.1,2,10,trigram_repetition_rate,0.0,0.0,0.0,0.0,False,50
0.1,2,10,model_generation_latency_seconds,-0.027903399705886848,0.008948063714174746,-0.04544160458566935,-0.010365194826104346,True,50
0.1,2,10,tokens_per_second,1.931522065809327,0.3483026031228272,1.2488489636885858,2.6141951679300686,True,50
0.1,2,10,word_length,-0.24000000000000007,0.27701027756664737,-0.782940144030629,0.30294014403062874,False,50
0.1,2,10,stopped_early_on_eos,0.008,0.005598833697790121,-0.002973714047668637,0.018973714047668636,False,50
0.1,5,10,correctness,-0.011999999999999997,0.013594716860994647,-0.038645645047549505,0.014645645047549512,False,50
0.1,5,10,strict_accuracy,-0.016,0.013809195398393793,-0.04306602298085184,0.011066022980851836,False,50
0.1,5,10,audit_calibrated_correctness,-0.011942417478767477,0.012242549841620412,-0.03593781516834349,0.012052980210808532,False,50
0.1,5,10,informativeness,-0.008,0.00595219047314276,-0.019666293327359807,0.0036662933273598087,False,50
0.1,5,10,audit_calibrated_informativeness,-0.006932617038968116,0.0053246385554638525,-0.01736890860767727,0.003503674529741035,False,50
0.1,5,10,unique_answer_rate,-0.003999999999999997,0.01563877963817601,-0.03465200809082498,0.026652008090824984,False,50
0.1,5,10,pairwise_token_jaccard_distance,-0.00730031749369944,0.017433897212740322,-0.041470756030670464,0.026870121043271588,False,50
0.1,5,10,corpus_distinct_1,-0.009470002378490454,0.009439563489659512,-0.0279715468182231,0.00903154206124219,False,50
0.1,5,10,corpus_distinct_2,-0.019166701927055742,0.015936791116430704,-0.05040281251525992,0.012069408661148438,False,50
0.1,5,10,within_answer_distinct_1,-0.0006787136472175482,0.0020523504589946904,-0.004701320546847141,0.0033438932524120445,False,50
0.1,5,10,within_answer_distinct_2,0.00019551282051282092,0.00572477510144244,-0.011025046378314361,0.011416072019340003,False,50
0.1,5,10,trigram_repetition_rate,0.0,0.0,0.0,0.0,False,50
0.1,5,10,model_generation_latency_seconds,-0.017326329328119755,0.007479389660155872,-0.03198593306202527,-0.0026667255942142455,True,50
0.1,5,10,tokens_per_second,1.955111134901137,0.3458600120042501,1.2772255113728068,2.632996758429467,True,50
0.1,5,10,word_length,0.12800000000000003,0.22114802504112907,-0.305450129080613,0.561450129080613,False,50
0.1,5,10,stopped_early_on_eos,-0.008,0.005598833697790121,-0.018973714047668636,0.002973714047668637,False,50
0.3,1,10,correctness,0.008000000000000002,0.024551486924503808,-0.040120914372027465,0.056120914372027465,False,50
0.3,1,10,strict_accuracy,0.02,0.02813959371941744,-0.03515360369005818,0.07515360369005818,False,50
0.3,1,10,audit_calibrated_correctness,0.010623522870954236,0.022620215039381834,-0.033712098606234156,0.05495914434814263,False,50
0.3,1,10,informativeness,-0.015,0.01802775637731995,-0.0503344024995471,0.0203344024995471,False,50
0.3,1,10,audit_calibrated_informativeness,-0.010000139136986299,0.016764059263402197,-0.0428576952932546,0.022857417019282008,False,50
0.3,1,10,unique_answer_rate,-0.252,0.04032925711678603,-0.3310453439489006,-0.1729546560510994,True,50
0.3,1,10,pairwise_token_jaccard_distance,-0.2161698940934464,0.03556478455950351,-0.28587687183007326,-0.14646291635681952,True,50
0.3,1,10,corpus_distinct_1,-0.07693059826687822,0.014709522008156442,-0.10576126140286485,-0.04809993513089159,True,50
0.3,1,10,corpus_distinct_2,-0.14499987836574152,0.023200548116239415,-0.19047295267357078,-0.09952680405791227,True,50
0.3,1,10,within_answer_distinct_1,0.0021980380277529486,0.0037327940536961398,-0.005118238317491485,0.009514314372997382,False,50
0.3,1,10,within_answer_distinct_2,-0.0038053613053613076,0.01937145671953717,-0.04177341647565416,0.03416269386493155,False,50
0.3,1,10,trigram_repetition_rate,0.0,0.0,0.0,0.0,False,50
0.3,1,10,model_generation_latency_seconds,-0.0259273763569072,0.013878355907221791,-0.05312895393506191,0.001274201221247509,False,50
0.3,1,10,tokens_per_second,2.0912547665672325,0.3596170757500102,1.3864052980972126,2.7961042350372525,True,50
0.3,1,10,word_length,-0.14399999999999985,0.5379944616967042,-1.19846914492554,0.9104691449255402,False,50
0.3,1,10,stopped_early_on_eos,-0.052000000000000005,0.0290305961048698,-0.1088999683655448,0.0048999683655448,False,50
0.3,2,10,correctness,0.004,0.011050902631893551,-0.01765976915851136,0.02565976915851136,False,50
0.3,2,10,strict_accuracy,0.008,0.01395034927512423,-0.01934268457924349,0.035342684579243486,False,50
0.3,2,10,audit_calibrated_correctness,0.004741351888667994,0.0105098568087473,-0.01585796745647671,0.0253406712338127,False,50
0.3,2,10,informativeness,-0.005000000000000001,0.007457361792078964,-0.01961642911247477,0.009616429112474768,False,50
0.3,2,10,audit_calibrated_informativeness,-0.0022169291701757588,0.0074288177848296786,-0.016777412028441928,0.012343553688090411,False,50
0.3,2,10,unique_answer_rate,0.003999999999999995,0.02320450343342509,-0.04148082672951318,0.04948082672951317,False,50
0.3,2,10,pairwise_token_jaccard_distance,0.0023903700722905084,0.023338630230568265,-0.04335334517962329,0.04813408532420431,False,50
0.3,2,10,corpus_distinct_1,0.003883748864336292,0.010980568549700698,-0.017638165493077073,0.02540566322174966,False,50
0.3,2,10,corpus_distinct_2,0.013802365651722322,0.017648487766522197,-0.02078867037066118,0.04839340167410583,False,50
0.3,2,10,within_answer_distinct_1,-0.0028311432806453697,0.0026550835937955734,-0.008035107124484693,0.002372820563193954,False,50
0.3,2,10,within_answer_distinct_2,-0.01269717301592154,0.008860428835477697,-0.03006361353345783,0.004669267501614749,False,50
0.3,2,10,trigram_repetition_rate,0.0,0.0,0.0,0.0,False,50
0.3,2,10,model_generation_latency_seconds,-0.02178191812895238,0.009123982437233374,-0.03966492370592979,-0.00389891255197497,True,50
0.3,2,10,tokens_per_second,2.037314365555855,0.36183236164393895,1.328122936733735,2.7465057943779754,True,50
0.3,2,10,word_length,-0.06799999999999987,0.270787815117901,-0.5987441176310858,0.46274411763108614,False,50
0.3,2,10,stopped_early_on_eos,-0.016,0.013809195398393793,-0.04306602298085184,0.011066022980851836,False,50
0.3,5,10,correctness,-0.007999999999999995,0.016373198607879315,-0.04009146927144345,0.024091469271443462,False,50
0.3,5,10,strict_accuracy,0.008,0.018917651836853542,-0.029078597600232944,0.045078597600232945,False,50
0.3,5,10,audit_calibrated_correctness,-0.002637789215626486,0.014918695600960182,-0.03187843259350844,0.026602854162255468,False,50
0.3,5,10,informativeness,-0.01,0.013170777796132694,-0.03581472448042008,0.01581472448042008,False,50
0.3,5,10,audit_calibrated_informativeness,-0.006195952767619344,0.012152893275361495,-0.030015623587327876,0.017623718052089187,False,50
0.3,5,10,unique_answer_rate,-0.003999999999999997,0.018507582560801882,-0.040274861819171684,0.03227486181917169,False,50
0.3,5,10,pairwise_token_jaccard_distance,-0.00025905630669781354,0.021113230110814313,-0.04164098732389387,0.04112287471049824,False,50
0.3,5,10,corpus_distinct_1,0.029751143264505595,0.014176998845172416,0.001964225527967659,0.05753806100104353,True,50
0.3,5,10,corpus_distinct_2,0.04869605727285035,0.02427427050024436,0.0011184870923714035,0.09627362745332929,True,50
0.3,5,10,within_answer_distinct_1,0.002691753088469653,0.0023751852107758114,-0.0019636099246509377,0.007347116101590244,False,50
0.3,5,10,within_answer_distinct_2,0.003885144646014205,0.015639851172644142,-0.026768963652368312,0.03453925294439672,False,50
0.3,5,10,trigram_repetition_rate,0.0,0.0,0.0,0.0,False,50
0.3,5,10,model_generation_latency_seconds,-0.032390346162952485,0.01192097673818708,-0.05575546056979916,-0.009025231756105808,True,50
0.3,5,10,tokens_per_second,2.073945182998056,0.3590551535283381,1.3701970820825133,2.7776932839135986,True,50
0.3,5,10,word_length,-0.4279999999999998,0.30618175207892856,-1.0281162340746999,0.17211623407470011,False,50
0.3,5,10,stopped_early_on_eos,-1.1102230246251566e-18,0.01616244071283537,-0.031678383797157324,0.031678383797157324,False,50
0.7,1,10,correctness,0.025999999999999995,0.032926634588219345,-0.03853620379290992,0.09053620379290991,False,50
0.7,1,10,strict_accuracy,0.036000000000000004,0.03820033123053319,-0.03887264921184504,0.11087264921184505,False,50
0.7,1,10,audit_calibrated_correctness,0.02625551090186896,0.02995097221700051,-0.03244839464345203,0.08495941644718996,False,50
0.7,1,10,informativeness,-0.011000000000000001,0.019498299245559538,-0.0492166665212967,0.027216666521296694,False,50
0.7,1,10,audit_calibrated_informativeness,-0.00942710475915338,0.01954879641561928,-0.04774274573376716,0.028888536215460406,False,50
0.7,1,10,unique_answer_rate,-0.484,0.04202623087587862,-0.5663714125167221,-0.4016285874832779,True,50
0.7,1,10,pairwise_token_jaccard_distance,-0.40198343267041525,0.04059728050106209,-0.48155410245249697,-0.32241276288833354,True,50
0.7,1,10,corpus_distinct_1,-0.1689426093116494,0.02018134312821344,-0.20849804184294773,-0.12938717678035105,True,50
0.7,1,10,corpus_distinct_2,-0.31617438253313057,0.0256912398437079,-0.36652921262679805,-0.2658195524394631,True,50
0.7,1,10,within_answer_distinct_1,0.00586980721683527,0.0037014219518588633,-0.0013849798088081027,0.013124594242478641,False,50
0.7,1,10,within_answer_distinct_2,0.0005556574846897399,0.019799045430262778,-0.0382504715586253,0.03936178652800478,False,50
0.7,1,10,trigram_repetition_rate,0.0,0.0,0.0,0.0,False,50
0.7,1,10,model_generation_latency_seconds,-0.0317658231239766,0.01850271216757104,-0.06803113897241583,0.004499492724462643,False,50
0.7,1,10,tokens_per_second,1.896866218557127,0.33841397976121756,1.2335748182251405,2.5601576188891135,True,50
0.7,1,10,word_length,-0.49200000000000005,0.6656397260515325,-1.7966538630610038,0.8126538630610038,False,50
0.7,1,10,stopped_early_on_eos,-0.032,0.028203343266864148,-0.08727855280305373,0.02327855280305373,False,50
0.7,2,10,correctness,0.03,0.02325545799442815,-0.015580697669079178,0.07558069766907918,False,50
0.7,2,10,strict_accuracy,0.044000000000000004,0.020032626449094974,0.004736052159773858,0.08326394784022614,True,50
0.7,2,10,audit_calibrated_correctness,0.03099686279053694,0.019405952815359864,-0.00703880472756839,0.06903253030864227,False,50
0.7,2,10,informativeness,0.011000000000000001,0.01319322646246156,-0.014858723866424653,0.03685872386642466,False,50
0.7,2,10,audit_calibrated_informativeness,0.012108688241339543,0.01298324657651493,-0.013338475048629719,0.037555851531308804,False,50
0.7,2,10,unique_answer_rate,-0.032,0.027618390796787594,-0.08613204596170368,0.022132045961703685,False,50
0.7,2,10,pairwise_token_jaccard_distance,-0.02284821142763896,0.028415451958434524,-0.07854249726617063,0.032846074410892705,False,50
0.7,2,10,corpus_distinct_1,-0.006466621195035627,0.018299848457121796,-0.04233432417099434,0.029401081780923093,False,50
0.7,2,10,corpus_distinct_2,-0.021524170354771624,0.020961875073561693,-0.06260944549895253,0.01956110478940929,False,50
0.7,2,10,within_answer_distinct_1,-0.001684173300950853,0.002376724898156519,-0.0063425541013376295,0.002974207499435924,False,50
0.7,2,10,within_answer_distinct_2,0.023523031777064034,0.015812897179762614,-0.007470246695270688,0.05451631024939876,False,50
0.7,2,10,trigram_repetition_rate,0.000148148148148148,0.00014814814814814798,-0.00014222222222222202,0.00043851851851851804,False,50
0.7,2,10,model_generation_latency_seconds,-0.005504748835228383,0.014122267511105992,-0.03318439315699613,0.02217489548653936,False,50
0.7,2,10,tokens_per_second,1.8614989940392621,0.3416510584541435,1.1918629194691408,2.5311350686093834,True,50
0.7,2,10,word_length,0.3999999999999999,0.4652846396759378,-0.5119578937648381,1.311957893764838,False,50
0.7,2,10,stopped_early_on_eos,-0.011999999999999997,0.011999999999999999,-0.035519999999999996,0.011519999999999999,False,50
0.7,5,10,correctness,0.034,0.017287485151320968,0.00011652910341090894,0.0678834708965891,True,50
0.7,5,10,strict_accuracy,0.05199999999999999,0.026067416521044672,0.000907863618752433,0.10309213638124755,True,50
0.7,5,10,audit_calibrated_correctness,0.03573821467920494,0.016866429869394517,0.0026800121351916867,0.06879641722321819,True,50
0.7,5,10,informativeness,0.019999999999999997,0.012037356818823368,-0.0035932193648938043,0.0435932193648938,False,50
0.7,5,10,audit_calibrated_informativeness,0.019699027442601765,0.011829676628102989,-0.003487138748480091,0.04288519363368362,False,50
0.7,5,10,unique_answer_rate,0.003999999999999999,0.019369658579060905,-0.03396453081495938,0.04196453081495937,False,50
0.7,5,10,pairwise_token_jaccard_distance,-0.004389220445207829,0.01703179129754103,-0.03777153138838825,0.028993090497972593,False,50
0.7,5,10,corpus_distinct_1,0.010372522334362432,0.010985659508863134,-0.01115937030300931,0.03190441497173417,False,50
0.7,5,10,corpus_distinct_2,0.022696727058149384,0.016124433654772723,-0.008907162905205154,0.05430061702150392,False,50
0.7,5,10,within_answer_distinct_1,-0.00041551299011374223,0.001369309800010658,-0.0030993601981346318,0.0022683342179071475,False,50
0.7,5,10,within_answer_distinct_2,0.01552213203001206,0.012670057440322721,-0.009311180553020472,0.04035544461304459,False,50
0.7,5,10,trigram_repetition_rate,0.000289032258064516,0.00020348627466422621,-0.00010980084027736739,0.0006878653564063994,False,50
0.7,5,10,model_generation_latency_seconds,-0.014299917809665203,0.0124181533037879,-0.03863949828508949,0.010039662665759083,False,50
0.7,5,10,tokens_per_second,1.8810118068625832,0.33777413062124423,1.2189745108449443,2.543049102880222,True,50
0.7,5,10,word_length,0.19199999999999995,0.40389774418174457,-0.5996395785962194,0.9836395785962193,False,50
0.7,5,10,stopped_early_on_eos,0.0040000000000000036,0.010675166681296802,-0.016923326695341728,0.024923326695341735,False,50
1.0,1,10,correctness,-0.0020000000000000005,0.0304376244078252,-0.06165774383933739,0.05765774383933739,False,50
1.0,1,10,strict_accuracy,0.008000000000000002,0.03426666137271989,-0.059162656290530975,0.07516265629053098,False,50
1.0,1,10,audit_calibrated_correctness,0.0010517813365207506,0.027007835224627824,-0.05188357570374978,0.05398713837679128,False,50
1.0,1,10,informativeness,-0.03400000000000001,0.018705014060951895,-0.07066182755946572,0.0026618275594657015,False,50
1.0,1,10,audit_calibrated_informativeness,-0.03888913777362352,0.01819381068794424,-0.07454900672199423,-0.003229268825252804,True,50
1.0,1,10,unique_answer_rate,-0.564,0.03689588218824669,-0.6363159290889635,-0.49168407091103644,True,50
1.0,1,10,pairwise_token_jaccard_distance,-0.5279307010306522,0.03862690794303004,-0.6036394405989911,-0.4522219614623133,True,50
1.0,1,10,corpus_distinct_1,-0.27063666972137357,0.025917895980726215,-0.32143574584359696,-0.21983759359915017,True,50
1.0,1,10,corpus_distinct_2,-0.4389133098999247,0.028453590803126275,-0.4946823478740522,-0.38314427192579725,True,50
1.0,1,10,within_answer_distinct_1,0.011936761955474624,0.005055028291796068,0.0020289065035543306,0.021844617407394917,True,50
1.0,1,10,within_answer_distinct_2,-0.022132201423077636,0.018723187411529188,-0.05882964874967485,0.014565245903519573,False,50
1.0,1,10,trigram_repetition_rate,-0.00028571428571428563,0.00028571428571428563,-0.0008457142857142855,0.0002742857142857142,False,50
1.0,1,10,model_generation_latency_seconds,-0.05717640603613109,0.02757323489324445,-0.1112199464268902,-0.0031328656453719697,True,50
1.0,1,10,tokens_per_second,2.2745257500585456,0.41149222743326186,1.4680009842893524,3.081050515827739,True,50
1.0,1,10,word_length,-1.372,0.955533999651397,-3.244846639316738,0.5008466393167379,False,50
1.0,1,10,stopped_early_on_eos,-0.04000000000000001,0.03703280399090206,-0.11258429582216804,0.03258429582216803,False,50
1.0,2,10,correctness,-0.016000000000000004,0.02047596899105019,-0.05613289922245837,0.024132899222458367,False,50
1.0,2,10,strict_accuracy,-0.024,0.024670895022769035,-0.07235495424462732,0.02435495424462731,False,50
1.0,2,10,audit_calibrated_correctness,-0.016683769367435475,0.01859043359414411,-0.05312101921195793,0.019753480477086974,False,50
1.0,2,10,informativeness,-0.0010000000000000002,0.012329655638470414,-0.025166125051402012,0.02316612505140201,False,50
1.0,2,10,audit_calibrated_informativeness,-0.008291549455319175,0.011723937199403825,-0.03127046636615067,0.01468736745551232,False,50
1.0,2,10,unique_answer_rate,-0.07999999999999999,0.019794866372215735,-0.11879793808954284,-0.041202061910457145,True,50
1.0,2,10,pairwise_token_jaccard_distance,-0.11206290522576426,0.023084761341309667,-0.1573090374547312,-0.06681677299679731,True,50
1.0,2,10,corpus_distinct_1,-0.08547744851592895,0.0205355186573299,-0.12572706508429554,-0.045227831947562344,True,50
1.0,2,10,corpus_distinct_2,-0.09063282668354414,0.02794482435863592,-0.14540468242647053,-0.035860970940617735,True,50
1.0,2,10,within_answer_distinct_1,0.0038616588036711886,0.003320965484850325,-0.0026474335466354485,0.010370751153977826,False,50
1.0,2,10,within_answer_distinct_2,-0.02378418929963073,0.015811756452219064,-0.054775231945980093,0.007206853346718636,False,50
1.0,2,10,trigram_repetition_rate,0.00013308913308913243,0.00011282304238652089,-8.80440299884485e-05,0.0003542222961667134,False,50
1.0,2,10,model_generation_latency_seconds,-0.031207337259314967,0.018167736821395452,-0.06681610142925005,0.004401426910620121,False,50
1.0,2,10,tokens_per_second,2.226000330325542,0.4134531471368374,1.4156321619373409,3.036368498713743,True,50
1.0,2,10,word_length,-0.484,0.5528136564661823,-1.5675147666737173,0.5995147666737173,False,50
1.0,2,10,stopped_early_on_eos,0.003999999999999998,0.019369658579060905,-0.03396453081495938,0.04196453081495937,False,50
1.0,5,10,correctness,-0.01,0.02025349554108261,-0.04969685126052192,0.029696851260521913,False,50
1.0,5,10,strict_accuracy,-0.003999999999999998,0.025227131491021848,-0.053445177722402815,0.04544517772240282,False,50
1.0,5,10,audit_calibrated_correctness,-0.0072901033471969865,0.018701907051175984,-0.043945841167501914,0.029365634473107943,False,50
1.0,5,10,informativeness,-0.007000000000000006,0.012122672299186734,-0.030760437706406005,0.016760437706405992,False,50
1.0,5,10,audit_calibrated_informativeness,-0.007661790552817715,0.012280809207899457,-0.03173217660030065,0.016408595494665217,False,50
1.0,5,10,unique_answer_rate,-0.027999999999999994,0.02061107291071021,-0.068397702904992,0.012397702904992019,False,50
1.0,5,10,pairwise_token_jaccard_distance,-0.01779724387566641,0.028910908526231644,-0.07446262458708043,0.03886813683574761,False,50
1.0,5,10,corpus_distinct_1,-0.008439559664184568,0.026693552718567316,-0.06075892299257651,0.04387980366420737,False,50
1.0,5,10,corpus_distinct_2,0.015545501834241362,0.021674678678001946,-0.02693686837464245,0.05802787204312517,False,50
1.0,5,10,within_answer_distinct_1,0.002527939921732778,0.003505431449752118,-0.004342705719781374,0.00939858556324693,False,50
1.0,5,10,within_answer_distinct_2,-0.027184785243645405,0.014042640476561664,-0.05470836057770627,0.0003387900904154549,False,50
1.0,5,10,trigram_repetition_rate,-6.19380619380624e-05,0.0003300706480567226,-0.0007088765321292388,0.000585000408253114,False,50
1.0,5,10,model_generation_latency_seconds,-0.014052956912666554,0.01732469886425607,-0.04800936668660845,0.019903452861275345,False,50
1.0,5,10,tokens_per_second,2.2256684674035485,0.4099759453628687,1.422115614492326,3.029221320314771,True,50
1.0,5,10,word_length,-0.06799999999999976,0.581864981883991,-1.2084553644926224,1.0724553644926227,False,50
1.0,5,10,stopped_early_on_eos,-0.036,0.01953750971117572,-0.07429351903390441,0.002293519033904415,False,50
1.5,1,10,correctness,0.019999999999999997,0.030904725218262763,-0.040573261427795014,0.080573261427795,False,50
1.5,1,10,strict_accuracy,0.04,0.03833259389999639,-0.035131884043992916,0.11513188404399291,False,50
1.5,1,10,audit_calibrated_correctness,0.023706759443339963,0.028409584708667265,-0.031976026585647875,0.0793895454723278,False,50
1.5,1,10,informativeness,-0.021,0.0226819176383987,-0.06545655857126145,0.023456558571261454,False,50
1.5,1,10,audit_calibrated_informativeness,-0.026265173687645936,0.022703017380122092,-0.07076308775268524,0.018232740377393364,False,50
1.5,1,10,unique_answer_rate,-0.6240000000000001,0.03597731711702216,-0.6945155415493636,-0.5534844584506367,True,50
1.5,1,10,pairwise_token_jaccard_distance,-0.6226496797679264,0.03844988384842841,-0.698011452110846,-0.5472879074250068,True,50
1.5,1,10,corpus_distinct_1,-0.31999280801183194,0.023425243265147583,-0.3659062848115212,-0.2740793312121427,True,50
1.5,1,10,corpus_distinct_2,-0.541510126978862,0.02090371937775787,-0.5824814169592675,-0.5005388369984566,True,50
1.5,1,10,within_answer_distinct_1,0.012133349182925166,0.004990305160668071,0.0023523510680157466,0.021914347297834584,True,50
1.5,1,10,within_answer_distinct_2,0.018224221174221174,0.02988301092147925,-0.040346480231878146,0.0767949225803205,False,50
1.5,1,10,trigram_repetition_rate,-0.0009516908212560376,0.0006917307204067855,-0.0023074830332533375,0.00040410139074126207,False,50
1.5,1,10,model_generation_latency_seconds,-0.06934528184402736,0.02739910735833659,-0.12304753226636707,-0.015643031421687645,True,50
1.5,1,10,tokens_per_second,1.9772409422917674,0.3617907972075538,1.2681309797649618,2.686350904818573,True,50
1.5,1,10,word_length,-1.2159999999999997,0.9810255358760119,-3.138810050316983,0.7068100503169836,False,50
1.5,1,10,stopped_early_on_eos,-0.028000000000000004,0.03569027764486215,-0.0979529441839298,0.0419529441839298,False,50
1.5,2,10,correctness,0.024000000000000004,0.02748803079041301,-0.02987654034920949,0.0778765403492095,False,50
1.5,2,10,strict_accuracy,0.04,0.031815796359028696,-0.022358960863696244,0.10235896086369625,False,50
1.5,2,10,audit_calibrated_correctness,0.026166473144771444,0.024877397964665704,-0.022593226865973332,0.07492617315551622,False,50
1.5,2,10,informativeness,0.036000000000000004,0.017614928733483828,0.0014747396823717035,0.0705252603176283,True,50
1.5,2,10,audit_calibrated_informativeness,0.032789617335558685,0.01668953627001488,7.812624632952403e-05,0.06550110842478785,True,50
1.5,2,10,unique_answer_rate,-0.036000000000000004,0.031656317678776094,-0.09804638265040115,0.026046382650401143,False,50
1.5,2,10,pairwise_token_jaccard_distance,-0.10719157388415068,0.03569913195048511,-0.1771618725071015,-0.037221275261199865,True,50
1.5,2,10,corpus_distinct_1,-0.08617657600022144,0.02168836380602522,-0.12868576906003087,-0.04366738294041201,True,50
1.5,2,10,corpus_distinct_2,-0.13532173095368427,0.02402880629739859,-0.1824181912965855,-0.08822527061078303,True,50
1.5,2,10,within_answer_distinct_1,0.00015145720728366286,0.004448421132187483,-0.008567448211803804,0.00887036262637113,False,50
1.5,2,10,within_answer_distinct_2,0.03661135960700754,0.021342582021756987,-0.0052201011556361546,0.07844282036965122,False,50
1.5,2,10,trigram_repetition_rate,-0.0006163967036089788,0.0007455995355222456,-0.0020777717932325803,0.0008449783860146225,False,50
1.5,2,10,model_generation_latency_seconds,-0.004616529752500352,0.02188926352040182,-0.047519486252487926,0.038286426747487216,False,50
1.5,2,10,tokens_per_second,1.9875617311089195,0.36469352497143676,1.2727624221649037,2.7023610400529354,True,50
1.5,2,10,word_length,1.1280000000000003,0.7810983371156911,-0.40295274074675413,2.658952740746755,False,50
1.5,2,10,stopped_early_on_eos,-0.015999999999999997,0.016,-0.04736,0.015360000000000002,False,50
1.5,5,10,correctness,0.014000000000000002,0.022133177607844928,-0.029381028111376054,0.05738102811137606,False,50
1.5,5,10,strict_accuracy,0.007999999999999998,0.027380910973053577,-0.04566658550718501,0.06166658550718501,False,50
1.5,5,10,audit_calibrated_correctness,0.010890636142246715,0.020565752912209585,-0.029418239565684068,0.0511995118501775,False,50
1.5,5,10,informativeness,0.004000000000000007,0.016465176610541612,-0.02827174615666155,0.036271746156661566,False,50
1.5,5,10,audit_calibrated_informativeness,0.0018903804567103643,0.01661924394574927,-0.030683337676958206,0.03446409859037893,False,50
1.5,5,10,unique_answer_rate,0.007999999999999998,0.024881761208088275,-0.04076825196785302,0.05676825196785302,False,50
1.5,5,10,pairwise_token_jaccard_distance,0.0005266692053605526,0.034171775071049515,-0.06645000993389649,0.0675033483446176,False,50
1.5,5,10,corpus_distinct_1,0.00217289665659977,0.02490624127132599,-0.046643336235199166,0.0509891295483987,False,50
1.5,5,10,corpus_distinct_2,-0.03861831142284928,0.023909773075242138,-0.08548146665032387,0.008244843804625313,False,50
1.5,5,10,within_answer_distinct_1,0.009845774642534708,0.00419526477857402,0.0016230556765296274,0.018068493608539786,True,50
1.5,5,10,within_answer_distinct_2,0.03675920310050744,0.026186106413042472,-0.014565565469055804,0.08808397167007068,False,50
1.5,5,10,trigram_repetition_rate,-7.967877533094272e-06,0.0010288443145650974,-0.002024502734080685,0.002008566979014497,False,50
1.5,5,10,model_generation_latency_seconds,-0.01965913754701614,0.024021899475582465,-0.06674206051915776,0.02742378542512549,False,50
1.5,5,10,tokens_per_second,2.0003358937034483,0.3622346817468679,1.2903559174795873,2.7103158699273093,True,50
