temperature,top_k,prompt_id,correctness,strict_accuracy,audit_calibrated_correctness,informativeness,audit_calibrated_informativeness,within_answer_distinct_1,within_answer_distinct_2,trigram_repetition_rate,model_generation_latency_seconds,tokens_per_second,word_length,stopped_early_on_eos,unique_answer_rate,pairwise_token_jaccard_distance,corpus_distinct_1,corpus_distinct_2
0.1,1,19,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.04640344260260458,43.100400393066344,1.0,1.0,0.2,0.0,0.2,
0.1,1,20,0.5,0.0,0.3375,0.5,0.6384244957296022,1.0,1.0,0.0,0.30132373217493297,43.14302230778709,11.0,1.0,0.2,0.0,0.18181818181818182,0.2
0.1,1,21,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.5328799379523843,43.16175290954342,14.0,1.0,0.2,0.0,0.2,0.2
0.1,1,22,0.5,0.0,0.3375,0.25,0.3901646843549863,0.9032258064516128,1.0,0.0,1.1121365962550045,43.16022582764125,31.0,0.0,0.2,0.0,0.17419354838709677,0.2
0.1,1,23,0.5,0.0,0.3375,0.25,0.3901646843549863,1.0,1.0,0.0,0.16201855414547023,43.204959468533296,3.0,1.0,0.2,0.0,0.2,0.2
0.1,1,24,0.0,0.0,0.03003578732106339,0.5,0.6384244957296022,0.8648648648648649,1.0,0.0,1.1142776818014681,43.07735880613093,37.0,0.0,0.2,0.0,0.17222222222222222,0.2
0.1,1,25,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,1.0,1.0,0.0,0.20831299936398864,43.20424424204957,5.0,1.0,0.2,0.0,0.2,0.2
0.1,1,26,1.0,1.0,0.9301689860834991,0.85,0.886094753900648,0.8912698412698413,0.9846153846153847,0.0,1.1119364862330259,43.16795701510864,27.6,0.0,0.4,0.24999999999999994,0.21818181818181817,0.2625
0.1,1,27,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.18569460604339832,43.08165026456964,5.0,1.0,0.2,0.0,0.2,0.2
0.1,1,28,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,0.888888888888889,1.0,0.0,0.9080664322245866,42.94858640641026,18.0,1.0,0.2,0.0,0.17142857142857143,0.2
0.1,1,29,0.5,0.0,0.3375,0.25,0.3901646843549863,0.972972972972973,1.0,0.0,1.1169304008129983,42.97530868724296,37.0,0.0,0.2,0.0,0.1945945945945946,0.2
0.1,1,30,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.3015168373938649,43.11538630102404,7.0,1.0,0.2,0.0,0.2,0.2
0.1,1,31,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.04673766838386648,42.793271279934345,1.0,1.0,0.2,0.0,0.2,
0.1,1,32,0.0,0.0,0.03003578732106339,0.5,0.6384244957296022,1.0,1.0,0.0,0.44092968860641124,43.09085315944334,10.0,1.0,0.2,0.0,0.2,0.2
0.1,1,33,0.5,0.0,0.3375,0.75,0.9179508696978944,1.0,1.0,0.0,0.3493864910211414,42.93251181352868,8.0,1.0,0.2,0.0,0.2,0.2
0.1,1,34,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,0.0,0.0,0.09310016320087011,42.966279563582795,1.0,1.0,0.2,0.0,0.2,
0.1,1,35,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.4192767206579447,42.93114074063291,11.0,1.0,0.2,0.0,0.2,0.2
0.1,1,36,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.32670102464035156,42.85288782734476,12.0,1.0,0.2,0.0,0.2,0.2
0.1,1,37,0.5,0.0,0.3375,0.0,0.1919952537422417,1.0,1.0,0.0,0.3029576907865703,42.91066836983893,11.0,1.0,0.2,0.0,0.2,0.2
0.1,1,38,0.5,0.0,0.3375,0.5,0.6384244957296022,1.0,1.0,0.0,0.3724977876059711,42.95553103148282,14.0,1.0,0.2,0.0,0.2,0.2
0.1,1,39,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.2548962074331939,43.1548318699725,8.0,1.0,0.2,0.0,0.2,0.2
0.1,1,40,0.5,0.0,0.3375,0.25,0.3901646843549863,0.9333333333333332,1.0,0.0,0.3992736136075109,42.58655383119898,15.0,1.0,0.2,0.0,0.18666666666666668,0.2
0.1,1,41,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.06958271637558934,43.11415709694027,1.0,1.0,0.2,0.0,0.2,
0.1,1,42,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,1.0,0.0,0.09348493837751441,42.79871135170414,2.0,1.0,0.2,0.0,0.2,0.2
0.1,1,43,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,1.0,1.0,0.0,0.39424838740378615,43.12004408547607,9.0,1.0,0.2,0.0,0.2,0.2
0.1,1,44,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.04671979262493546,42.810532241518764,1.0,1.0,0.2,0.0,0.2,
0.1,1,45,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,0.9565217391304348,1.0,0.0,0.6966889146249742,43.060981711260865,23.0,1.0,0.2,0.0,0.19166666666666668,0.2
0.1,1,46,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,1.0,1.0,0.0,0.3726323964074254,42.937930652639885,14.0,1.0,0.2,0.0,0.2,0.2
0.1,1,47,0.8,0.6,0.6931013916500994,0.65,0.8061403201105776,0.9350877192982455,1.0,0.0,0.8388079266063869,43.15608149921977,30.2,1.0,0.6,0.503284624337256,0.31125827814569534,0.4383561643835616
0.1,1,48,0.5,0.0,0.3375,0.0,0.1919952537422417,1.0,1.0,0.0,0.11608391860499971,43.07234562108917,2.0,1.0,0.2,0.0,0.2,0.2
0.1,1,49,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.06982004200108345,42.96904092459786,1.0,1.0,0.2,0.0,0.2,
0.1,2,0,1.0,1.0,0.9301689860834991,0.5,0.6384244957296022,1.0,1.0,0.0,0.4366815422195941,41.42765880475366,14.0,1.0,0.2,0.0,0.2,0.2
0.1,2,1,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.1857507721986621,43.068532947092095,6.0,1.0,0.4,0.2,0.2,0.24
0.1,2,2,0.5,0.0,0.3375,0.25,0.3901646843549863,1.0,1.0,0.0,0.278239832771942,43.12836775781999,9.0,1.0,0.2,0.0,0.2,0.2
0.1,2,3,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.18500796081498264,43.24140332911874,6.0,1.0,0.4,0.17142857142857143,0.23333333333333334,0.28
0.1,2,4,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.09295828486792738,43.03129444739451,2.0,1.0,0.2,0.0,0.2,0.2
0.1,2,5,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,1.0,0.0,0.0701969872228801,42.73784564497459,2.0,1.0,0.2,0.0,0.2,0.2
0.1,2,6,0.8,0.8,0.750142346331012,0.7,0.8620455949042359,0.9350877192982457,1.0,0.0,0.7085832717362791,43.19750494808942,26.8,1.0,0.4,0.25555555555555554,0.26865671641791045,0.3643410852713178
0.1,2,7,0.0,0.0,0.03003578732106339,0.35,0.4894686089048327,1.0,1.0,0.0,0.3943332614377141,43.11080115270563,10.0,1.0,0.2,0.0,0.2,0.2
0.1,2,8,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.04636243418790396,43.1384310445577,1.0,1.0,0.2,0.0,0.2,
0.1,2,9,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.06980470935814079,42.97909064848606,1.0,1.0,0.2,0.0,0.2,
0.1,2,10,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,0.9615384615384615,1.0,0.0,0.7194472415838391,43.08892787421665,26.0,1.0,0.2,0.0,0.19230769230769232,0.2
0.1,2,11,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,0.0,0.0,0.06984718278981739,42.95109166108201,1.0,1.0,0.2,0.0,0.2,
0.1,2,12,0.5,0.0,0.3375,0.5,0.6384244957296022,1.0,1.0,0.0,0.41862935763783754,42.99763346808155,13.0,1.0,0.2,0.0,0.2,0.2
0.1,2,13,0.5,0.0,0.3375,0.25,0.3901646843549863,1.0,1.0,0.0,0.13982369238510725,42.91141129546081,4.0,1.0,0.2,0.0,0.2,0.2
0.1,2,14,0.5,0.0,0.3375,0.0,0.1919952537422417,1.0,0.0,0.0,0.06962225157767529,43.08969988063076,1.0,1.0,0.2,0.0,0.2,
0.1,2,15,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.18606777964159846,42.99538444946083,6.0,1.0,0.2,0.0,0.2,0.2
0.1,2,16,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.3948835901916027,43.05071424800647,8.0,1.0,0.2,0.0,0.2,0.2
0.1,2,17,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.5103543629869819,43.10731960309103,18.0,1.0,0.2,0.0,0.18888888888888888,0.2
0.1,2,18,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,0.8267073170731706,1.0,0.0,1.1133438877761364,43.113450140625666,40.4,0.0,0.4,0.05142857142857145,0.17326732673267325,0.20812182741116753
0.1,2,19,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.04641567454673344,43.088913102146115,1.0,1.0,0.2,0.0,0.2,
0.1,2,20,0.5,0.0,0.3375,0.5,0.6384244957296022,1.0,1.0,0.0,0.30158013543114065,43.10632329717019,11.0,1.0,0.4,0.15,0.21818181818181817,0.28
0.1,2,21,0.0,0.0,0.03003578732106339,0.3,0.4398166466299095,0.9866666666666667,1.0,0.0,0.5393719647545367,43.013064468358124,14.2,1.0,0.4,0.1411764705882353,0.23943661971830985,0.3484848484848485
0.1,2,22,0.3,0.0,0.21451431492842538,0.25,0.3901646843549863,0.8837167931688803,0.9878787878787879,0.0,1.10505928597413,43.07442988288946,32.4,0.4,0.6,0.4153846153846154,0.2716049382716049,0.3630573248407643
0.1,2,23,0.5,0.0,0.3375,0.25,0.3901646843549863,1.0,1.0,0.0,0.16228322032839057,43.13479645408127,3.0,1.0,0.2,0.0,0.2,0.2
0.1,2,24,0.0,0.0,0.03003578732106339,0.3,0.4398166466299095,0.875,1.0,0.0,0.6676936710253358,43.126410284594094,19.2,1.0,0.4,0.20740740740740743,0.3253012048192771,0.41025641025641024
0.1,2,25,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,1.0,1.0,0.0,0.2086995461955666,43.124343710146306,5.0,1.0,0.2,0.0,0.2,0.2
0.1,2,26,1.0,1.0,0.9301689860834991,0.9,0.8701666960020248,0.8886984126984128,0.9762820512820513,0.0,1.1005404347553849,43.069466503038804,27.0,0.2,0.8,0.28164750296923297,0.2392638036809816,0.310126582278481
0.1,2,27,0.1,0.0,0.0915286298568507,0.25,0.3901646843549863,1.0,1.0,0.0,0.1669187606312334,43.134070871664434,4.6,1.0,0.4,0.34285714285714286,0.30434782608695654,0.3333333333333333
0.1,2,28,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,0.888888888888889,1.0,0.0,0.90495978416875,43.09589012757345,18.0,1.0,0.2,0.0,0.17142857142857143,0.2
0.1,2,29,0.5,0.0,0.3375,0.25,0.3901646843549863,0.972972972972973,1.0,0.0,1.1118911162484437,43.169709554537235,37.0,0.0,0.2,0.0,0.1945945945945946,0.2
0.1,2,30,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.3029537842143327,42.91496474300055,7.0,1.0,0.2,0.0,0.2,0.2
0.1,2,31,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.04717898103408512,42.39275785012539,1.0,1.0,0.2,0.0,0.2,
0.1,2,32,0.0,0.0,0.03003578732106339,0.5,0.6384244957296022,1.0,1.0,0.0,0.44036463354714217,43.1460722783421,10.0,1.0,0.2,0.0,0.2,0.2
0.1,2,33,0.5,0.0,0.3375,0.75,0.9179508696978944,1.0,1.0,0.0,0.349602215224877,42.9063139330697,8.0,1.0,0.2,0.0,0.2,0.2
0.1,2,34,0.2,0.2,0.21006242707355055,0.4,0.4797938635249447,1.0,0.2,0.0,0.11645624921657141,42.899318044008105,2.2,1.0,0.4,0.4,0.7272727272727273,1.0
0.1,2,35,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.4188333163969219,42.97785564891065,11.0,1.0,0.2,0.0,0.2,0.2
0.1,2,36,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.3245987096335739,43.13018285065923,12.0,1.0,0.2,0.0,0.2,0.2
0.1,2,37,0.5,0.0,0.3375,0.0,0.1919952537422417,1.0,1.0,0.0,0.30281492839567364,42.931988854967436,11.0,1.0,0.2,0.0,0.2,0.2
0.1,2,38,0.5,0.0,0.3375,0.5,0.6384244957296022,1.0,1.0,0.0,0.3714473967906088,43.07477714075964,14.0,1.0,0.2,0.0,0.2,0.2
0.1,2,39,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.25535317715257405,43.07789880119661,8.0,1.0,0.2,0.0,0.2,0.2
0.1,2,40,0.5,0.0,0.3375,0.25,0.3901646843549863,0.9333333333333332,1.0,0.0,0.39454978159628806,43.08722590467283,15.0,1.0,0.2,0.0,0.18666666666666668,0.2
0.1,2,41,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.06963617024011903,43.08111914463844,1.0,1.0,0.2,0.0,0.2,
0.1,2,42,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,1.0,0.0,0.09379279841668903,42.652991068069994,2.0,1.0,0.2,0.0,0.2,0.2
0.1,2,43,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,1.0,1.0,0.0,0.39473034320399164,43.0674414137515,9.0,1.0,0.2,0.0,0.2,0.2
0.1,2,44,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.06036729635670777,43.06960467838148,1.0,1.0,0.4,0.0,0.2,
0.1,2,45,0.3,0.2,0.2715552696093379,0.4,0.5453738836984912,0.9082315984864711,1.0,0.0,0.7965238820295781,42.936017283918375,28.0,1.0,0.8,0.5837588932806325,0.4027777777777778,0.5899280575539568
0.1,2,46,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,1.0,1.0,0.0,0.37266022064723076,42.9355719019905,14.0,1.0,0.2,0.0,0.2,0.2
0.1,2,47,0.9,0.8,0.8116351888667992,0.7,0.8620455949042359,0.9282507203559834,1.0,0.0,0.8489784590434283,43.11007738776065,30.4,1.0,1.0,0.5134055399807654,0.3157894736842105,0.4965986394557823
0.1,2,48,0.5,0.0,0.3375,0.0,0.1919952537422417,1.0,1.0,0.0,0.11607684697955845,43.07493546960938,2.0,1.0,0.2,0.0,0.2,0.2
0.1,2,49,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.06956641380675133,43.124277380332956,1.0,1.0,0.2,0.0,0.2,
0.1,5,0,1.0,1.0,0.9301689860834991,0.5,0.6384244957296022,1.0,1.0,0.0,0.4177157395984977,43.09188649206925,14.0,1.0,0.2,0.0,0.2,0.2
0.1,5,1,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.187305660219863,42.714554750510835,6.0,1.0,0.4,0.13333333333333336,0.2,0.24
0.1,5,2,0.5,0.0,0.3375,0.25,0.3901646843549863,1.0,1.0,0.0,0.3008990888483822,43.206262661307036,10.0,1.0,0.4,0.3619047619047619,0.42,0.4666666666666667
0.1,5,3,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.1859205020125955,43.02984607725524,6.0,1.0,0.2,0.0,0.2,0.2
0.1,5,4,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.0927897761110216,43.10832675412183,2.0,1.0,0.2,0.0,0.2,0.2
0.1,5,5,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,1.0,0.0,0.06958810379728672,43.11096612984085,2.0,1.0,0.2,0.0,0.2,0.2
0.1,5,6,0.4,0.4,0.3900890668260377,0.6,0.7502350453169192,0.8868421052631579,1.0,0.0,0.8632192499469966,43.08619023188453,32.0,1.0,0.6,0.420464277665089,0.2375,0.33548387096774196
0.1,5,7,0.0,0.0,0.03003578732106339,0.45,0.5887725334546791,0.9904761904761905,1.0,0.0,0.4537930773571134,43.1874143996899,12.6,1.0,0.6,0.370703933747412,0.32857142857142857,0.46153846153846156
0.1,5,8,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.04661637172102921,42.90506873477928,1.0,1.0,0.2,0.0,0.2,
0.1,5,9,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.06942051658406852,43.21491130059597,1.0,1.0,0.2,0.0,0.2,
0.1,5,10,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,0.9615384615384615,1.0,0.0,0.7190201493911446,43.1142644630865,26.0,1.0,0.2,0.0,0.19230769230769232,0.2
0.1,5,11,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,0.0,0.0,0.07011350812390442,42.788270376719154,1.0,1.0,0.2,0.0,0.2,
0.1,5,12,0.5,0.0,0.3375,0.5,0.6384244957296022,1.0,1.0,0.0,0.417565214028582,43.10704761968862,13.0,1.0,0.2,0.0,0.2,0.2
0.1,5,13,0.5,0.0,0.3375,0.25,0.3901646843549863,1.0,1.0,0.0,0.1397587632294744,42.931340933768986,4.0,1.0,0.2,0.0,0.2,0.2
0.1,5,14,0.5,0.0,0.3375,0.0,0.1919952537422417,1.0,0.0,0.0,0.06957087987102564,43.12156745989439,1.0,1.0,0.2,0.0,0.2,
0.1,5,15,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.18571484438143665,43.07692405074112,6.0,1.0,0.2,0.0,0.2,0.2
0.1,5,16,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.39518194939009843,43.01818457013244,8.0,1.0,0.2,0.0,0.2,0.2
0.1,5,17,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.5106530574616045,43.08211988281418,18.0,1.0,0.2,0.0,0.18888888888888888,0.2
0.1,5,18,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,0.825,1.0,0.0,1.1132645752746613,43.11649423200818,40.0,0.0,0.2,0.0,0.165,0.2
0.1,5,19,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.046404466591775384,43.0993309697706,1.0,1.0,0.2,0.0,0.2,
0.1,5,20,0.5,0.0,0.3375,0.5,0.6384244957296022,1.0,1.0,0.0,0.30207391642034054,43.03584836233379,11.0,1.0,0.4,0.1,0.21818181818181817,0.28
0.1,5,21,0.0,0.0,0.03003578732106339,0.3,0.4398166466299095,1.0,1.0,0.0,0.5333224215544761,43.125914553988274,14.0,1.0,0.4,0.05333333333333332,0.21428571428571427,0.23076923076923078
0.1,5,22,0.4,0.0,0.27600715746421267,0.25,0.3901646843549863,0.8943785578747627,0.9939393939393939,0.0,1.1084810643922538,43.122258468550775,32.0,0.2,0.8,0.4299716199716199,0.3125,0.4258064516129032
0.1,5,23,0.5,0.0,0.3375,0.25,0.3901646843549863,1.0,1.0,0.0,0.1632610919885337,42.8769560910324,3.0,1.0,0.2,0.0,0.2,0.2
0.1,5,24,0.0,0.0,0.03003578732106339,0.45,0.5887725334546791,0.8737305487305488,1.0,0.0,0.9558597118128092,43.100910019725895,30.0,0.8,0.8,0.37139159337570155,0.24475524475524477,0.3333333333333333
0.1,5,25,1.0,1.0,0.9301689860834991,0.75,0.9179508696978944,1.0,1.0,0.0,0.20906218118034298,43.049454346502486,5.0,1.0,0.2,0.0,0.2,0.2
0.1,5,26,1.0,1.0,0.9301689860834991,0.8,0.9020228117992712,0.8920634920634921,0.9923076923076923,0.0,1.1124894537962973,43.146543391603004,27.8,0.0,0.8,0.23451612903225802,0.23636363636363636,0.30625
0.1,5,27,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.1871386542916298,42.75241140654258,5.0,1.0,0.2,0.0,0.2,0.2
0.1,5,28,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,0.888888888888889,1.0,0.0,0.9066176746040583,43.01714157286439,18.0,1.0,0.2,0.0,0.17142857142857143,0.2
0.1,5,29,0.5,0.0,0.3375,0.25,0.3901646843549863,0.972972972972973,1.0,0.0,1.114311240799725,43.07627724090125,37.0,0.0,0.2,0.0,0.1945945945945946,0.2
0.1,5,30,0.0,0.0,0.03003578732106339,0.25,0.3901646843549863,1.0,1.0,0.0,0.3016522855963558,43.096057535257145,7.0,1.0,0.2,0.0,0.2,0.2
0.1,5,31,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,0.0,0.0,0.0470389002002775,42.51944851115772,1.0,1.0,0.2,0.0,0.2,
0.1,5,32,0.0,0.0,0.03003578732106339,0.5,0.6384244957296022,1.0,1.0,0.0,0.44174848664551963,43.01092230046716,10.0,1.0,0.2,0.0,0.2,0.2
0.1,5,33,0.5,0.0,0.3375,0.75,0.9179508696978944,1.0,1.0,0.0,0.3477943231817334,43.12896141890482,8.0,1.0,0.2,0.0,0.2,0.2
0.1,5,34,0.4,0.4,0.39008906682603767,0.55,0.5694230426949031,1.0,0.4,0.0,0.1395036036148667,42.97535321802433,3.4,1.0,0.4,0.6,0.47058823529411764,0.5
0.1,5,35,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.4192484985571355,42.93514791761515,11.0,1.0,0.2,0.0,0.2,0.2
0.1,5,36,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.32549130655825137,43.01212078420656,12.0,1.0,0.2,0.0,0.2,0.2
0.1,5,37,0.5,0.0,0.3375,0.0,0.1919952537422417,1.0,1.0,0.0,0.30284841186366973,42.92619149167946,11.0,1.0,0.2,0.0,0.2,0.2
0.1,5,38,0.5,0.0,0.3375,0.5,0.6384244957296022,1.0,1.0,0.0,0.3707836224231869,43.15188528408724,14.0,1.0,0.2,0.0,0.2,0.2
0.1,5,39,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,1.0,0.0,0.2565606908407062,42.87512662484554,8.0,1.0,0.2,0.0,0.2,0.2
0.1,5,40,0.5,0.0,0.3375,0.25,0.3901646843549863,0.9333333333333332,1.0,0.0,0.39545152117498217,42.98946293916261,15.0,1.0,0.2,0.0,0.18666666666666668,0.2
0.1,5,41,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.0695901606697589,43.10957857056344,1.0,1.0,0.2,0.0,0.2,
0.1,5,42,0.0,0.0,0.03003578732106339,0.0,0.1919952537422417,1.0,1.0,0.0,0.09309736378490921,42.96639482317845,2.0,1.0,0.2,0.0,0.2,0.2
0.1,5,43,0.8,0.6,0.6931013916500994,0.45,0.6275686233156333,1.0,0.6,0.0,0.2925684979651123,43.05820702883345,5.8,1.0,0.4,0.5333333333333334,0.3103448275862069,0.3333333333333333
0.1,5,44,1.0,1.0,0.9301689860834991,0.25,0.3901646843549863,1.0,0.0,0.0,0.05611517601646478,42.783565166616214,1.0,1.0,0.4,0.0,0.2,
0.1,5,45,0.1,0.0,0.09152862985685072,0.3,0.4398166466299095,0.9502173913043478,1.0,0.0,0.7788732824381441,43.13710614069309,26.4,0.8,0.4,0.328,0.36496350364963503,0.44696969696969696
