decoding_mode,temperature,top_p,top_k,metric,mean,se,ci95_low,ci95_high,n_questions
pure_top_k,0.7,1.0,1,mean_word_length,11.191999999999998,1.4813998895143274,8.288456216551916,14.09554378344808,50
pure_top_k,0.7,1.0,1,mean_latency_seconds,0.375419332427904,0.04567392606449534,0.2858984373414931,0.46494022751431485,50
pure_top_k,0.7,1.0,5,mean_token_entropy_nats,0.23797969375095204,0.016866360888520983,0.2049216264094509,0.27103776109245314,50
pure_top_k,0.7,1.0,5,mean_effective_support_size,1.3684814389394986,0.030367100250027847,1.308961922449444,1.4280009554295532,50
pure_top_k,0.7,1.0,5,mean_retained_support_size,5.055208764303862,0.008130741356164161,5.03927251124578,5.071145017361944,50
pure_top_k,0.7,1.0,5,mean_max_token_probability,0.9097350136783403,0.007138176182759317,0.895744188360132,0.9237258389965486,50
pure_top_k,0.7,1.0,5,unique_answer_rate,0.7080000000000001,0.045070466369625126,0.6196618859155348,0.7963381140844653,50
pure_top_k,0.7,1.0,5,pairwise_token_jaccard_distance,0.45490028575741276,0.04242610092713244,0.3717451279402332,0.5380554435745923,50
pure_top_k,0.7,1.0,5,mean_word_length,12.075999999999999,1.3313781719461584,9.466498782985528,14.685501217014469,50
pure_top_k,0.7,1.0,5,mean_latency_seconds,0.3985107920411973,0.03958255301587107,0.32092898813009,0.47609259595230463,50
pure_top_k,0.7,1.0,10,mean_token_entropy_nats,0.25870576323730565,0.019035019664098686,0.22139712469567224,0.29601440177893906,50
pure_top_k,0.7,1.0,10,mean_effective_support_size,1.4242651203420724,0.037017186240468396,1.3517114353107544,1.4968188053733904,50
pure_top_k,0.7,1.0,10,mean_retained_support_size,10.180721082967745,0.02883512115105235,10.124204245511683,10.237237920423807,50
pure_top_k,0.7,1.0,10,mean_max_token_probability,0.9036867754745469,0.007745275645847726,0.8885060352086853,0.9188675157404085,50
pure_top_k,0.7,1.0,10,unique_answer_rate,0.6919999999999998,0.043597416137628506,0.606549064370248,0.7774509356297516,50
pure_top_k,0.7,1.0,10,pairwise_token_jaccard_distance,0.4558743964817305,0.0422092626426151,0.37314424170220495,0.5386045512612561,50
pure_top_k,0.7,1.0,10,mean_word_length,12.38,1.3563125279482555,9.72162744522142,15.038372554778581,50
pure_top_k,0.7,1.0,10,mean_latency_seconds,0.4075376292988658,0.04114970388990227,0.3268842096746573,0.48819104892307424,50
pure_top_k,0.7,1.0,30,mean_token_entropy_nats,0.26033460176710316,0.02013113479049616,0.2208775775777307,0.2997916259564756,50
pure_top_k,0.7,1.0,30,mean_effective_support_size,1.4490954378330698,0.04340945579755482,1.3640129044698623,1.5341779711962773,50
pure_top_k,0.7,1.0,30,mean_retained_support_size,30.480727423633866,0.06167876468422023,30.359837044852792,30.60161780241494,50
pure_top_k,0.7,1.0,30,mean_max_token_probability,0.9050001215972299,0.007974465147568997,0.8893701699079947,0.9206300732864651,50
pure_top_k,0.7,1.0,30,unique_answer_rate,0.7040000000000002,0.0475489007147765,0.6108041545990383,0.7971958454009621,50
pure_top_k,0.7,1.0,30,pairwise_token_jaccard_distance,0.42947659853301845,0.0436799901429634,0.34386381785281017,0.5150893792132267,50
pure_top_k,0.7,1.0,30,mean_word_length,11.636,1.3079186144561197,9.072479515666004,14.199520484333995,50
pure_top_k,0.7,1.0,30,mean_latency_seconds,0.39317786495946344,0.04071328969914384,0.31337981714914154,0.47297591276978534,50
pure_top_k,1.5,1.0,1,mean_token_entropy_nats,0.0034926898454239485,0.0020124909123086583,-0.000451792342701022,0.007437172033548919,50
pure_top_k,1.5,1.0,1,mean_effective_support_size,1.005038886324705,0.0029034106621037017,0.9993482014269818,1.0107295712224282,50
pure_top_k,1.5,1.0,1,mean_retained_support_size,1.0050388863055104,0.002903410651043715,0.9993482014294648,1.010729571181556,50
pure_top_k,1.5,1.0,1,mean_max_token_probability,0.9974805568472449,0.0014517053255218562,0.9946352144092221,1.0003258992852677,50
pure_top_k,1.5,1.0,1,unique_answer_rate,0.21999999999999997,0.010301575072754256,0.19980891285740163,0.24019108714259832,50
pure_top_k,1.5,1.0,1,pairwise_token_jaccard_distance,0.025633844787162862,0.013102855692002703,-4.775236916243486e-05,0.05131544194348816,50
pure_top_k,1.5,1.0,1,mean_word_length,11.288000000000002,1.4947435518222802,8.358302638428333,14.217697361571672,50
pure_top_k,1.5,1.0,1,mean_latency_seconds,0.37931751444190737,0.04618902481147217,0.2887870258114219,0.46984800307239283,50
pure_top_k,1.5,1.0,5,mean_token_entropy_nats,0.523766433507618,0.024612981973740126,0.47552498883908734,0.5720078781761486,50
pure_top_k,1.5,1.0,5,mean_effective_support_size,1.9201107300333913,0.053390917024427595,1.8154645326655132,2.0247569274012696,50
pure_top_k,1.5,1.0,5,mean_retained_support_size,5.0556222847293535,0.007896869149885478,5.040144421195578,5.071100148263129,50
pure_top_k,1.5,1.0,5,mean_max_token_probability,0.8023063902823805,0.01048259599172745,0.7817605021385947,0.8228522784261663,50
pure_top_k,1.5,1.0,5,unique_answer_rate,0.836,0.0368958821882467,0.7636840709110364,0.9083159290889635,50
pure_top_k,1.5,1.0,5,pairwise_token_jaccard_distance,0.6155622135202448,0.03857836687989788,0.5399486144356449,0.6911758126048446,50
pure_top_k,1.5,1.0,5,mean_word_length,12.468,1.2669952885565479,9.984689234429165,14.951310765570835,50
pure_top_k,1.5,1.0,5,mean_latency_seconds,0.4190007387120277,0.03857867846792142,0.34338652891490173,0.49461494850915366,50
pure_top_k,1.5,1.0,10,mean_token_entropy_nats,0.617579593716312,0.028986026199727895,0.5607669823648453,0.6743922050677786,50
pure_top_k,1.5,1.0,10,mean_effective_support_size,2.277439914368797,0.08223115147391542,2.1162668574799226,2.438612971257671,50
pure_top_k,1.5,1.0,10,mean_retained_support_size,10.168756259138691,0.02108842094167493,10.127422954093008,10.210089564184374,50
pure_top_k,1.5,1.0,10,mean_max_token_probability,0.7933558898512655,0.010128272476789291,0.7735044757967585,0.8132073039057724,50
pure_top_k,1.5,1.0,10,unique_answer_rate,0.872,0.0316923991402561,0.809882897685098,0.934117102314902,50
pure_top_k,1.5,1.0,10,pairwise_token_jaccard_distance,0.6716838578936927,0.034817655537347524,0.6034412530404916,0.7399264627468938,50
pure_top_k,1.5,1.0,10,mean_word_length,13.407999999999998,1.2970290698990772,10.865823022997807,15.950176977002188,50
pure_top_k,1.5,1.0,10,mean_latency_seconds,0.4499256679378449,0.03968283522117332,0.37214731090434516,0.5277040249713446,50
pure_top_k,1.5,1.0,30,mean_token_entropy_nats,0.7446363640315867,0.03985058014226275,0.6665292269527517,0.8227435011104217,50
pure_top_k,1.5,1.0,30,mean_effective_support_size,3.075192672977315,0.18833438765814836,2.7060572731673442,3.444328072787286,50
pure_top_k,1.5,1.0,30,mean_retained_support_size,30.41084871280837,0.04183866888427117,30.3288449217952,30.492852503821542,50
pure_top_k,1.5,1.0,30,mean_max_token_probability,0.7750958445731447,0.011552466407157085,0.7524530104151168,0.7977386787311727,50
pure_top_k,1.5,1.0,30,unique_answer_rate,0.88,0.027994168488950606,0.8251314297616568,0.9348685702383432,50
pure_top_k,1.5,1.0,30,pairwise_token_jaccard_distance,0.6953287374106144,0.03453351492064601,0.6276430481661482,0.7630144266550806,50
pure_top_k,1.5,1.0,30,mean_word_length,12.452,1.2196327316040676,10.061519846056028,14.842480153943972,50
pure_top_k,1.5,1.0,30,mean_latency_seconds,0.44111121486872434,0.038344215933249805,0.36595655163955476,0.5162658780978939,50
pure_top_p,0.3,0.6,0,mean_token_entropy_nats,0.019946296811821262,0.006985847520688143,0.006254035671272503,0.03363855795237002,50
pure_top_p,0.3,0.6,0,mean_effective_support_size,1.0284269528678083,0.009973916864937158,1.0088780758125315,1.047975829923085,50
pure_top_p,0.3,0.6,0,mean_retained_support_size,1.0298393327701874,0.010370070726217748,1.0095139941468005,1.0501646713935742,50
pure_top_p,0.3,0.6,0,mean_max_token_probability,0.9876763272562857,0.004247677229773718,0.9793508798859293,0.9960017746266422,50
pure_top_p,0.3,0.6,0,unique_answer_rate,0.28,0.020603150145508505,0.23961782571480336,0.3203821742851967,50
pure_top_p,0.3,0.6,0,pairwise_token_jaccard_distance,0.08171942839888217,0.023243927983034925,0.03616132955213372,0.12727752724563063,50
pure_top_p,0.3,0.6,0,mean_word_length,11.175999999999998,1.4790470180601605,8.277067844602083,14.074932155397914,50
pure_top_p,0.3,0.6,0,mean_latency_seconds,0.37990177891217164,0.045980206938566436,0.28978057331258145,0.47002298451176183,50
pure_top_p,0.3,0.9,0,mean_token_entropy_nats,0.06081567503523085,0.009657947500245586,0.041886097934749504,0.07974525213571221,50
pure_top_p,0.3,0.9,0,mean_effective_support_size,1.0859171374455545,0.013845456588147582,1.0587800425327853,1.1130542323583237,50
pure_top_p,0.3,0.9,0,mean_retained_support_size,1.1204466338837218,0.017561978377962043,1.0860251562629162,1.1548681115045274,50
pure_top_p,0.3,0.9,0,mean_max_token_probability,0.9707251710399428,0.005133250745339352,0.9606639995790777,0.980786342500808,50
pure_top_p,0.3,0.9,0,unique_answer_rate,0.42,0.03757984696561688,0.3463434999473909,0.4936565000526091,50
pure_top_p,0.3,0.9,0,pairwise_token_jaccard_distance,0.1871311012332887,0.033979354150571094,0.12053156709816934,0.253730635368408,50
pure_top_p,0.3,0.9,0,mean_word_length,11.48,1.4539348440051378,8.63028770574993,14.32971229425007,50
pure_top_p,0.3,0.9,0,mean_latency_seconds,0.38548626793362195,0.04507577051113166,0.2971377577318039,0.47383477813544,50
pure_top_p,0.3,0.95,0,mean_token_entropy_nats,0.07807823904898438,0.01107422554831284,0.05637275697429121,0.09978372112367755,50
pure_top_p,0.3,0.95,0,mean_effective_support_size,1.110938404854272,0.016508833189114173,1.0785810918036083,1.143295717904936,50
pure_top_p,0.3,0.95,0,mean_retained_support_size,1.188012260302158,0.02420796378726231,1.1405646512791239,1.235459869325192,50
pure_top_p,0.3,0.95,0,mean_max_token_probability,0.9651186707442195,0.005642195111328676,0.9540599683260154,0.9761773731624237,50
pure_top_p,0.3,0.95,0,unique_answer_rate,0.44799999999999995,0.04483438913356122,0.36012459729822,0.5358754027017799,50
pure_top_p,0.3,0.95,0,pairwise_token_jaccard_distance,0.21278035180709412,0.036973550585158985,0.14031219266018252,0.2852485109540057,50
pure_top_p,0.3,0.95,0,mean_word_length,11.448,1.4814285438765666,8.54440005400193,14.351599945998071,50
pure_top_p,0.3,0.95,0,mean_latency_seconds,0.3853733495939523,0.045948493899035193,0.29531430155184335,0.47543239763606127,50
pure_top_p,0.7,0.6,0,mean_token_entropy_nats,0.058080129052572135,0.009683599367915246,0.03910027429145825,0.07705998381368602,50
pure_top_p,0.7,0.6,0,mean_effective_support_size,1.0855805389438573,0.014289441046250835,1.0575732344932056,1.113587843394509,50
pure_top_p,0.7,0.6,0,mean_retained_support_size,1.0916009345579938,0.015018730784251288,1.0621642222208612,1.1210376468951264,50
pure_top_p,0.7,0.6,0,mean_max_token_probability,0.9657215192161988,0.00596309251451063,0.954033857887758,0.9774091805446395,50
pure_top_p,0.7,0.6,0,unique_answer_rate,0.436,0.03946168381855897,0.3586550997156244,0.5133449002843755,50
pure_top_p,0.7,0.6,0,pairwise_token_jaccard_distance,0.21767666362082913,0.03557398791597756,0.14795164730551313,0.2874016799361451,50
pure_top_p,0.7,0.6,0,mean_word_length,11.228,1.3239644856202424,8.633029608184325,13.822970391815675,50
pure_top_p,0.7,0.6,0,mean_latency_seconds,0.38087678766809396,0.04228742530022414,0.2979934340796546,0.4637601412565333,50
pure_top_p,0.7,0.9,0,mean_token_entropy_nats,0.18089265712026825,0.015383421136682292,0.15074115169237096,0.21104416254816555,50
pure_top_p,0.7,0.9,0,mean_effective_support_size,1.2897367443804988,0.02807159028771363,1.23471642741658,1.3447570613444175,50
pure_top_p,0.7,0.9,0,mean_retained_support_size,1.453155756518419,0.04635838884437985,1.3622933143834346,1.5440181986534034,50
pure_top_p,0.7,0.9,0,mean_max_token_probability,0.9204214105361659,0.007129547061677139,0.9064474982952787,0.9343953227770531,50
pure_top_p,0.7,0.9,0,unique_answer_rate,0.664,0.04254745250054009,0.5806069930989415,0.7473930069010586,50
pure_top_p,0.7,0.9,0,pairwise_token_jaccard_distance,0.39978397921611586,0.04055393163917231,0.32029827320333815,0.47926968522889357,50
pure_top_p,0.7,0.9,0,mean_word_length,11.364,1.3195631930332716,8.777656141654788,13.950343858345214,50
pure_top_p,0.7,0.9,0,mean_latency_seconds,0.3831770953964442,0.04026112503205022,0.30426529033362576,0.4620889004592626,50
pure_top_p,0.7,0.95,0,mean_token_entropy_nats,0.2067045958784825,0.016787613464730573,0.17380087348761059,0.23960831826935441,50
pure_top_p,0.7,0.95,0,mean_effective_support_size,1.3410292357624343,0.03265559783394437,1.2770242640079033,1.4050342075169653,50
pure_top_p,0.7,0.95,0,mean_retained_support_size,1.6689108552894674,0.07072134465836012,1.5302970197590815,1.8075246908198532,50
pure_top_p,0.7,0.95,0,mean_max_token_probability,0.9157172064510842,0.007202584207242327,0.9016001414048893,0.9298342714972792,50
pure_top_p,0.7,0.95,0,unique_answer_rate,0.6800000000000002,0.04712120714991612,0.5876424339861646,0.7723575660138358,50
pure_top_p,0.7,0.95,0,pairwise_token_jaccard_distance,0.4289163344582324,0.0444446368880918,0.3418048461575725,0.5160278227588924,50
pure_top_p,0.7,0.95,0,mean_word_length,12.324000000000002,1.3775327248974034,9.62403585920109,15.023964140798913,50
pure_top_p,0.7,0.95,0,mean_latency_seconds,0.41358168678916984,0.0428181821857258,0.3296580497051473,0.4975053238731924,50
pure_top_p,1.5,0.6,0,mean_token_entropy_nats,0.5266357296207018,0.09230908234308342,0.3457099282282583,0.7075615310131453,50
pure_top_p,1.5,0.6,0,mean_effective_support_size,28.442331416500547,9.61208318446166,9.602648374955692,47.2820144580454,50
pure_top_p,1.5,0.6,0,mean_retained_support_size,132.6088761879041,42.69659681695949,48.92354642666349,216.29420594914467,50
pure_top_p,1.5,0.6,0,mean_max_token_probability,0.8499753341140268,0.016713167107839867,0.8172175265826607,0.882733141645393,50
pure_top_p,1.5,0.6,0,unique_answer_rate,0.7400000000000001,0.048571428571428564,0.6448000000000002,0.8352,50
pure_top_p,1.5,0.6,0,pairwise_token_jaccard_distance,0.5112541032145077,0.04896426152432632,0.4152841506268281,0.6072240558021873,50
pure_top_p,1.5,0.6,0,mean_word_length,11.716,1.2305776310832441,9.30406784307684,14.127932156923158,50
pure_top_p,1.5,0.6,0,mean_latency_seconds,0.40512030771374696,0.039664389709170834,0.32737810388377214,0.4828625115437218,50
pure_top_p,1.5,0.9,0,mean_token_entropy_nats,1.397732737467285,0.1765554499752478,1.0516840555157994,1.7437814194187706,50
pure_top_p,1.5,0.9,0,mean_effective_support_size,440.38469619812344,130.83540718662204,183.94729811234424,696.8220942839026,50
pure_top_p,1.5,0.9,0,mean_retained_support_size,4085.540659899875,847.0776719506605,2425.2684228765806,5745.812896923169,50
pure_top_p,1.5,0.9,0,mean_max_token_probability,0.7350634542990335,0.019815518536431362,0.696225037967628,0.773901870630439,50
pure_top_p,1.5,0.9,0,unique_answer_rate,0.8559999999999998,0.03477742641074957,0.7878362442349306,0.9241637557650689,50
pure_top_p,1.5,0.9,0,pairwise_token_jaccard_distance,0.6665152303707973,0.04396930168000166,0.580335399077994,0.7526950616636006,50
pure_top_p,1.5,0.9,0,mean_word_length,12.168000000000001,1.0908055065231494,10.030021207214627,14.305978792785375,50
pure_top_p,1.5,0.9,0,mean_latency_seconds,0.4826937181763352,0.04124058421637862,0.40186217311223316,0.5635252632404373,50
pure_top_p,1.5,0.95,0,mean_token_entropy_nats,1.8139811433107877,0.19921689588318092,1.4235160273797531,2.2044462592418226,50
pure_top_p,1.5,0.95,0,mean_effective_support_size,832.6116020354945,193.39732546893276,453.55284411638627,1211.6703599546026,50
pure_top_p,1.5,0.95,0,mean_retained_support_size,9608.796195955461,1503.7606224574401,6661.425375938879,12556.167015972043,50
pure_top_p,1.5,0.95,0,mean_max_token_probability,0.6933110844483028,0.021119530685709296,0.6519168043043125,0.7347053645922931,50
pure_top_p,1.5,0.95,0,unique_answer_rate,0.868,0.03212729782141851,0.8050304962700197,0.9309695037299803,50
pure_top_p,1.5,0.95,0,pairwise_token_jaccard_distance,0.7072935940909653,0.03847071937714327,0.6318909841117645,0.782696204070166,50
pure_top_p,1.5,0.95,0,mean_word_length,13.300000000000002,1.1210964021247871,11.10265105183542,15.497348948164586,50
pure_top_p,1.5,0.95,0,mean_latency_seconds,0.5201066171340645,0.04311792212879691,0.43559548976162255,0.6046177445065064,50
