prompt_id,decoding_mode,temperature,top_p,top_k,repetitions,unique_answer_rate,pairwise_token_jaccard_distance,mean_word_length,mean_latency_seconds,mean_token_entropy_nats,mean_effective_support_size,mean_retained_support_size,mean_max_token_probability
1,pure_top_k,0.3,1.0,5,5,0.6,0.2571428571428572,6.0,0.18984745359048244,0.17253450376107912,1.2287625377353333,5.075,0.9244706597593095
1,pure_top_k,0.3,1.0,10,5,0.4,0.2,6.0,0.18545769918709992,0.1864564874265397,1.2504081115673589,10.125,0.9154582560062409
1,pure_top_k,0.3,1.0,30,5,0.4,0.2,6.0,0.18586326641961928,0.1865191784802391,1.250515545451386,30.25,0.91545350253582
1,pure_top_k,0.7,1.0,1,5,0.4,0.20000000000000004,6.0,0.18655907092615961,0.0866433978080749,1.1250000004761636,1.125,0.9375
1,pure_top_k,0.7,1.0,5,5,1.0,0.6602072927072927,7.6,0.22237945515662427,0.471840058073445,1.8317769545506835,5.045,0.8214660654962062
1,pure_top_k,0.7,1.0,10,5,0.4,0.2333333333333333,7.6,0.2461995524354279,0.48715875049914004,1.9512503358412894,10.138095238095238,0.8183423841283435
1,pure_top_k,0.7,1.0,30,5,1.0,0.3876190476190476,5.8,0.1902309563942253,0.5101487737692522,2.034380252762865,30.661111111111108,0.8329908328751723
1,pure_top_k,1.5,1.0,1,5,0.4,0.2,6.0,0.18513977704569692,0.0866433978080749,1.1250000004761636,1.125,0.9375
1,pure_top_k,1.5,1.0,5,5,1.0,0.7592375509480773,11.4,0.3712305469438434,0.7916491565162627,2.5248989915111486,5.015000000000001,0.6923278343180815
1,pure_top_k,1.5,1.0,10,5,1.0,0.8331390977443609,9.2,0.31030250294134015,1.0056528631383486,3.363841717209297,10.154227053140096,0.6636455863300297
1,pure_top_k,1.5,1.0,30,5,1.0,0.879706161911405,12.2,0.4640380275435746,1.106817772856442,4.254632326327583,30.419296672237845,0.6750444418199496
1,pure_top_p,0.3,0.6,0,5,0.4,0.13333333333333336,6.0,0.18727955855429165,0.0866433978080749,1.1250000004761636,1.125,0.9375
1,pure_top_p,0.3,0.9,0,5,0.4,0.13333333333333336,6.0,0.18693564711138602,0.11194716021418569,1.153046812655365,1.25,0.9310830160975456
1,pure_top_p,0.3,0.95,0,5,0.4,0.2,6.0,0.1864894717931747,0.1350932829082012,1.184179867463274,1.375,0.9252926930785181
1,pure_top_p,0.7,0.6,0,5,0.6,0.31428571428571433,6.0,0.19530795998871323,0.11532792846361792,1.1585453203684373,1.1944444444444442,0.9358997080061171
1,pure_top_p,0.7,0.9,0,5,0.8,0.5994605394605395,7.2,0.23273006407544017,0.35667250345150625,1.6383837865639461,1.95,0.8503480755289395
1,pure_top_p,0.7,0.95,0,5,1.0,0.663099123099123,6.6,0.21831851871684194,0.4138069184164497,1.7943327623575211,2.373730158730159,0.8403689474935424
1,pure_top_p,1.5,0.6,0,5,1.0,0.4747619047619048,6.4,0.20502807879820467,0.5364392366437685,2.226591986734217,2.5323232323232325,0.7717963725210183
1,pure_top_p,1.5,0.9,0,5,1.0,0.8317877533094926,9.0,0.279631797876209,1.6281326600864081,71.40927919285188,2658.424242424242,0.6181829805009895
1,pure_top_p,1.5,0.95,0,5,1.0,0.9244505494505495,7.8,0.341921913716942,2.185528111550957,328.15273777073855,11082.925245098038,0.6257918100477671
2,pure_top_k,0.3,1.0,1,5,0.2,0.0,9.0,0.2774494527839124,0.0,1.0,1.0,1.0
2,pure_top_k,0.3,1.0,5,5,0.4,0.4,8.2,0.2597724249586463,0.18691349359482973,1.2844502700693183,5.091666666666666,0.9301182076334953
2,pure_top_k,0.3,1.0,10,5,0.6,0.4441558441558442,10.2,0.30937899099662897,0.15834591136487405,1.2401764313371986,10.164102564102562,0.9420826265954565
2,pure_top_k,0.3,1.0,30,5,1.0,0.8567103749712445,11.4,0.347302517388016,0.1974286142386442,1.3024567809750114,30.338671700564284,0.9199195973587516
2,pure_top_k,0.7,1.0,1,5,0.2,0.0,9.0,0.27797625614330174,0.0,1.0,1.0,1.0
2,pure_top_k,0.7,1.0,5,5,1.0,0.9136972866949984,10.6,0.32495778929442165,0.42780406208779914,1.7088232114360582,5.01,0.830090301075324
2,pure_top_k,0.7,1.0,10,5,1.0,0.850751156737999,10.8,0.3240732016041875,0.5260087608118111,1.960337811619001,10.196756383712906,0.7981995221805869
2,pure_top_k,0.7,1.0,30,5,0.8,0.8548470279720279,12.6,0.3847280668094754,0.4347885838989794,1.7768570229406364,30.45782743303271,0.8569658330177969
2,pure_top_k,1.5,1.0,1,5,0.2,0.0,9.0,0.27875287560746076,0.0,1.0,1.0,1.0
2,pure_top_k,1.5,1.0,5,5,1.0,0.9147686953569305,10.2,0.30188628965988756,0.8291805441612494,2.5966671382015165,5.076699770817418,0.6854738388710144
2,pure_top_k,1.5,1.0,10,5,1.0,0.973694333236358,16.2,0.49513287441805004,0.9528478328464611,3.1942521682553093,10.182058464411403,0.6836070584970341
2,pure_top_k,1.5,1.0,30,5,1.0,0.9216857314225736,12.0,0.48728409260511396,1.0676932537106478,4.41314140576811,30.540634920634922,0.6880802284114891
2,pure_top_p,0.3,0.6,0,5,0.4,0.4,9.0,0.2802448165602982,0.06266369918982186,1.087214949929329,1.0999999999999999,0.9664216508467991
2,pure_top_p,0.3,0.9,0,5,0.8,0.7757936507936508,10.2,0.31281116250902413,0.14594692731994424,1.2225570386010922,1.29281045751634,0.9313226480012625
2,pure_top_p,0.3,0.95,0,5,0.4,0.6,9.0,0.2794931440614164,0.14613582243522003,1.2205973035055728,1.3333333333333333,0.933405590057373
2,pure_top_p,0.7,0.6,0,5,0.8,0.7794791230275101,13.6,0.4109607212245464,0.1154528180470213,1.1888620536127537,1.1973429951690822,0.9335672292156495
2,pure_top_p,0.7,0.9,0,5,1.0,0.9623015873015872,7.4,0.246574620436877,0.33429778660143605,1.5365675572128765,1.8593073593073595,0.8557186511849169
2,pure_top_p,0.7,0.95,0,5,1.0,0.8941765296742414,12.2,0.36254490464925765,0.3373877698548283,1.57237630284674,2.0872222222222225,0.8618646505884096
2,pure_top_p,1.5,0.6,0,5,1.0,0.9190168965168966,15.6,0.45708444705232976,0.7339500314011749,5.882810295814582,17.20160863697706,0.7470110235374305
2,pure_top_p,1.5,0.9,0,5,1.0,0.9072574965762519,18.6,0.648436049837619,2.184144276502155,592.4781627686899,6678.77305590062,0.5959953656762098
2,pure_top_p,1.5,0.95,0,5,1.0,0.9414547959910127,14.2,0.5670654818415641,2.0907460061052725,247.777574261787,6007.88054945055,0.5897136840337753
3,pure_top_k,0.3,1.0,1,5,0.2,0.0,6.0,0.18528293604031204,0.0,1.0,1.0,1.0
3,pure_top_k,0.3,1.0,5,5,0.2,0.0,6.0,0.1856797989457845,0.1319897177112921,1.1799474900899778,5.0,0.9370640218257904
3,pure_top_k,0.3,1.0,10,5,0.6,0.33571428571428574,6.0,0.18595462488010522,0.15320556435329985,1.2104882571480278,10.05,0.9260631158947945
3,pure_top_k,0.3,1.0,30,5,0.6,0.2333333333333333,5.8,0.18315951749682421,0.1407495952176678,1.1922545861933398,30.43571428571429,0.9341207776750837
3,pure_top_k,0.7,1.0,1,5,0.2,0.0,6.0,0.18596900105476377,0.0,1.0,1.0,1.0
3,pure_top_k,0.7,1.0,5,5,1.0,0.8202758888620958,10.8,0.3288589984178543,0.2905408503066743,1.4454514257739914,5.007142857142857,0.8911463594152813
3,pure_top_k,0.7,1.0,10,5,0.6,0.4447619047619048,5.8,0.18302998011931776,0.3408114260349181,1.5338660199346983,10.057142857142857,0.8685183535965664
3,pure_top_k,0.7,1.0,30,5,1.0,0.46226190476190476,6.0,0.18572883019223804,0.39612207417903356,1.6714068981600394,30.549603174603174,0.844951949848069
3,pure_top_k,1.5,1.0,1,5,0.2,0.0,6.0,0.19350133761763566,0.0,1.0,1.0,1.0
3,pure_top_k,1.5,1.0,5,5,1.0,0.9018449197860962,9.8,0.31474443431943655,0.5717020305821651,2.02616039833096,5.0095238095238095,0.7852883215440588
3,pure_top_k,1.5,1.0,10,5,1.0,0.8889223647694413,12.8,0.39927515750750897,0.8473899825888646,2.8218620003382844,10.113359788359789,0.7230038380496716
3,pure_top_k,1.5,1.0,30,5,1.0,0.8812395554852372,15.0,0.4561505283229053,0.7883920477586838,2.9267196226157797,30.324907159202354,0.7604494365589108
3,pure_top_p,0.3,0.6,0,5,0.4,0.11428571428571428,6.0,0.18740101698786016,0.0839884132146835,1.1197460256861076,1.125,0.9503358229994774
3,pure_top_p,0.3,0.9,0,5,0.4,0.1714285714285714,6.0,0.18696338003501292,0.1013900488615036,1.140559954666774,1.175,0.9447994723916053
3,pure_top_p,0.3,0.95,0,5,0.2,0.0,6.0,0.1868349588476121,0.1274925023317337,1.1717808481377736,1.25,0.9364949464797974
3,pure_top_p,0.7,0.6,0,5,0.6,0.3476190476190476,6.0,0.18609777372330422,0.1485728338360786,1.2108283369012298,1.225,0.9098896980285645
3,pure_top_p,0.7,0.9,0,5,0.6,0.4021978021978022,6.8,0.20935157118365164,0.2273850447283341,1.3522463479471725,1.5076923076923077,0.8872252216705909
3,pure_top_p,0.7,0.95,0,5,1.0,0.6812652446120188,11.2,0.3168809818103909,0.32005734102491246,1.4928182369549634,1.9587837837837838,0.8570633775364017
3,pure_top_p,1.5,0.6,0,5,0.8,0.6433006535947713,8.4,0.2775922886095941,0.22735580603281655,1.4121979649381613,1.5452898550724636,0.8880248879608901
3,pure_top_p,1.5,0.9,0,5,1.0,0.9399556083354991,13.8,0.4329655714333057,1.4173253353264066,229.05645479621086,2763.9462479678273,0.6663791679747109
3,pure_top_p,1.5,0.95,0,5,1.0,0.905485347985348,11.6,0.3439871260896325,0.8827849575939041,4.821830362785502,652.0590972752736,0.7369466047783351
4,pure_top_k,0.3,1.0,1,5,0.2,0.0,2.0,0.09508423078805203,0.0,1.0,1.0,1.0
4,pure_top_k,0.3,1.0,5,5,0.2,0.0,2.0,0.09511978244408963,0.0557451868858152,1.0624480060936148,5.0,0.9853647798299787
4,pure_top_k,0.3,1.0,10,5,0.2,0.0,2.0,0.09497220758348697,0.0557451726219824,1.0624479881078617,10.0,0.9853648096323011
4,pure_top_k,0.3,1.0,30,5,0.2,0.0,2.0,0.09542504008859391,0.0557451689010122,1.062447983456411,30.25,0.9853648096323011
4,pure_top_k,0.7,1.0,1,5,0.2,0.0,2.0,0.09561704900115724,0.0,1.0,1.0,1.0
4,pure_top_k,0.7,1.0,5,5,0.4,0.2,1.8,0.09106351789087054,0.16140883028197375,1.2146656643375917,5.066666666666666,0.9357616305351257
4,pure_top_k,0.7,1.0,10,5,0.6,0.2,1.8,0.08607098991051312,0.17275061017023954,1.2299481615970942,10.066666666666666,0.9316405981779099
4,pure_top_k,0.7,1.0,30,5,0.2,0.0,2.0,0.09320627646520728,0.1537439524883979,1.2042823062293535,30.25,0.9395090937614439
4,pure_top_k,1.5,1.0,1,5,0.2,0.0,2.0,0.09522124584764238,0.0,1.0,1.0,1.0
4,pure_top_k,1.5,1.0,5,5,0.4,0.3,1.6,0.0883045800030231,0.45404021282447504,1.6877680092244813,5.133333333333333,0.8414618819952011
4,pure_top_k,1.5,1.0,10,5,0.6,0.55,1.6,0.08662924421951172,0.5795153662911616,1.9379676924204756,10.133333333333335,0.8198976119359334
4,pure_top_k,1.5,1.0,30,5,0.8,0.6333333333333334,1.6,0.0861534555442631,0.6937542981468141,2.168702090152535,30.4,0.7979454964399337
4,pure_top_p,0.3,0.6,0,5,0.2,0.0,2.0,0.09637576946988696,0.0,1.0,1.0,1.0
4,pure_top_p,0.3,0.9,0,5,0.2,0.0,2.0,0.09726670114323492,0.0,1.0,1.0,1.0
4,pure_top_p,0.3,0.95,0,5,0.2,0.0,2.0,0.09615780888125297,0.0557306185364723,1.0624309210210736,1.25,0.9853657931089399
4,pure_top_p,0.7,0.6,0,5,0.2,0.0,2.0,0.09551203772425645,0.0,1.0,1.0,1.0
4,pure_top_p,0.7,0.9,0,5,0.4,0.2,1.2,0.07701434604823584,0.17197617391745243,1.228413212064506,1.3166666666666667,0.9261617094278336
4,pure_top_p,0.7,0.95,0,5,0.2,0.0,2.0,0.09673767853528256,0.1357706636190414,1.1803262200509257,1.25,0.9417066127061844
4,pure_top_p,1.5,0.6,0,5,0.2,0.0,2.0,0.09585765339434145,0.1640014946460724,1.231770035990642,1.25,0.9088558703660963
4,pure_top_p,1.5,0.9,0,5,0.8,0.55,1.6,0.08137377416715022,0.4198484281698863,1.662288668218371,3.7,0.8549716472625732
4,pure_top_p,1.5,0.95,0,5,0.4,0.4,1.8,0.09139331914484497,0.5752328353623549,2.107756745362134,1032.6166666666666,0.8510931601126988
5,pure_top_k,0.3,1.0,1,5,0.2,0.0,2.0,0.07188692707568403,0.0,1.0,1.0,1.0
5,pure_top_k,0.3,1.0,5,5,0.2,0.0,2.0,0.07170481458306308,3.776212049166894e-06,1.0000037762334335,5.0,0.9999997615814207
5,pure_top_k,0.3,1.0,10,5,0.2,0.0,2.0,0.07173005249351261,3.791501266346234e-06,1.0000037915228244,10.333333333333334,0.9999997615814207
5,pure_top_k,0.3,1.0,30,5,0.2,0.0,2.0,0.07211361527442928,3.7915267322441446e-06,1.0000037915482909,31.0,0.9999997615814207
5,pure_top_k,0.7,1.0,1,5,0.2,0.0,2.0,0.06966536333784455,0.0,1.0,1.0,1.0
5,pure_top_k,0.7,1.0,5,5,0.2,0.0,2.0,0.0697142947465181,0.0112048859203544,1.0113868364573182,5.0,0.9985520839691162
5,pure_top_k,0.7,1.0,10,5,0.2,0.0,2.0,0.0697606764733791,0.0127967571897897,1.013035735113485,10.333333333333334,0.9983985622723898
5,pure_top_k,0.7,1.0,30,5,0.2,0.0,2.0,0.06967402361333366,0.0129770271596498,1.013222943763067,31.0,0.9983854492505392
5,pure_top_k,1.5,1.0,1,5,0.2,0.0,2.0,0.07215787908062334,0.0,1.0,1.0,1.0
5,pure_top_k,1.5,1.0,5,5,0.4,0.3384615384615385,4.2,0.14291233234107495,0.22609244692317182,1.3028325895832307,5.0,0.9459618128008312
5,pure_top_k,1.5,1.0,10,5,0.4,0.3384615384615385,4.2,0.14315054090693588,0.3274868368800122,1.51119190629177,10.3,0.9265362795856265
5,pure_top_k,1.5,1.0,30,5,0.6,0.6538461538461539,4.2,0.13463595099747178,0.4191046848353774,1.7260313058761234,30.609999999999996,0.9105375963449477
5,pure_top_p,0.3,0.6,0,5,0.2,0.0,2.0,0.07257837243378155,0.0,1.0,1.0,1.0
5,pure_top_p,0.3,0.9,0,5,0.2,0.0,2.0,0.07262891381978984,0.0,1.0,1.0,1.0
5,pure_top_p,0.3,0.95,0,5,0.2,0.0,2.0,0.07236357945948833,0.0,1.0,1.0,1.0
5,pure_top_p,0.7,0.6,0,5,0.2,0.0,2.0,0.07185439579188817,0.0,1.0,1.0,1.0
5,pure_top_p,0.7,0.9,0,5,0.2,0.0,2.0,0.07188323326408859,0.0,1.0,1.0,1.0
5,pure_top_p,0.7,0.95,0,5,0.2,0.0,2.0,0.07059192899614568,0.0,1.0,1.0,1.0
5,pure_top_p,1.5,0.6,0,5,0.2,0.0,2.0,0.06994344182312484,0.0,1.0,1.0,1.0
5,pure_top_p,1.5,0.9,0,5,0.2,0.0,2.0,0.07043587183579798,0.3745910326639811,1.6921466806801937,15.666666666666666,0.9277793765068054
5,pure_top_p,1.5,0.95,0,5,0.4,0.4,1.8,0.08626878252252934,0.5979176399608453,2.427143076929733,1697.2333333333336,0.911504962046941
6,pure_top_k,0.3,1.0,1,5,0.2,0.0,24.0,0.6461484808474779,0.0,1.0,1.0,1.0
6,pure_top_k,0.3,1.0,5,5,1.0,0.6555074992574992,32.6,0.9484516458585859,0.10589123708701953,1.1495489097674398,5.037063492063492,0.95792507352337
6,pure_top_k,0.3,1.0,10,5,1.0,0.6040363678469289,31.8,0.8859696917235851,0.12122151689614358,1.1760077010972076,10.16999354005168,0.9531833335886061
6,pure_top_k,0.3,1.0,30,5,0.6,0.4962443744849881,30.2,0.8167572672478854,0.11249691681124303,1.1672633360987419,30.092996453900707,0.9563597306107164
6,pure_top_k,0.7,1.0,1,5,0.2,0.0,24.0,0.6239577263593674,0.0,1.0,1.0,1.0
6,pure_top_k,0.7,1.0,5,5,1.0,0.6171411511986789,31.4,0.8548137249425054,0.34632453321660134,1.5451420052406386,5.112751945800525,0.8761970019755475
6,pure_top_k,0.7,1.0,10,5,1.0,0.7067519242379753,33.2,0.9437146572396159,0.35903418454265534,1.609584261601043,10.034798534798535,0.8737772156358201
6,pure_top_k,0.7,1.0,30,5,1.0,0.722707827148008,32.6,0.8863545338623225,0.3165920490472481,1.5127524682353528,30.10116231438812,0.896406979062926
6,pure_top_k,1.5,1.0,1,5,0.2,0.0,24.0,0.6430079334415495,0.0,1.0,1.0,1.0
6,pure_top_k,1.5,1.0,5,5,1.0,0.8107179062467674,20.2,0.5911063090898097,0.5479173412163846,1.9545002904748738,5.124794223766026,0.8126143425928565
6,pure_top_k,1.5,1.0,10,5,1.0,0.9592857142857143,12.8,0.39436227437108756,0.49733781703901714,1.9919736386176012,10.113095238095239,0.8578195838502893
6,pure_top_k,1.5,1.0,30,5,1.0,0.9304040020263425,17.6,0.6779195998795331,0.8457467958001958,3.3058346574983823,30.489166666666666,0.7735454827600291
6,pure_top_p,0.3,0.6,0,5,0.4,0.3833333333333333,29.6,0.8255435775965452,0.02687632322311398,1.0383187889056578,1.04,0.9841073870658874
6,pure_top_p,0.3,0.9,0,5,0.8,0.5798498640068945,30.6,0.857660048827529,0.08215653804557008,1.1248959757616295,1.1558990442054957,0.9606697953062457
6,pure_top_p,0.3,0.95,0,5,0.8,0.3296650246305419,38.2,1.0697132512927054,0.08510126037316183,1.1308825605667312,1.2049999999999998,0.9617383588602146
6,pure_top_p,0.7,0.6,0,5,0.4,0.25555555555555554,26.8,0.7128806448541581,0.04711154019391092,1.0688267581320954,1.0725925925925928,0.9719605711212864
6,pure_top_p,0.7,0.9,0,5,0.8,0.5688042269187986,21.0,0.591103164665401,0.1590625966646574,1.2338470630084835,1.3680520270123553,0.9268553602812402
6,pure_top_p,0.7,0.95,0,5,1.0,0.6287137307791738,32.2,0.8642809693701565,0.22317879580630212,1.3399240344229184,1.6693440617353663,0.9121401541828675
6,pure_top_p,1.5,0.6,0,5,1.0,0.6546732209998463,21.8,0.6259285302832722,0.4035139103835748,7.8429200048613605,38.85800155967015,0.8462113773701333
6,pure_top_p,1.5,0.9,0,5,1.0,0.9351648351648352,4.8,0.16261626509949562,1.3950640592154335,8.76201237031788,4083.315294117647,0.7779741916878551
6,pure_top_p,1.5,0.95,0,5,1.0,0.9957322551662173,12.8,0.5431376752443612,3.699161183551857,1227.019119780832,24212.028409090908,0.5188055497465415
7,pure_top_k,0.3,1.0,1,5,0.4,0.3,10.8,0.4246946807019413,0.053649162729458154,1.0773993810997917,1.0773993808049538,0.9613003095975232
7,pure_top_k,0.3,1.0,5,5,1.0,0.6448443017945122,17.8,0.5920629499480128,0.17743896214794982,1.2728740747462854,5.037903225806451,0.9246041954535326
7,pure_top_k,0.3,1.0,10,5,1.0,0.5986563651402361,19.0,0.6194362421520054,0.15917426851813807,1.2492871588906271,10.176707234617984,0.9350780255099138
7,pure_top_k,0.3,1.0,30,5,1.0,0.7488696225716599,18.6,0.579579674359411,0.14925279287872903,1.2109602117599017,30.48016025641026,0.9418423807028777
7,pure_top_k,0.7,1.0,1,5,0.6,0.370703933747412,12.6,0.4554569746367633,0.048958693073682655,1.0706324637807811,1.0706324635117204,0.9646837682441397
7,pure_top_k,0.7,1.0,5,5,1.0,0.6678996842231788,18.0,0.5629234109073877,0.33072863200452574,1.5684456316311712,5.096396250808016,0.8697528751240711
7,pure_top_k,0.7,1.0,10,5,1.0,0.5571800787917729,16.4,0.5436798583716154,0.3612249916182077,1.704958365300272,10.246963924963925,0.8665417294087263
7,pure_top_k,0.7,1.0,30,5,1.0,0.787910868261781,16.0,0.6906950300559401,0.44160061349423974,1.8505270406996437,30.37407407407407,0.8312495882643594
7,pure_top_k,1.5,1.0,1,5,0.4,0.3652173913043478,14.4,0.5012162433005869,0.044268223417907156,1.063865546461771,1.0638655462184874,0.9680672268907564
7,pure_top_k,1.5,1.0,5,5,1.0,0.8501320430630775,19.0,0.641122932266444,0.6868595835900119,2.286275733091639,5.081376273972182,0.7386212756649531
7,pure_top_k,1.5,1.0,10,5,1.0,0.8057610765014415,16.0,0.5807004246860743,0.7745350562172857,2.821838908506183,10.19129435282359,0.7389565910797473
7,pure_top_k,1.5,1.0,30,5,1.0,0.8048106595753655,20.2,0.6742708033882081,0.8736901139385005,3.7277492222561137,30.343693511325093,0.730277030350027
7,pure_top_p,0.3,0.6,0,5,0.6,0.3251552795031056,13.4,0.47746581668034194,0.06183449212875262,1.0892083152447314,1.0892083149049094,0.9553958425475455
7,pure_top_p,0.3,0.9,0,5,1.0,0.5942786093217127,20.2,0.6707093115895987,0.1142750587853681,1.1781167495486562,1.2211665527455,0.937769502258757
7,pure_top_p,0.3,0.95,0,5,1.0,0.5921094767301663,17.4,0.6140972183085978,0.12518629979756138,1.1946667391751242,1.3034640522875818,0.9396682876767286
7,pure_top_p,0.7,0.6,0,5,0.8,0.6038087711727262,19.0,0.6420023211278021,0.09933767303946947,1.1497603216694008,1.1550311737598267,0.9388559618582567
7,pure_top_p,0.7,0.9,0,5,1.0,0.5943818514351474,20.4,0.6865259225480258,0.26855349216585844,1.4577197325358906,1.601830065359477,0.8701676634246228
7,pure_top_p,0.7,0.95,0,5,0.8,0.5699660441426146,14.6,0.4995427873916924,0.3056852895956779,1.5826444795589723,2.0045731145122625,0.8740067434546124
7,pure_top_p,1.5,0.6,0,5,1.0,0.7313149103839811,20.8,0.6460298338904977,0.39563009643795516,2.485511732578852,3.644357864357864,0.8339613307817888
7,pure_top_p,1.5,0.9,0,5,1.0,0.8141935618345355,16.8,0.5388357751071453,1.1470421480108994,59.62845063530561,1458.8646464646465,0.7079101605397282
7,pure_top_p,1.5,0.95,0,5,1.0,0.7507486733696411,23.0,0.7564297536388039,1.5323107359292027,228.91646403758872,3978.726237342368,0.6650817593106255
8,pure_top_k,0.3,1.0,1,5,0.2,0.0,1.0,0.046303140372037845,0.0,1.0,1.0,1.0
8,pure_top_k,0.3,1.0,5,5,0.2,0.0,1.0,0.046495130285620634,0.0200945140585417,1.0205037225747042,5.0,0.996653288602829
8,pure_top_k,0.3,1.0,10,5,0.2,0.0,1.0,0.04635356189683076,0.0200945159211869,1.0205037245137278,10.0,0.996653288602829
8,pure_top_k,0.3,1.0,30,5,0.2,0.0,1.0,0.04645737670361992,0.0200945159211869,1.0205037245137278,30.0,0.996653288602829
8,pure_top_k,0.7,1.0,1,5,0.2,0.0,1.0,0.046358635835349535,0.0,1.0,1.0,1.0
8,pure_top_k,0.7,1.0,5,5,0.2,0.0,1.0,0.04643884310498828,0.1807152032852172,1.2153852336281317,5.0,0.9459410011768339
8,pure_top_k,0.7,1.0,10,5,0.2,0.0,1.0,0.046421917527914025,0.1812874251045286,1.2161931101525942,10.0,0.9458958804607394
8,pure_top_k,0.7,1.0,30,5,0.2,0.0,1.0,0.04635812798514956,0.1814690884202718,1.216449794500225,30.0,0.9458841383457184
8,pure_top_k,1.5,1.0,1,5,0.2,0.0,1.0,0.04782317522913214,0.0,1.0,1.0,1.0
8,pure_top_k,1.5,1.0,5,5,0.4,0.4,7.6,0.26757705342024557,0.5755460732653244,1.880315501764572,5.016666666666667,0.8063734628260135
8,pure_top_k,1.5,1.0,10,5,0.4,0.4,5.6,0.18136318819597358,0.6913936358441909,2.1727355991255815,10.026666666666667,0.7815296924114227
8,pure_top_k,1.5,1.0,30,5,0.6,0.5916666666666666,3.4,0.13312352402135724,0.6515446704674348,2.374785775171795,30.04,0.8174769684175651
8,pure_top_p,0.3,0.6,0,5,0.2,0.0,1.0,0.04715374801307912,0.0,1.0,1.0,1.0
8,pure_top_p,0.3,0.9,0,5,0.2,0.0,1.0,0.04657543413341042,0.0,1.0,1.0,1.0
8,pure_top_p,0.3,0.95,0,5,0.2,0.0,1.0,0.04666297370567914,0.0,1.0,1.0,1.0
8,pure_top_p,0.7,0.6,0,5,0.2,0.0,1.0,0.046573856286704476,0.0,1.0,1.0,1.0
