decoding_mode,outcome,formula,term,estimate,cluster_se,p_value,ci95_low,ci95_high,n_cells,n_question_clusters
pure_top_p,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_p,temperature[0.7],0.057153586075790345,0.010402980797499822,3.9301404573247995e-08,0.03676374371269069,0.07754342843889,450,50
pure_top_p,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_p,temperature[1.5],27.41390446363213,9.699246065818807,0.004707511584930391,8.403382174627268,46.42442675263699,450,50
pure_top_p,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_p,top_p[0.9],0.05749018457721843,0.010206036587328132,1.7714369144507603e-08,0.0374863528660553,0.07749401628838157,450,50
pure_top_p,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_p,top_p[0.95],0.0825114519857295,0.013522307266193256,1.0483021552494183e-09,0.056007729743990715,0.10901517422746829,450,50
pure_top_p,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.9],0.14666602085931538,0.02041659770405385,6.786649292726756e-13,0.10664948935936983,0.18668255235926093,450,50
pure_top_p,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.95],0.17293724483294542,0.025139767607606812,6.026097786586931e-12,0.12366330032203607,0.22221118934385478,450,50
pure_top_p,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.9],411.8848745970463,125.871728325976,0.0010669185285725972,165.17628707813336,658.5934621159593,450,50
pure_top_p,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.95],804.0867591670084,189.57548758956008,2.2201873682422934e-05,432.51880349147063,1175.6547148425461,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,Intercept,1.029839332780032,0.010463585060501584,0.0,1.009330706061449,1.050347959498615,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,temperature[0.7],0.061761601784904634,0.011093115742134849,2.5832922790483997e-08,0.040019094930320326,0.08350410863948894,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,temperature[1.5],131.57903685512636,43.08247436456855,0.0022572194284910634,47.13738710057201,216.0206866096807,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,top_p[0.9],0.090607301107961,0.014261594783733275,2.1082959617601947e-10,0.06265457533184378,0.11856002688407823,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,top_p[0.95],0.1581729275235202,0.0220775897264013,7.812167958375782e-13,0.11490085165977365,0.20144500338726673,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.9],0.27094752085068496,0.037078975232284976,2.725457937714658e-13,0.1982727293954064,0.3436223123059635,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.95],0.4191369932093436,0.05650138858197414,1.1874823285906154e-13,0.3083942715886743,0.529879714830013,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.9],3952.8411764108696,821.7731879402428,1.5082728682176685e-06,2342.165728047994,5563.516624773745,450,50
pure_top_p,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.95],9476.029146840036,1486.7545807623762,1.8460115957543695e-10,6561.990168545778,12390.068125134294,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,Intercept,0.9876763272562846,0.0042860317527666095,0.0,0.979275705020862,0.9960769494917072,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,temperature[0.7],-0.021954808040085858,0.004015993668154768,4.581207269007478e-08,-0.029826155629669206,-0.014083460450502511,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,temperature[1.5],-0.13770099314225553,0.016619035952423093,1.173780116806539e-16,-0.1702743036090048,-0.10512768267550628,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,top_p[0.9],-0.01695115621634021,0.0033234859411889863,3.3891027368217344e-07,-0.023465188661070627,-0.010437123771609798,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,top_p[0.95],-0.022557656512065306,0.003958709380433474,1.2105408444649953e-08,-0.030316726897714915,-0.014798586126415696,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.9],-0.028348952463693004,0.005184268190600278,4.544620010264735e-08,-0.03851011811726955,-0.018187786810116457,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.95],-0.027446656253049633,0.005820886331999522,2.4147078639038026e-06,-0.0388555934637687,-0.01603771904233057,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.9],-0.09796072359865389,0.012061170269256538,4.585950809329516e-16,-0.12160061732639671,-0.07432082987091107,450,50
pure_top_p,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.95],-0.1341065931536602,0.012829829341794476,1.423845033640023e-25,-0.15925305866357736,-0.10896012764374302,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,Intercept,0.2799999999999996,0.020789186878817225,2.395553052325729e-41,0.23925319371751783,0.32074680628248137,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,temperature[0.7],0.15599999999999983,0.03225288801376323,1.3196188578932243e-06,0.0927843394930239,0.21921566050697577,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,temperature[1.5],0.4600000000000022,0.045855991900197075,1.109274169606174e-23,0.3701222558756159,0.5498777441243885,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,top_p[0.9],0.1400000000000013,0.024631863061198727,1.3181517308676218e-08,0.09172154840005178,0.1882784515999508,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,top_p[0.95],0.1680000000000002,0.03524270712866491,1.870415672289024e-06,0.09892429402781698,0.23707570597218341,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.9],0.08799999999999927,0.04282308548516417,0.03988225426804687,0.004066752449077504,0.17193324755092104,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.95],0.07600000000000041,0.04572530641372152,0.09649286497061993,-0.013621600570893774,0.1656216005708946,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.9],-0.02400000000000206,0.04742066353298679,0.6127804969730376,-0.11694450052465616,0.06894450052465204,450,50
pure_top_p,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.95],-0.04000000000000133,0.05347059942197353,0.45441513099293956,-0.14480237486706946,0.0648023748670668,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,Intercept,0.08171942839888205,0.023453809695331125,0.000493479594822917,0.03574996139603304,0.12768889540173106,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,temperature[0.7],0.1359572352219466,0.027887797399453164,1.0872502239213323e-06,0.0812971523190184,0.1906173181248748,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,temperature[1.5],0.4295346748156269,0.047158775883891745,8.370911825198735e-20,0.3371034740831991,0.5219658755480547,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,top_p[0.9],0.10541167283440711,0.023366348642699507,6.444368544700865e-06,0.059613629494716075,0.15120971617409815,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,top_p[0.95],0.1310609234082119,0.028571312253368182,4.493357073447417e-06,0.07506115139161026,0.18706069542481354,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.9],0.07669564276088014,0.03328271673917985,0.02120196886224356,0.011461517952087635,0.14192976756967265,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,temperature[0.7]:top_p[0.95],0.08017874742919195,0.04027551529022218,0.04650765406338536,0.0012387374603564927,0.15911875739802742,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.9],0.04984945432188195,0.04604298985738175,0.2789540518305873,-0.04039480579858627,0.1400937144423502,450,50
pure_top_p,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_p,temperature[1.5]:top_p[0.95],0.06497856746824503,0.04841414941959805,0.17955059994555542,-0.02991316539416715,0.1598703003306572,450,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,Intercept,0.0037277969761741175,0.0021290123129476335,0.07995429106839515,-0.00044506715720324386,0.007900661109551479,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,temperature[0.7],-0.00016282404764915784,0.00011639484974936284,0.161844796052825,-0.000390957953157909,6.530985785959333e-05,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,temperature[1.5],-0.00023510713075091104,0.00019438671189802917,0.22647791652752486,-0.0006161050860710482,0.00014589082456922613,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,top_k[5],0.0877161904336694,0.010032600500090322,2.2676754790729145e-18,0.06805229345349237,0.10738008741384644,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,top_k[10],0.08951973152582116,0.010268536761625095,2.8349320683354076e-18,0.06939339947303597,0.10964606357860635,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,top_k[30],0.0890981981455348,0.010596734086315543,4.1677342889910025e-17,0.06832859933635634,0.10986779695471326,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[5],0.14669853038875802,0.010327008245843747,8.490524701727413e-46,0.12645759422690428,0.16693946655061176,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[10],0.1656210587829598,0.012477175998683377,3.2795743069651e-40,0.14116579382554037,0.19007632374037922,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[30],0.16767143069304472,0.012951573753000078,2.4743020241712447e-38,0.14228634613716457,0.19305651524892486,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[5],0.43255755322852546,0.0197497125435872,2.4880468091357534e-106,0.39384811664309455,0.47126698981395637,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[10],0.5245671723450689,0.024140917272839377,1.0825312093685279e-104,0.47725097449030374,0.571883370199834,600,50
pure_top_k,mean_token_entropy_nats,mean_token_entropy_nats ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[30],0.6520454760406302,0.03547453576866835,1.8766207347257312e-75,0.5825153859340403,0.7215755661472202,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,Intercept,1.0053780742166816,0.003071515509161179,0.0,0.9993579038187257,1.0113982446146375,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,temperature[0.7],-0.00023490544633792809,0.00016792227292727777,0.16184479661530154,-0.0005640331012753925,9.422220859953633e-05,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,temperature[1.5],-0.0003391878919808049,0.00028044074565444034,0.22647791665915762,-0.0008888517534635079,0.00021047596950189815,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,top_k[5],0.12034640028342397,0.014950287714132282,8.294873986819965e-16,0.0910438363637247,0.14964896420312324,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,top_k[10],0.12443565860746986,0.015480447134719515,9.113274757774508e-16,0.09409398222341961,0.1547773349915201,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,top_k[30],0.12357071757359683,0.01606296176128418,1.438398017505539e-14,0.09208731252147984,0.15505412262571383,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[5],0.24299186988573024,0.02009005037218061,1.1205800194321681e-33,0.20361537115625625,0.28236836861520426,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[10],0.2946862929642582,0.026602694044518975,1.616563200279164e-28,0.242545012637001,0.34682757329151537,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[30],0.3203815514891335,0.03284748823942002,1.7802467376874705e-22,0.2560004745398703,0.3847626284383967,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[5],0.794725443425265,0.0448837370931889,3.748443576766277e-70,0.7067533187226147,0.8826975681279152,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[10],1.1479653694366292,0.07383897893781616,1.6706100778455578e-54,1.0032409707185095,1.292689768154749,600,50
pure_top_k,mean_effective_support_size,mean_effective_support_size ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[30],1.9465830690790233,0.18268303668018038,1.64320660937135e-26,1.5885243171858698,2.304641820972177,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,Intercept,1.0053780741961789,0.0030715154974387446,0.0,0.9993579038211989,1.011398244571159,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,temperature[0.7],-0.00023490544545328416,0.00016792227203938354,0.1618447959769183,-0.0005640330986504758,9.422220774390756e-05,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,temperature[1.5],-0.00033918789065984315,0.00028044074440196744,0.2264779163937084,-0.0008888517496876993,0.000210475968368013,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,top_k[5],4.0427288865139595,0.009932760355200864,0.0,4.023260676217766,4.062197096810153,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,top_k[10],9.17562148714855,0.02927484102951322,0.0,9.118242798730705,9.233000175566396,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,top_k[30],29.435911692859847,0.0648262862502065,0.0,29.30885217180944,29.562971213910252,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[5],0.007336709039155755,0.005282837802112516,0.16489910847621586,-0.003017653052984775,0.017691071131296286,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[10],-4.3572931557246675e-05,0.009008632256384078,0.9961408088583651,-0.01770049215407004,0.017613346290955546,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[30],0.03967256202332187,0.01832295250956109,0.030373603754382736,0.003759575104582129,0.0755855489420616,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[5],0.007854511909870259,0.006613776358512337,0.2349915678766417,-0.005108489752813921,0.020817513572554437,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[10],-0.011904114315371401,0.013141481336763152,0.3650191414800903,-0.03766141773542718,0.013853189104684376,600,50
pure_top_k,mean_retained_support_size,mean_retained_support_size ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[30],-0.03010186635695289,0.03659890646539408,0.4108037995447628,-0.10183572302912527,0.0416319903152195,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,Intercept,0.9973109629019098,0.001535757748719635,0.0,0.9943008777144193,1.0003210480894003,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,temperature[0.7],0.00011745272271101916,8.396113601218741e-05,0.16184479599522592,-4.711110387286817e-05,0.0002820165492949065,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,temperature[1.5],0.00016959394533234628,0.0001402203722037834,0.2264779163963411,-0.00010523798418706916,0.0004444258748517617,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,top_k[5],-0.03313385400448686,0.004840332102712393,7.627957982688544e-12,-0.04262090492580315,-0.02364680308317057,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,top_k[10],-0.03403184190456149,0.00503086673697133,1.3367052004163269e-11,-0.04389234070902529,-0.024171343100097685,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,top_k[30],-0.033449078164683066,0.005126093119583512,6.78847545451734e-11,-0.04349622067906675,-0.023401935650299382,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[5],-0.05455954794179635,0.004031344430798323,9.873614176861003e-42,-0.062460983026161064,-0.046658112857431634,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[10],-0.059709798245513354,0.004754423993237587,3.557447185719279e-36,-0.06902846927225903,-0.050391127218767685,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[30],-0.0589792158627077,0.004606585982473889,1.5725517325068783e-37,-0.06800812438835652,-0.04995030733705887,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[5],-0.16204031256037776,0.008394723868604693,5.10364195074248e-83,-0.17849397134284295,-0.14558665377791258,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[10],-0.17009282509141538,0.008362397033641115,5.66991861423724e-92,-0.18648312327735195,-0.1537025269054788,600,50
pure_top_k,mean_max_token_probability,mean_max_token_probability ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[30],-0.18893563410941344,0.010146376712574356,2.1714012859495775e-77,-0.20882253246605917,-0.16904873575276771,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,Intercept,0.2160000000000027,0.007823401355808212,8.56340127287168e-168,0.2006661333426186,0.23133386665738678,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,temperature[0.7],0.003999999999996206,0.004037241598892167,0.32179522280901307,-0.003912993533832442,0.011912993533824854,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,temperature[1.5],0.0039999999999954725,0.004037241598895324,0.32179522280948025,-0.003912993533839363,0.011912993533830308,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,top_k[5],0.2679999999999968,0.04103031660207394,6.500317187077874e-11,0.1875805794599319,0.3484194205400617,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,top_k[10],0.27199999999999736,0.039438823472438135,5.3202900362351994e-12,0.1946999059940186,0.3493000940059761,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,top_k[30],0.25599999999999823,0.039556727542574804,9.68946010068699e-11,0.17846881401655162,0.33353118598344483,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[5],0.22000000000000394,0.03659060934083855,1.8271583440029323e-09,0.14828240569196038,0.2917175943080475,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[10],0.20000000000000356,0.03313169612013101,1.5747754839515505e-09,0.1350618756045468,0.26493812439546033,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[30],0.22800000000000403,0.03826153450800251,2.5380574746665393e-09,0.15300739236431912,0.3029926076356889,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[5],0.3480000000000045,0.04230758108737651,1.944169223051807e-16,0.2650771410687465,0.4309228589312624,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[10],0.38000000000000533,0.036590609340840005,2.8962781371792886e-25,0.3082824056919589,0.45171759430805175,600,50
pure_top_k,unique_answer_rate,unique_answer_rate ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[30],0.40400000000000547,0.03759499790973263,6.1813561532637504e-27,0.3303138040969295,0.4776861959030814,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,Intercept,0.022192982456142617,0.011667524634678662,0.057156022891727304,-0.0006753658278275607,0.045061330740112794,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,temperature[0.7],-9.469325487893726e-05,0.0035104148758979712,0.9784797162349885,-0.006975106411638961,0.006785719901881086,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,temperature[1.5],0.003440862331019222,0.0020102121969114584,0.08695360922376906,-0.0004991535749272365,0.00738087823696568,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,top_k[5],0.19902595573659143,0.032547332248297055,9.65752143648579e-10,0.13523318452992922,0.26281872694325364,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,top_k[10],0.20972070481761007,0.03197257486894639,5.402700545628544e-11,0.14705445807447515,0.272386951560745,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,top_k[30],0.214183490092958,0.035945920634773934,2.545756937605241e-09,0.14372948564880111,0.2846374945371149,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[5],0.23377604081955766,0.03342158539771013,2.657092986261361e-12,0.1682697334400458,0.2992823481990695,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[10],0.2240554024628569,0.03052146410221782,2.1214220790478237e-13,0.16423333282251,0.28387747210320385,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,temperature[0.7]:top_k[30],0.19319481923879767,0.03126062424602457,6.404757239589913e-10,0.13192399571658953,0.2544656427610058,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[5],0.39090241299649153,0.03706672728191093,5.305605577483776e-26,0.3182516275239461,0.463553198469037,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[10],0.43632930828892186,0.031388719881287774,6.260969880882399e-44,0.37480741732159784,0.4978511992562459,600,50
pure_top_k,pairwise_token_jaccard_distance,pairwise_token_jaccard_distance ~ categorical temperature * categorical top_k,temperature[1.5]:top_k[30],0.45551140253049593,0.0379567871397869,3.51924410326572e-33,0.3811160997365136,0.5299067053244783,600,50
