decoding_mode,dimension,reference_value,comparison_value,metric,mean_paired_difference,ci95_low,ci95_high,ci_excludes_zero,n_prompts
pure_top_k,top_k,10.0,25.0,trigram_repetition_rate,2.176323626841995e-05,-0.0001052425229196527,0.0001487689954564926,False,50
pure_top_k,top_k,10.0,25.0,model_generation_latency_seconds,0.0037095625245198794,-0.004017752979026517,0.011436878028066276,False,50
pure_top_k,top_k,10.0,25.0,tokens_per_second,0.06877038091860613,-0.0777398133592721,0.21528057519648436,False,50
pure_top_k,top_k,10.0,25.0,word_length,0.08447999999999985,-0.1366478988111633,0.305607898811163,False,50
pure_top_k,top_k,10.0,25.0,stopped_early_on_eos,-0.006399999999999996,-0.014562948486913285,0.001762948486913293,False,50
pure_top_k,top_k,10.0,25.0,unique_answer_rate,0.005279999999999994,-0.00510751546039765,0.015667515460397637,False,50
pure_top_k,top_k,10.0,25.0,pairwise_token_jaccard_distance,0.008375240598067811,-0.0013740305781582626,0.018124511774293885,False,50
pure_top_k,top_k,10.0,25.0,corpus_distinct_1,0.008124486419766605,0.0010189381356447546,0.015230034703888456,True,50
pure_top_k,top_k,10.0,25.0,corpus_distinct_2,0.028451527582929004,0.008072754640133493,0.04883030052572451,True,50
pure_top_k,top_k,10.0,30.0,correctness,-0.0010399999999999893,-0.008756824383125476,0.006676824383125496,False,50
pure_top_k,top_k,10.0,30.0,strict_accuracy,-0.0015999999999999975,-0.0098363797872609,0.006636379787260905,False,50
pure_top_k,top_k,10.0,30.0,informativeness,-0.0038400000000000114,-0.008295911237895129,0.0006159112378951062,False,50
pure_top_k,top_k,10.0,30.0,within_answer_distinct_1,0.00021208068599631424,-0.0008178540658058852,0.0012420154377985135,False,50
pure_top_k,top_k,10.0,30.0,within_answer_distinct_2,0.0004235643428786741,-0.005169615779910731,0.006016744465668079,False,50
pure_top_k,top_k,10.0,30.0,trigram_repetition_rate,5.502631169972098e-05,-9.818958239520017e-05,0.00020824220579464213,False,50
pure_top_k,top_k,10.0,30.0,model_generation_latency_seconds,0.0036016061258688625,-0.0020493526605395726,0.009252564912277297,False,50
pure_top_k,top_k,10.0,30.0,tokens_per_second,0.04624434682360402,-0.029214232901053287,0.12170292654826131,False,50
pure_top_k,top_k,10.0,30.0,word_length,0.007519999999999833,-0.15512461533244817,0.17016461533244784,False,50
pure_top_k,top_k,10.0,30.0,stopped_early_on_eos,-0.008640000000000004,-0.016267060204298904,-0.0010129397957011014,True,50
pure_top_k,top_k,10.0,30.0,unique_answer_rate,0.0035199999999999975,-0.005419368246134624,0.012459368246134618,False,50
pure_top_k,top_k,10.0,30.0,pairwise_token_jaccard_distance,0.01000705396385408,0.001643485228791335,0.018370622698916823,True,50
pure_top_k,top_k,10.0,30.0,corpus_distinct_1,0.0017256921153293771,-0.008560098573267075,0.012011482803925829,False,50
pure_top_k,top_k,10.0,30.0,corpus_distinct_2,0.012413788984965179,-0.002458170157444598,0.027285748127374956,False,50
pure_top_p,temperature,0.1,0.3,correctness,-0.0037999999999999944,-0.020736088804679777,0.013136088804679789,False,50
pure_top_p,temperature,0.1,0.3,strict_accuracy,-0.0062,-0.026328007949124023,0.013928007949124022,False,50
pure_top_p,temperature,0.1,0.3,informativeness,0.004349999999999997,-0.007318653564143557,0.016018653564143552,False,50
pure_top_p,temperature,0.1,0.3,within_answer_distinct_1,-0.0005514176078725819,-0.0032593264429959003,0.0021564912272507364,False,50
pure_top_p,temperature,0.1,0.3,within_answer_distinct_2,0.002310652813603259,-0.008727901728618358,0.013349207355824877,False,50
pure_top_p,temperature,0.1,0.3,trigram_repetition_rate,1.736111111111108e-05,-8.009977348583111e-06,4.273219957080527e-05,False,50
pure_top_p,temperature,0.1,0.3,model_generation_latency_seconds,0.0027710682692937538,-0.0086024993588521,0.014144635897439608,False,50
pure_top_p,temperature,0.1,0.3,tokens_per_second,-0.16909289220128798,-0.26793418622008425,-0.0702515981824917,True,50
pure_top_p,temperature,0.1,0.3,word_length,0.061800000000000174,-0.32607982312051226,0.44967982312051263,False,50
pure_top_p,temperature,0.1,0.3,stopped_early_on_eos,0.013400000000000002,-0.007766296227729584,0.03456629622772959,False,50
pure_top_p,temperature,0.1,0.3,unique_answer_rate,0.10300000000000001,0.06507989451491467,0.14092010548508535,True,50
pure_top_p,temperature,0.1,0.3,pairwise_token_jaccard_distance,0.10899807258598176,0.07331910182001097,0.14467704335195256,True,50
pure_top_p,temperature,0.1,0.3,corpus_distinct_1,0.0222793854606687,0.014769367050192404,0.029789403871144995,True,50
pure_top_p,temperature,0.1,0.3,corpus_distinct_2,0.04038403601753515,0.02671459547682932,0.054053476558240984,True,50
pure_top_p,temperature,0.1,0.7,correctness,-0.0014999999999999946,-0.03707570519329167,0.03407570519329168,False,50
pure_top_p,temperature,0.1,0.7,strict_accuracy,-0.0029999999999999983,-0.04630596263795551,0.040305962637955516,False,50
pure_top_p,temperature,0.1,0.7,informativeness,0.014600000000000002,-0.009857306801853712,0.039057306801853715,False,50
pure_top_p,temperature,0.1,0.7,within_answer_distinct_1,-0.003302370173318723,-0.009825764980587601,0.0032210246339501565,False,50
pure_top_p,temperature,0.1,0.7,within_answer_distinct_2,0.007296457310072795,-0.02149502319059872,0.03608793781074431,False,50
pure_top_p,temperature,0.1,0.7,trigram_repetition_rate,0.00010046851676867522,7.711835983318507e-06,0.00019322519755403194,True,50
pure_top_p,temperature,0.1,0.7,model_generation_latency_seconds,0.009590314546274023,-0.01764905837574906,0.0368296874682971,False,50
pure_top_p,temperature,0.1,0.7,tokens_per_second,-0.036392654262472915,-0.16658797227581568,0.09380266375086983,False,50
pure_top_p,temperature,0.1,0.7,word_length,0.35680000000000006,-0.5818723340889513,1.2954723340889516,False,50
pure_top_p,temperature,0.1,0.7,stopped_early_on_eos,0.026000000000000002,-0.014718585437119486,0.06671858543711949,False,50
pure_top_p,temperature,0.1,0.7,unique_answer_rate,0.3102,0.2350107663026148,0.38538923369738515,True,50
pure_top_p,temperature,0.1,0.7,pairwise_token_jaccard_distance,0.27918848204567853,0.21877566737212667,0.3396012967192304,True,50
pure_top_p,temperature,0.1,0.7,corpus_distinct_1,0.06784762419026641,0.050152567750019444,0.08554268063051337,True,50
pure_top_p,temperature,0.1,0.7,corpus_distinct_2,0.1357421977595514,0.10336149534486208,0.16812290017424072,True,50
pure_top_p,temperature,0.1,1.0,correctness,-0.001900000000000005,-0.04403408330556154,0.04023408330556153,False,50
pure_top_p,temperature,0.1,1.0,strict_accuracy,-0.0072,-0.055955518087699566,0.04155551808769957,False,50
pure_top_p,temperature,0.1,1.0,informativeness,0.018899999999999997,-0.007392119275554797,0.04519211927555479,False,50
pure_top_p,temperature,0.1,1.0,within_answer_distinct_1,-0.005557455327868606,-0.012320736282260126,0.001205825626522914,False,50
pure_top_p,temperature,0.1,1.0,within_answer_distinct_2,0.004855784687956579,-0.023964719193490105,0.03367628856940326,False,50
pure_top_p,temperature,0.1,1.0,trigram_repetition_rate,0.00019205087451351,5.2789082086444655e-05,0.00033131266694057536,True,50
pure_top_p,temperature,0.1,1.0,model_generation_latency_seconds,0.019558330015279353,-0.01200600185610684,0.051122661886665546,False,50
pure_top_p,temperature,0.1,1.0,tokens_per_second,0.011482536009071821,-0.08446396731785855,0.10742903933600217,False,50
pure_top_p,temperature,0.1,1.0,word_length,0.5854,-0.49176144985605574,1.6625614498560557,False,50
pure_top_p,temperature,0.1,1.0,stopped_early_on_eos,0.022,-0.020563684051078092,0.0645636840510781,False,50
pure_top_p,temperature,0.1,1.0,unique_answer_rate,0.4364,0.34878234917552287,0.5240176508244772,True,50
pure_top_p,temperature,0.1,1.0,pairwise_token_jaccard_distance,0.36711146081931983,0.2989418331614715,0.4352810884771682,True,50
pure_top_p,temperature,0.1,1.0,corpus_distinct_1,0.10576662236098375,0.08206043341599326,0.12947281130597424,True,50
pure_top_p,temperature,0.1,1.0,corpus_distinct_2,0.2190436610344516,0.1769665020195889,0.2611208200493143,True,50
pure_top_p,temperature,0.1,1.5,correctness,0.008000000000000012,-0.04905751484248151,0.06505751484248154,False,50
pure_top_p,temperature,0.1,1.5,strict_accuracy,-0.047,-0.11293093355929369,0.01893093355929369,False,50
pure_top_p,temperature,0.1,1.5,informativeness,-0.031000000000000007,-0.07717135475595233,0.015171354755952306,False,50
pure_top_p,temperature,0.1,1.5,within_answer_distinct_1,-0.004282593116891637,-0.013337408562214513,0.0047722223284312375,False,50
pure_top_p,temperature,0.1,1.5,within_answer_distinct_2,0.016259573619314814,-0.025423138527638757,0.057942285766268385,False,50
pure_top_p,temperature,0.1,1.5,trigram_repetition_rate,0.0006673634411210884,0.0003667119660270612,0.0009680149162151155,True,50
pure_top_p,temperature,0.1,1.5,model_generation_latency_seconds,0.09458604638013059,0.042290612427895946,0.14688148033236523,True,50
pure_top_p,temperature,0.1,1.5,tokens_per_second,-0.00018853171135560843,-0.09585833512800514,0.09548127170529393,False,50
pure_top_p,temperature,0.1,1.5,word_length,1.1421999999999999,-0.5721349146954922,2.8565349146954917,False,50
pure_top_p,temperature,0.1,1.5,stopped_early_on_eos,-0.044800000000000006,-0.09821836448263838,0.008618364482638356,False,50
pure_top_p,temperature,0.1,1.5,unique_answer_rate,0.636,0.5487208066031772,0.7232791933968228,True,50
pure_top_p,temperature,0.1,1.5,pairwise_token_jaccard_distance,0.5670022364804764,0.4953926187136133,0.6386118542473396,True,50
pure_top_p,temperature,0.1,1.5,corpus_distinct_1,0.2901570036244586,0.2397360599704934,0.34057794727842383,True,50
pure_top_p,temperature,0.1,1.5,corpus_distinct_2,0.47427117390477697,0.4153042076944117,0.5332381401151423,True,50
pure_top_p,top_p,0.6,0.8,correctness,-0.004880000000000003,-0.018956916389607493,0.009196916389607488,False,50
pure_top_p,top_p,0.6,0.8,strict_accuracy,-0.01072,-0.028810603899262176,0.007370603899262175,False,50
pure_top_p,top_p,0.6,0.8,informativeness,-0.0015199999999999968,-0.010118186822813282,0.007078186822813288,False,50
pure_top_p,top_p,0.6,0.8,within_answer_distinct_1,-0.0013119349816975556,-0.0029927136837926095,0.0003688437203974986,False,50
pure_top_p,top_p,0.6,0.8,within_answer_distinct_2,0.0007301720778844289,-0.0061420672872196675,0.007602411442988526,False,50
pure_top_p,top_p,0.6,0.8,trigram_repetition_rate,5.6248517953781e-05,-6.713040741335722e-05,0.00017962744332091922,False,50
pure_top_p,top_p,0.6,0.8,model_generation_latency_seconds,0.011164323396198446,0.0022358319582815606,0.020092814834115333,True,50
pure_top_p,top_p,0.6,0.8,tokens_per_second,0.06295140082528121,-0.07945233463447814,0.20535513628504054,False,50
pure_top_p,top_p,0.6,0.8,word_length,0.2611199999999998,0.020476951168249713,0.5017630488317499,True,50
pure_top_p,top_p,0.6,0.8,stopped_early_on_eos,0.0033600000000000045,-0.011046456863503942,0.01776645686350395,False,50
pure_top_p,top_p,0.6,0.8,unique_answer_rate,0.1152,0.09540671305720043,0.13499328694279955,True,50
pure_top_p,top_p,0.6,0.8,pairwise_token_jaccard_distance,0.09640410129436566,0.08094340135590603,0.1118648012328253,True,50
pure_top_p,top_p,0.6,0.8,corpus_distinct_1,0.03893374913647993,0.03170554912296445,0.046161949149995406,True,50
pure_top_p,top_p,0.6,0.8,corpus_distinct_2,0.07315935273628324,0.06319018621574124,0.08312851925682524,True,50
pure_top_p,top_p,0.6,0.9,correctness,-0.00047999999999999334,-0.018040285665102372,0.017080285665102383,False,50
pure_top_p,top_p,0.6,0.9,strict_accuracy,-0.014080000000000004,-0.03460778824520557,0.006447788245205562,False,50
pure_top_p,top_p,0.6,0.9,informativeness,-0.0023999999999999976,-0.01405445974723839,0.009254459747238394,False,50
pure_top_p,top_p,0.6,0.9,within_answer_distinct_1,-0.0014914342695710103,-0.0035883380276924217,0.0006054694885504011,False,50
pure_top_p,top_p,0.6,0.9,within_answer_distinct_2,0.001639427203529013,-0.00808499828246525,0.011363852689523278,False,50
pure_top_p,top_p,0.6,0.9,trigram_repetition_rate,0.00012171152042295023,-1.8895482879656116e-05,0.00026231852372555657,False,50
pure_top_p,top_p,0.6,0.9,model_generation_latency_seconds,0.021293090705722575,0.010335709346360786,0.032250472065084364,True,50
pure_top_p,top_p,0.6,0.9,tokens_per_second,0.014768930623567798,-0.10601442207108176,0.13555228331821736,False,50
pure_top_p,top_p,0.6,0.9,word_length,0.3180800000000001,-0.03790260417363084,0.6740626041736311,False,50
pure_top_p,top_p,0.6,0.9,stopped_early_on_eos,-0.0060799999999999995,-0.022142908648186976,0.009982908648186978,False,50
pure_top_p,top_p,0.6,0.9,unique_answer_rate,0.16783999999999996,0.14482792714769047,0.19085207285230946,True,50
pure_top_p,top_p,0.6,0.9,pairwise_token_jaccard_distance,0.13697882262574076,0.12023491369029538,0.15372273156118615,True,50
pure_top_p,top_p,0.6,0.9,corpus_distinct_1,0.06652982428016654,0.05371587580471803,0.07934377275561505,True,50
pure_top_p,top_p,0.6,0.9,corpus_distinct_2,0.11020447948624562,0.09784243218316661,0.12256652678932463,True,50
pure_top_p,top_p,0.6,0.95,correctness,0.0016800000000000057,-0.01597638705511407,0.01933638705511408,False,50
pure_top_p,top_p,0.6,0.95,strict_accuracy,-0.012640000000000002,-0.034177061251712125,0.008897061251712121,False,50
pure_top_p,top_p,0.6,0.95,informativeness,-0.0035999999999999947,-0.01502235282242673,0.007822352822426739,False,50
pure_top_p,top_p,0.6,0.95,within_answer_distinct_1,-0.0010719884571912196,-0.003319859056793388,0.0011758821424109485,False,50
pure_top_p,top_p,0.6,0.95,within_answer_distinct_2,0.005241814874240444,-0.006102158558203616,0.016585788306684505,False,50
pure_top_p,top_p,0.6,0.95,trigram_repetition_rate,0.00018713557081762402,-8.846530001803095e-07,0.0003751557946354284,False,50
pure_top_p,top_p,0.6,0.95,model_generation_latency_seconds,0.029427010748609907,0.017796678907629402,0.041057342589590415,True,50
pure_top_p,top_p,0.6,0.95,tokens_per_second,-0.09064096120047538,-0.22316135715408325,0.041879434753132494,False,50
pure_top_p,top_p,0.6,0.95,word_length,0.39936000000000016,0.014436001497230788,0.7842839985027695,True,50
pure_top_p,top_p,0.6,0.95,stopped_early_on_eos,-0.010399999999999996,-0.025745226228374732,0.00494522622837474,False,50
pure_top_p,top_p,0.6,0.95,unique_answer_rate,0.19664,0.17033705812347222,0.2229429418765278,True,50
pure_top_p,top_p,0.6,0.95,pairwise_token_jaccard_distance,0.15864738620693764,0.13952892481374254,0.17776584760013273,True,50
pure_top_p,top_p,0.6,0.95,corpus_distinct_1,0.09156253675643843,0.07722554837113808,0.10589952514173877,True,50
pure_top_p,top_p,0.6,0.95,corpus_distinct_2,0.1503861367775449,0.13629427773526662,0.16447799581982317,True,50
