decoding_mode,temperature,top_p,top_k,metric,mean,ci95_low,ci95_high,n_prompts
pure_top_k,0.1,1.0,25,within_answer_distinct_2,0.7962851535719183,0.6855088190371134,0.9070614881067233,50
pure_top_k,0.1,1.0,25,trigram_repetition_rate,0.0,0.0,0.0,50
pure_top_k,0.1,1.0,25,model_generation_latency_seconds,0.3982805429194123,0.3039928242014858,0.49256826163733874,50
pure_top_k,0.1,1.0,25,tokens_per_second,41.196448882088035,40.519599967722215,41.873297796453855,50
pure_top_k,0.1,1.0,25,word_length,11.344000000000001,8.43492725591126,14.253072744088742,50
pure_top_k,0.1,1.0,25,stopped_early_on_eos,0.9128000000000001,0.8404341313601502,0.9851658686398499,50
pure_top_k,0.1,1.0,25,unique_answer_rate,0.0968,0.07095832079759522,0.12264167920240478,50
pure_top_k,0.1,1.0,25,pairwise_token_jaccard_distance,0.09536353427807008,0.05366018840104062,0.13706688015509955,50
pure_top_k,0.1,1.0,25,corpus_distinct_1,0.06660128913425907,0.046489549019156765,0.08671302924936138,50
pure_top_k,0.1,1.0,25,corpus_distinct_2,0.1127143963966529,0.05061797255581628,0.1748108202374895,42
pure_top_k,0.1,1.0,30,correctness,0.43799999999999994,0.3250284141918862,0.5509715858081137,50
pure_top_k,0.1,1.0,30,strict_accuracy,0.3,0.17775570688167075,0.42224429311832923,50
pure_top_k,0.1,1.0,30,informativeness,0.3268,0.2620250636125361,0.3915749363874639,50
pure_top_k,0.1,1.0,30,within_answer_distinct_1,0.9804296038709301,0.9694198688879296,0.9914393388539307,50
pure_top_k,0.1,1.0,30,within_answer_distinct_2,0.7984933566433567,0.6896227913782021,0.9073639219085113,50
pure_top_k,0.1,1.0,30,trigram_repetition_rate,0.0,0.0,0.0,50
pure_top_k,0.1,1.0,30,model_generation_latency_seconds,0.3988687959831207,0.30524844413918983,0.49248914782705155,50
pure_top_k,0.1,1.0,30,tokens_per_second,41.028091468545284,40.326530062432674,41.729652874657894,50
pure_top_k,0.1,1.0,30,word_length,11.332,8.44284955434993,14.221150445650071,50
pure_top_k,0.1,1.0,30,stopped_early_on_eos,0.9208,0.8536190426980979,0.987980957301902,50
pure_top_k,0.1,1.0,30,unique_answer_rate,0.1,0.07111789481357011,0.1288821051864299,50
pure_top_k,0.1,1.0,30,pairwise_token_jaccard_distance,0.10715433899184673,0.0616420796362209,0.15266659834747257,50
pure_top_k,0.1,1.0,30,corpus_distinct_1,0.062499572751380524,0.0483079486284087,0.07669119687435234,50
pure_top_k,0.1,1.0,30,corpus_distinct_2,0.08805844945843389,0.06040644925084586,0.11571044966602191,42
pure_top_k,0.3,1.0,10,correctness,0.4464,0.3390525718240069,0.5537474281759931,50
pure_top_k,0.3,1.0,10,strict_accuracy,0.30400000000000005,0.18849329716419055,0.41950670283580954,50
pure_top_k,0.3,1.0,10,informativeness,0.33840000000000003,0.2747238875558503,0.40207611244414976,50
pure_top_k,0.3,1.0,10,within_answer_distinct_1,0.9800916403587903,0.9712081582097379,0.9889751225078426,50
pure_top_k,0.3,1.0,10,within_answer_distinct_2,0.8054742974560998,0.7016040913409471,0.9093445035712524,50
pure_top_k,0.3,1.0,10,trigram_repetition_rate,0.0,0.0,0.0,50
pure_top_k,0.3,1.0,10,model_generation_latency_seconds,0.4006501740183681,0.31349266595904357,0.48780768207769265,50
pure_top_k,0.3,1.0,10,tokens_per_second,40.9565581269969,40.230711478938936,41.68240477505487,50
pure_top_k,0.3,1.0,10,word_length,11.3584,8.70710666592774,14.00969333407226,50
pure_top_k,0.3,1.0,10,stopped_early_on_eos,0.9391999999999999,0.8876196527347866,0.9907803472652132,50
pure_top_k,0.3,1.0,10,unique_answer_rate,0.28719999999999996,0.2097759950402977,0.3646240049597022,50
pure_top_k,0.3,1.0,10,pairwise_token_jaccard_distance,0.2528135416425559,0.18647657124543798,0.31915051203967376,50
pure_top_k,0.3,1.0,10,corpus_distinct_1,0.09381389965093918,0.0780179189478626,0.10960988035401577,50
pure_top_k,0.3,1.0,10,corpus_distinct_2,0.15556966109208342,0.12441493767018182,0.18672438451398501,43
pure_top_k,0.3,1.0,15,correctness,0.4416,0.33391772246093604,0.549282277539064,50
pure_top_k,0.3,1.0,15,strict_accuracy,0.2968,0.18096600678557268,0.41263399321442734,50
pure_top_k,0.3,1.0,15,informativeness,0.3328,0.2695546006100048,0.39604539938999517,50
pure_top_k,0.3,1.0,15,within_answer_distinct_1,0.9777891169553135,0.9677074823355117,0.9878707515751152,50
pure_top_k,0.3,1.0,15,within_answer_distinct_2,0.8001796525689607,0.6935796779626774,0.9067796271752441,50
pure_top_k,0.3,1.0,15,trigram_repetition_rate,2.666666666666664e-05,0.0,7.893333333333325e-05,50
pure_top_k,0.3,1.0,15,model_generation_latency_seconds,0.4038802148543298,0.3136742688211534,0.4940861608875062,50
pure_top_k,0.3,1.0,15,tokens_per_second,41.10643307924182,40.43305353190924,41.7798126265744,50
pure_top_k,0.3,1.0,15,word_length,11.6152,8.784036813169541,14.446363186830459,50
pure_top_k,0.3,1.0,15,stopped_early_on_eos,0.9247999999999998,0.8653390744774351,0.9842609255225646,50
pure_top_k,0.3,1.0,15,unique_answer_rate,0.28159999999999996,0.2069048161124159,0.356295183887584,50
pure_top_k,0.3,1.0,15,pairwise_token_jaccard_distance,0.2528676794164256,0.18732773098695377,0.3184076278458974,50
pure_top_k,0.3,1.0,15,corpus_distinct_1,0.0954503333758601,0.08055566748673573,0.11034499926498448,50
pure_top_k,0.3,1.0,15,corpus_distinct_2,0.1618824063708314,0.13331063235127594,0.19045418039038686,42
pure_top_k,0.3,1.0,20,correctness,0.4264,0.3188016285625103,0.5339983714374896,50
pure_top_k,0.3,1.0,20,strict_accuracy,0.29119999999999996,0.17638956535227293,0.406010434647727,50
pure_top_k,0.3,1.0,20,informativeness,0.33299999999999996,0.2710820026163636,0.3949179973836363,50
pure_top_k,0.3,1.0,20,within_answer_distinct_1,0.9798997272936681,0.9707531298840064,0.9890463247033299,50
pure_top_k,0.3,1.0,20,within_answer_distinct_2,0.8023698594192163,0.696333639707441,0.9084060791309917,50
pure_top_k,0.3,1.0,20,trigram_repetition_rate,4.7719298245613924e-05,0.0,0.0001136467172282722,50
pure_top_k,0.3,1.0,20,model_generation_latency_seconds,0.4036725940935313,0.3151560744382089,0.49218911374885366,50
pure_top_k,0.3,1.0,20,tokens_per_second,41.08593335159283,40.4344020107913,41.737464692394354,50
pure_top_k,0.3,1.0,20,word_length,11.5592,8.828022195567634,14.290377804432367,50
pure_top_k,0.3,1.0,20,stopped_early_on_eos,0.9344,0.8801864465654574,0.9886135534345426,50
pure_top_k,0.3,1.0,20,unique_answer_rate,0.28,0.2049015153282039,0.35509848467179617,50
pure_top_k,0.3,1.0,20,pairwise_token_jaccard_distance,0.25359479294048265,0.1858130433175748,0.3213765425633905,50
pure_top_k,0.3,1.0,20,corpus_distinct_1,0.0944609950069389,0.0777622532300305,0.1111597367838473,50
pure_top_k,0.3,1.0,20,corpus_distinct_2,0.16053554459200436,0.12814566158375928,0.19292542760024944,42
pure_top_k,0.3,1.0,25,correctness,0.4404,0.33259169486537693,0.5482083051346232,50
pure_top_k,0.3,1.0,25,strict_accuracy,0.29600000000000004,0.1801896170457934,0.4118103829542067,50
pure_top_k,0.3,1.0,25,informativeness,0.33620000000000005,0.2735327972221514,0.3988672027778487,50
pure_top_k,0.3,1.0,25,within_answer_distinct_1,0.9780547723326615,0.9679179752246921,0.9881915694406308,50
pure_top_k,0.3,1.0,25,within_answer_distinct_2,0.8021493177913104,0.6956932090672384,0.9086054265153823,50
pure_top_k,0.3,1.0,25,trigram_repetition_rate,0.00010871794871794856,0.0,0.0002441997227128759,50
pure_top_k,0.3,1.0,25,model_generation_latency_seconds,0.4038791831970214,0.31382125376365494,0.4939371126303878,50
pure_top_k,0.3,1.0,25,tokens_per_second,41.07119658588367,40.42806724583077,41.71432592593657,50
pure_top_k,0.3,1.0,25,word_length,11.592,8.779031759297663,14.404968240702338,50
pure_top_k,0.3,1.0,25,stopped_early_on_eos,0.9264,0.8737547577078422,0.9790452422921578,50
pure_top_k,0.3,1.0,25,unique_answer_rate,0.27999999999999997,0.2032166684755083,0.35678333152449165,50
pure_top_k,0.3,1.0,25,pairwise_token_jaccard_distance,0.24915921651107462,0.18291813548513886,0.3154002975370104,50
pure_top_k,0.3,1.0,25,corpus_distinct_1,0.08865238154441567,0.07509114060143811,0.10221362248739323,50
pure_top_k,0.3,1.0,25,corpus_distinct_2,0.14817785594100336,0.11954770357002407,0.17680800831198262,42
pure_top_k,0.3,1.0,30,correctness,0.4364,0.3280913672138735,0.5447086327861265,50
pure_top_k,0.3,1.0,30,strict_accuracy,0.2952,0.17895953861068858,0.41144046138931145,50
pure_top_k,0.3,1.0,30,informativeness,0.33380000000000004,0.271715999613427,0.39588400038657307,50
pure_top_k,0.3,1.0,30,within_answer_distinct_1,0.9780623061554337,0.9683230983782812,0.9878015139325861,50
pure_top_k,0.3,1.0,30,within_answer_distinct_2,0.8047894152226691,0.699576422457629,0.9100024079877093,50
pure_top_k,0.3,1.0,30,trigram_repetition_rate,8.376068376068361e-05,0.0,0.00021116056631652759,50
pure_top_k,0.3,1.0,30,model_generation_latency_seconds,0.4076476337190717,0.31610355594219985,0.49919171149594355,50
pure_top_k,0.3,1.0,30,tokens_per_second,40.941581139425814,40.22192884873446,41.66123343011717,50
pure_top_k,0.3,1.0,30,word_length,11.548,8.775022717727389,14.320977282272612,50
pure_top_k,0.3,1.0,30,stopped_early_on_eos,0.9256,0.867445786257572,0.983754213742428,50
pure_top_k,0.3,1.0,30,unique_answer_rate,0.2784,0.20599011603378997,0.35080988396621,50
pure_top_k,0.3,1.0,30,pairwise_token_jaccard_distance,0.251820308225867,0.18528268599689687,0.31835793045483707,50
pure_top_k,0.3,1.0,30,corpus_distinct_1,0.09261191031437126,0.07795691146514211,0.1072669091636004,50
pure_top_k,0.3,1.0,30,corpus_distinct_2,0.15411779831482902,0.1256693331139728,0.18256626351568525,42
pure_top_k,0.7,1.0,10,correctness,0.42800000000000005,0.3268459550981772,0.5291540449018229,50
pure_top_k,0.7,1.0,10,strict_accuracy,0.28240000000000004,0.17684845232778446,0.3879515476722156,50
pure_top_k,0.7,1.0,10,informativeness,0.342,0.28222934499271407,0.401770655007286,50
pure_top_k,0.7,1.0,10,within_answer_distinct_1,0.972440811160779,0.9625368784838463,0.9823447438377116,50
pure_top_k,0.7,1.0,10,within_answer_distinct_2,0.8053336462696608,0.703372757970467,0.9072945345688544,50
pure_top_k,0.7,1.0,10,trigram_repetition_rate,0.00010944690820851791,0.0,0.00028313581816952503,50
pure_top_k,0.7,1.0,10,model_generation_latency_seconds,0.41950035962797705,0.3364269207777336,0.5025737984782205,50
pure_top_k,0.7,1.0,10,tokens_per_second,41.06973829212736,40.372393795473364,41.76708278878136,50
pure_top_k,0.7,1.0,10,word_length,12.119999999999997,9.501153548601977,14.738846451398018,50
pure_top_k,0.7,1.0,10,stopped_early_on_eos,0.9303999999999999,0.8787433464498521,0.9820566535501477,50
pure_top_k,0.7,1.0,10,unique_answer_rate,0.5343999999999999,0.4348330708719003,0.6339669291280994,50
pure_top_k,0.7,1.0,10,pairwise_token_jaccard_distance,0.43659979629764906,0.36057218014234516,0.512627412452953,50
pure_top_k,0.7,1.0,10,corpus_distinct_1,0.16202170157066362,0.13155682044407763,0.1924865826972496,50
pure_top_k,0.7,1.0,10,corpus_distinct_2,0.31617565703408085,0.2583630688991365,0.3739882451690252,44
pure_top_k,0.7,1.0,15,correctness,0.4396,0.3365631043945908,0.5426368956054092,50
pure_top_k,0.7,1.0,15,strict_accuracy,0.30399999999999994,0.19557381865988266,0.4124261813401172,50
pure_top_k,0.7,1.0,15,informativeness,0.3478000000000001,0.28744381933886154,0.4081561806611387,50
pure_top_k,0.7,1.0,15,within_answer_distinct_1,0.9740643142153251,0.9646328489806429,0.9834957794500073,50
pure_top_k,0.7,1.0,15,within_answer_distinct_2,0.8035354929521253,0.7018861650760849,0.9051848208281658,50
pure_top_k,0.7,1.0,15,trigram_repetition_rate,0.00017285971685971667,0.0,0.0003768308528416018,50
pure_top_k,0.7,1.0,15,model_generation_latency_seconds,0.4267775895467028,0.34303521466769193,0.5105199644257137,50
pure_top_k,0.7,1.0,15,tokens_per_second,40.92821328892654,40.217128086041406,41.63929849181168,50
pure_top_k,0.7,1.0,15,word_length,12.201600000000001,9.606105939421939,14.797094060578063,50
pure_top_k,0.7,1.0,15,stopped_early_on_eos,0.9328,0.884526051083426,0.981073948916574,50
pure_top_k,0.7,1.0,15,unique_answer_rate,0.5392,0.4400755074464439,0.638324492553556,50
pure_top_k,0.7,1.0,15,pairwise_token_jaccard_distance,0.44270458880922553,0.3685584175040441,0.516850760114407,50
pure_top_k,0.7,1.0,15,corpus_distinct_1,0.17458325822043314,0.1444213029917396,0.20474521344912666,50
pure_top_k,0.7,1.0,15,corpus_distinct_2,0.33302621556522816,0.27547417045378303,0.3905782606766733,44
pure_top_k,0.7,1.0,20,correctness,0.4368,0.33690403619765213,0.5366959638023479,50
pure_top_k,0.7,1.0,20,strict_accuracy,0.2944,0.1885316186200998,0.4002683813799002,50
pure_top_k,0.7,1.0,20,informativeness,0.3496000000000001,0.2895102516563766,0.40968974834362354,50
pure_top_k,0.7,1.0,20,within_answer_distinct_1,0.9748882984857928,0.9661616372914041,0.9836149596801815,50
pure_top_k,0.7,1.0,20,within_answer_distinct_2,0.8027546171724379,0.7008948937443021,0.9046143406005737,50
pure_top_k,0.7,1.0,20,trigram_repetition_rate,0.00026965034965034944,9.997564838667896e-06,0.000529303134462031,50
pure_top_k,0.7,1.0,20,model_generation_latency_seconds,0.4201274754609913,0.33699883809654724,0.5032561128254354,50
pure_top_k,0.7,1.0,20,tokens_per_second,41.061415106247075,40.36695133915672,41.75587887333743,50
pure_top_k,0.7,1.0,20,word_length,12.004000000000003,9.413901986719425,14.59409801328058,50
pure_top_k,0.7,1.0,20,stopped_early_on_eos,0.9384,0.891136,0.985664,50
pure_top_k,0.7,1.0,20,unique_answer_rate,0.5392000000000001,0.44010082026575614,0.6382991797342441,50
pure_top_k,0.7,1.0,20,pairwise_token_jaccard_distance,0.43899315698011926,0.3646515334093773,0.5133347805508612,50
pure_top_k,0.7,1.0,20,corpus_distinct_1,0.17398982613581693,0.14488452195982232,0.20309513031181153,50
pure_top_k,0.7,1.0,20,corpus_distinct_2,0.35148096071345103,0.2874209531978915,0.41554096822901054,45
pure_top_k,0.7,1.0,25,correctness,0.428,0.32779285454619517,0.5282071454538049,50
pure_top_k,0.7,1.0,25,strict_accuracy,0.28800000000000003,0.18260091841007348,0.3933990815899266,50
pure_top_k,0.7,1.0,25,informativeness,0.3522,0.292119829028206,0.41228017097179404,50
pure_top_k,0.7,1.0,25,within_answer_distinct_1,0.975072768258303,0.966481345037519,0.983664191479087,50
pure_top_k,0.7,1.0,25,within_answer_distinct_2,0.8107564857525983,0.7112562908566841,0.9102566806485125,50
pure_top_k,0.7,1.0,25,trigram_repetition_rate,0.00024882539682539675,4.269247439755663e-05,0.0004549583192532369,50
pure_top_k,0.7,1.0,25,model_generation_latency_seconds,0.4200646468758583,0.33855969312431544,0.5015696006274012,50
pure_top_k,0.7,1.0,25,tokens_per_second,41.017356999350916,40.30480120817518,41.729912790526654,50
pure_top_k,0.7,1.0,25,word_length,12.183200000000001,9.615913641140903,14.7504863588591,50
pure_top_k,0.7,1.0,25,stopped_early_on_eos,0.9368000000000001,0.8877194581936997,0.9858805418063005,50
pure_top_k,0.7,1.0,25,unique_answer_rate,0.5287999999999999,0.4316684237541673,0.6259315762458326,50
pure_top_k,0.7,1.0,25,pairwise_token_jaccard_distance,0.44338545000121454,0.3684090429311968,0.5183618570712323,50
pure_top_k,0.7,1.0,25,corpus_distinct_1,0.17393148927945978,0.1430569786491242,0.20480599990979537,50
pure_top_k,0.7,1.0,25,corpus_distinct_2,0.33106754663572524,0.26802962970689703,0.39410546356455345,45
pure_top_k,0.7,1.0,30,correctness,0.43800000000000006,0.3328735161816967,0.5431264838183034,50
pure_top_k,0.7,1.0,30,strict_accuracy,0.30560000000000004,0.19477635371456148,0.4164236462854386,50
pure_top_k,0.7,1.0,30,informativeness,0.34600000000000003,0.2835807209269444,0.40841927907305564,50
pure_top_k,0.7,1.0,30,within_answer_distinct_1,0.9753096840236699,0.9662878050149463,0.9843315630323936,50
pure_top_k,0.7,1.0,30,within_answer_distinct_2,0.8037020129724177,0.700096585733203,0.9073074402116325,50
pure_top_k,0.7,1.0,30,trigram_repetition_rate,0.0005180587154780701,7.09407510678735e-06,0.0010290233558493528,50
pure_top_k,0.7,1.0,30,model_generation_latency_seconds,0.4160895507680252,0.33101923905001507,0.5011598624860353,50
pure_top_k,0.7,1.0,30,tokens_per_second,41.17822338817657,40.51367899312625,41.84276778322689,50
pure_top_k,0.7,1.0,30,word_length,11.8488,9.237919486015494,14.459680513984507,50
pure_top_k,0.7,1.0,30,stopped_early_on_eos,0.9272,0.8731287012917204,0.9812712987082797,50
pure_top_k,0.7,1.0,30,unique_answer_rate,0.5184,0.4200703783389766,0.6167296216610234,50
pure_top_k,0.7,1.0,30,pairwise_token_jaccard_distance,0.421373504354475,0.34573455592937447,0.49701245277957556,50
pure_top_k,0.7,1.0,30,corpus_distinct_1,0.14795452816651777,0.12455047800256294,0.1713585783304726,50
pure_top_k,0.7,1.0,30,corpus_distinct_2,0.29130791125065025,0.24904870847819527,0.33356711402310524,42
pure_top_k,1.0,1.0,10,correctness,0.4396,0.3418098887616953,0.5373901112383046,50
pure_top_k,1.0,1.0,10,strict_accuracy,0.2976,0.19465353810839342,0.40054646189160653,50
pure_top_k,1.0,1.0,10,informativeness,0.35300000000000004,0.29286254411766327,0.4131374558823368,50
pure_top_k,1.0,1.0,10,within_answer_distinct_1,0.9743624393075541,0.9664787596957714,0.9822461189193368,50
pure_top_k,1.0,1.0,10,within_answer_distinct_2,0.8112094111488972,0.7134662453371036,0.9089525769606909,50
pure_top_k,1.0,1.0,10,trigram_repetition_rate,0.0003162492430785112,1.6335626926566405e-05,0.0006161628592304561,50
pure_top_k,1.0,1.0,10,model_generation_latency_seconds,0.4257787481361999,0.3453900089063796,0.5061674873660202,50
pure_top_k,1.0,1.0,10,tokens_per_second,40.944214802191055,40.18855244062065,41.699877163761464,50
pure_top_k,1.0,1.0,10,word_length,12.088799999999999,9.61869715341567,14.558902846584328,50
pure_top_k,1.0,1.0,10,stopped_early_on_eos,0.9319999999999999,0.8803705510391597,0.9836294489608401,50
pure_top_k,1.0,1.0,10,unique_answer_rate,0.6352,0.5378529914994816,0.7325470085005183,50
pure_top_k,1.0,1.0,10,pairwise_token_jaccard_distance,0.524879912480286,0.45241224974773153,0.5973475752128404,50
pure_top_k,1.0,1.0,10,corpus_distinct_1,0.2243899379542451,0.19176249393986997,0.2570173819686203,50
pure_top_k,1.0,1.0,10,corpus_distinct_2,0.4414583995174169,0.3807923022120067,0.502124496822827,47
pure_top_k,1.0,1.0,15,correctness,0.442,0.34368690016076187,0.5403130998392381,50
pure_top_k,1.0,1.0,15,strict_accuracy,0.29760000000000003,0.19296154618879352,0.40223845381120654,50
pure_top_k,1.0,1.0,15,informativeness,0.34819999999999995,0.28886724021250987,0.40753275978749004,50
pure_top_k,1.0,1.0,15,within_answer_distinct_1,0.9739729764915468,0.9656735204088324,0.9822724325742612,50
pure_top_k,1.0,1.0,15,within_answer_distinct_2,0.8029474998052794,0.7032465268234805,0.9026484727870782,50
pure_top_k,1.0,1.0,15,trigram_repetition_rate,0.0006770885894614006,0.00019466019893990202,0.0011595169799828993,50
pure_top_k,1.0,1.0,15,model_generation_latency_seconds,0.42730260548125953,0.3460149872296243,0.5085902237328948,50
pure_top_k,1.0,1.0,15,tokens_per_second,41.06858342605344,40.37629670347266,41.760870148634226,50
pure_top_k,1.0,1.0,15,word_length,12.0504,9.588264171363408,14.512535828636592,50
pure_top_k,1.0,1.0,15,stopped_early_on_eos,0.9247999999999998,0.8759474538636929,0.9736525461363068,50
pure_top_k,1.0,1.0,15,unique_answer_rate,0.6312,0.5314435169826041,0.7309564830173959,50
pure_top_k,1.0,1.0,15,pairwise_token_jaccard_distance,0.5215118304920769,0.4443827516452909,0.5986409093388629,50
pure_top_k,1.0,1.0,15,corpus_distinct_1,0.22019892263981092,0.18845549217596536,0.2519423531036565,50
pure_top_k,1.0,1.0,15,corpus_distinct_2,0.43871133416633,0.3768842795785917,0.5005383887540683,46
pure_top_k,1.0,1.0,20,correctness,0.43800000000000006,0.3407839354838924,0.5352160645161077,50
pure_top_k,1.0,1.0,20,strict_accuracy,0.2952,0.192138332712885,0.39826166728711504,50
pure_top_k,1.0,1.0,20,informativeness,0.3452,0.28717783816505976,0.40322216183494025,50
pure_top_k,1.0,1.0,20,within_answer_distinct_1,0.9741836240481956,0.9661116493202446,0.9822555987761465,50
pure_top_k,1.0,1.0,20,within_answer_distinct_2,0.8073125556744353,0.7105582817241229,0.9040668296247476,50
pure_top_k,1.0,1.0,20,trigram_repetition_rate,0.00020366845797880256,0.0,0.000407555413124713,50
pure_top_k,1.0,1.0,20,model_generation_latency_seconds,0.4295275735603644,0.34964679956829237,0.5094083475524365,50
pure_top_k,1.0,1.0,20,tokens_per_second,41.14656904008387,40.46807855009532,41.825059530072416,50
pure_top_k,1.0,1.0,20,word_length,12.185599999999999,9.737301764781094,14.633898235218904,50
pure_top_k,1.0,1.0,20,stopped_early_on_eos,0.9263999999999999,0.878078262282902,0.9747217377170978,50
pure_top_k,1.0,1.0,20,unique_answer_rate,0.6304,0.5319276025680292,0.7288723974319707,50
pure_top_k,1.0,1.0,20,pairwise_token_jaccard_distance,0.5248340374390414,0.4497325204825593,0.5999355543955236,50
pure_top_k,1.0,1.0,20,corpus_distinct_1,0.20673270141419242,0.17659765520852644,0.2368677476198584,50
pure_top_k,1.0,1.0,20,corpus_distinct_2,0.42639292162951786,0.3619543518967946,0.49083149136224113,46
pure_top_k,1.0,1.0,25,correctness,0.4312,0.3334954212741286,0.5289045787258714,50
pure_top_k,1.0,1.0,25,strict_accuracy,0.2864,0.18301095640252785,0.38978904359747213,50
pure_top_k,1.0,1.0,25,informativeness,0.34320000000000006,0.2853694857017509,0.4010305142982492,50
pure_top_k,1.0,1.0,25,within_answer_distinct_1,0.9744741396896296,0.9664034569304527,0.9825448224488065,50
pure_top_k,1.0,1.0,25,within_answer_distinct_2,0.7984933067945683,0.6977158502454718,0.8992707633436648,50
pure_top_k,1.0,1.0,25,trigram_repetition_rate,0.0004229941162175041,8.15419783098186e-05,0.0007644462541251896,50
pure_top_k,1.0,1.0,25,model_generation_latency_seconds,0.42339860746525226,0.3434000111710612,0.5033972037594433,50
pure_top_k,1.0,1.0,25,tokens_per_second,41.1372520625224,40.43050643349871,41.84399769154609,50
