decoding_mode,dimension,value,metric,mean,ci95_low,ci95_high,n_prompts
pure_top_k,top_k,10.0,unique_answer_rate,0.45391999999999993,0.3825475256822351,0.5252924743177647,50
pure_top_k,top_k,10.0,pairwise_token_jaccard_distance,0.3846865207157325,0.3271849048260591,0.4421881366054059,50
pure_top_k,top_k,10.0,corpus_distinct_1,0.16489083249173375,0.14449315871565951,0.185288506267808,50
pure_top_k,top_k,10.0,corpus_distinct_2,0.348478220760345,0.2919330471593367,0.4050233943613533,48
pure_top_k,top_k,15.0,correctness,0.43904000000000004,0.338062559021532,0.540017440978468,50
pure_top_k,top_k,15.0,strict_accuracy,0.29375999999999997,0.1869976991060983,0.4005223008939016,50
pure_top_k,top_k,15.0,informativeness,0.3400000000000001,0.2808578488047654,0.3991421511952348,50
pure_top_k,top_k,15.0,within_answer_distinct_1,0.9764583709621226,0.9679744541452313,0.9849422877790139,50
pure_top_k,top_k,15.0,within_answer_distinct_2,0.8016537246497856,0.7007465731087321,0.902560876190839,50
pure_top_k,top_k,15.0,trigram_repetition_rate,0.00018923603807581758,5.0614845996222634e-05,0.0003278572301554125,50
pure_top_k,top_k,15.0,model_generation_latency_seconds,0.4196007760891319,0.3363590321710327,0.5028425200072311,50
pure_top_k,top_k,15.0,tokens_per_second,41.03349079097002,40.35705229988399,41.70992928205605,50
pure_top_k,top_k,15.0,word_length,11.882719999999999,9.338662837057814,14.426777162942184,50
pure_top_k,top_k,15.0,stopped_early_on_eos,0.9243199999999999,0.871936154820021,0.9767038451799789,50
pure_top_k,top_k,15.0,unique_answer_rate,0.4584,0.3863301103650075,0.5304698896349925,50
pure_top_k,top_k,15.0,pairwise_token_jaccard_distance,0.3891910453758335,0.32992056025575656,0.4484615304959104,50
pure_top_k,top_k,15.0,corpus_distinct_1,0.16937753710368086,0.14918800395680404,0.1895670702505577,50
pure_top_k,top_k,15.0,corpus_distinct_2,0.37118979192598217,0.30740722829432837,0.43497235555763597,48
pure_top_k,top_k,20.0,correctness,0.4372800000000001,0.3374640718249839,0.5370959281750163,50
pure_top_k,top_k,20.0,strict_accuracy,0.29312,0.187270805732684,0.398969194267316,50
pure_top_k,top_k,20.0,informativeness,0.3413999999999999,0.28294348323753793,0.3998565167624619,50
pure_top_k,top_k,20.0,within_answer_distinct_1,0.9766591047753007,0.9686942578925437,0.9846239516580577,50
pure_top_k,top_k,20.0,within_answer_distinct_2,0.8049180889114769,0.7047636318655345,0.9050725459574193,50
pure_top_k,top_k,20.0,trigram_repetition_rate,0.00017936315945244258,4.221898250023214e-05,0.000316507336404653,50
pure_top_k,top_k,20.0,model_generation_latency_seconds,0.4240975263771415,0.34239228192160853,0.5058027708326744,50
pure_top_k,top_k,20.0,tokens_per_second,41.05587008458983,40.383431514976394,41.72830865420326,50
pure_top_k,top_k,20.0,word_length,12.01856,9.525082855668865,14.512037144331137,50
pure_top_k,top_k,20.0,stopped_early_on_eos,0.9257599999999999,0.8758606828487603,0.9756593171512395,50
pure_top_k,top_k,20.0,unique_answer_rate,0.45824000000000004,0.38749565059907615,0.5289843494009239,50
pure_top_k,top_k,20.0,pairwise_token_jaccard_distance,0.3923702731278704,0.33382830741274594,0.4509122388429948,50
pure_top_k,top_k,20.0,corpus_distinct_1,0.16727100415642923,0.14896200272191826,0.1855800055909402,50
pure_top_k,top_k,20.0,corpus_distinct_2,0.3803824535773612,0.31358061773787804,0.4471842894168444,49
pure_top_k,top_k,25.0,correctness,0.43376000000000003,0.3341665771039072,0.5333534228960929,50
pure_top_k,top_k,25.0,strict_accuracy,0.28672000000000003,0.18138724453694383,0.39205275546305624,50
pure_top_k,top_k,25.0,informativeness,0.3405599999999999,0.2829673783392351,0.39815262166076476,50
pure_top_k,top_k,25.0,within_answer_distinct_1,0.9763711548308879,0.9681945103379962,0.9845477993237796,50
pure_top_k,top_k,25.0,within_answer_distinct_2,0.8027028834079831,0.7023441673236358,0.9030615994923304,50
pure_top_k,top_k,25.0,trigram_repetition_rate,0.00018955449696046484,6.350014147052732e-05,0.00031560885245040236,50
pure_top_k,top_k,25.0,model_generation_latency_seconds,0.42117299907062206,0.33920859006729975,0.5031374080739444,50
pure_top_k,top_k,25.0,tokens_per_second,41.06726744084687,40.38887921077473,41.74565567091901,50
pure_top_k,top_k,25.0,word_length,11.926080000000002,9.434343566398278,14.417816433601727,50
pure_top_k,top_k,25.0,stopped_early_on_eos,0.9244800000000001,0.8743336887833213,0.9746263112166789,50
pure_top_k,top_k,25.0,unique_answer_rate,0.4592,0.3891671245199799,0.5292328754800201,50
pure_top_k,top_k,25.0,pairwise_token_jaccard_distance,0.39306176131380033,0.33424505932824433,0.4518784632993563,50
pure_top_k,top_k,25.0,corpus_distinct_1,0.17301531891150038,0.15395164220095675,0.192078995622044,50
pure_top_k,top_k,25.0,corpus_distinct_2,0.38964546776483994,0.3205120568734174,0.4587788786562625,49
pure_top_k,top_k,30.0,correctness,0.43792000000000003,0.33735840887177654,0.5384815911282235,50
pure_top_k,top_k,30.0,strict_accuracy,0.29359999999999997,0.18705485268676003,0.4001451473132399,50
pure_top_k,top_k,30.0,informativeness,0.33868000000000004,0.27993895115134565,0.3974210488486544,50
pure_top_k,top_k,30.0,within_answer_distinct_1,0.9767575280935883,0.9683100813394127,0.9852049748477639,50
pure_top_k,top_k,30.0,within_answer_distinct_2,0.8037412934889053,0.7037880215248853,0.9036945654529254,50
pure_top_k,top_k,30.0,trigram_repetition_rate,0.00022281757239176584,6.751172902803493e-05,0.0003781234157554967,50
pure_top_k,top_k,30.0,model_generation_latency_seconds,0.42106504267197103,0.3377000558136042,0.5044300295303379,50
pure_top_k,top_k,30.0,tokens_per_second,41.044741406751875,40.36899410579843,41.72048870770532,50
pure_top_k,top_k,30.0,word_length,11.849120000000001,9.325345091858026,14.372894908141976,50
pure_top_k,top_k,30.0,stopped_early_on_eos,0.92224,0.8706615204939113,0.9738184795060886,50
pure_top_k,top_k,30.0,unique_answer_rate,0.45744,0.3869676063854789,0.5279123936145211,50
pure_top_k,top_k,30.0,pairwise_token_jaccard_distance,0.3946935746795867,0.33562782671523855,0.45375932264393487,50
pure_top_k,top_k,30.0,corpus_distinct_1,0.16661652460706317,0.1494059327568714,0.18382711645725494,50
pure_top_k,top_k,30.0,corpus_distinct_2,0.3739350299545897,0.3113855537193824,0.436484506189797,49
pure_top_p,temperature,0.1,correctness,0.4386,0.3234038892323182,0.5537961107676818,50
pure_top_p,temperature,0.1,strict_accuracy,0.30139999999999995,0.17741214278809392,0.425387857211906,50
pure_top_p,temperature,0.1,informativeness,0.32435,0.2592449105215268,0.38945508947847324,50
pure_top_p,temperature,0.1,within_answer_distinct_1,0.9805892687036029,0.9695170726432047,0.991661464764001,50
pure_top_p,temperature,0.1,within_answer_distinct_2,0.7963520303864934,0.6855650696365269,0.9071389911364599,50
pure_top_p,temperature,0.1,trigram_repetition_rate,0.0,0.0,0.0,50
pure_top_p,temperature,0.1,model_generation_latency_seconds,0.39996128978482454,0.30529085637199227,0.4946317231976568,50
pure_top_p,temperature,0.1,tokens_per_second,40.879091041487136,40.204686124989735,41.55349595798454,50
pure_top_p,temperature,0.1,word_length,11.3002,8.397614739087928,14.202785260912073,50
pure_top_p,temperature,0.1,stopped_early_on_eos,0.9134,0.8402999200000438,0.9865000799999561,50
pure_top_p,temperature,0.1,unique_answer_rate,0.0692,0.05309729761810149,0.08530270238189851,50
pure_top_p,temperature,0.1,pairwise_token_jaccard_distance,0.06374982376405419,0.030607198480210616,0.09689244904789776,50
pure_top_p,temperature,0.1,corpus_distinct_1,0.04609451681926109,0.04238056328741902,0.04980847035110316,50
pure_top_p,temperature,0.1,corpus_distinct_2,0.06364495839419693,0.04699094583475568,0.08029897095363817,42
pure_top_p,temperature,0.3,correctness,0.4348,0.32445088100034514,0.5451491189996549,50
pure_top_p,temperature,0.3,strict_accuracy,0.2952,0.17683152419668488,0.4135684758033151,50
pure_top_p,temperature,0.3,informativeness,0.3287,0.2657313927103354,0.39166860728966457,50
pure_top_p,temperature,0.3,within_answer_distinct_1,0.9800378510957302,0.970074445978647,0.9900012562128133,50
pure_top_p,temperature,0.3,within_answer_distinct_2,0.7986626832000965,0.690831821698915,0.906493544701278,50
pure_top_p,temperature,0.3,trigram_repetition_rate,1.736111111111108e-05,0.0,4.273219957080527e-05,50
pure_top_p,temperature,0.3,model_generation_latency_seconds,0.4027323580541182,0.3110419687571978,0.49442274735103864,50
pure_top_p,temperature,0.3,tokens_per_second,40.709998149285845,40.017605175802885,41.402391122768805,50
pure_top_p,temperature,0.3,word_length,11.362,8.563979067412111,14.160020932587889,50
pure_top_p,temperature,0.3,stopped_early_on_eos,0.9268000000000001,0.8679668360191295,0.9856331639808706,50
pure_top_p,temperature,0.3,unique_answer_rate,0.1722,0.1222616565753328,0.22213834342466718,50
pure_top_p,temperature,0.3,pairwise_token_jaccard_distance,0.17274789635003596,0.11939838467359003,0.22609740802648187,50
pure_top_p,temperature,0.3,corpus_distinct_1,0.0683739022799298,0.05916463799911616,0.07758316656074345,50
pure_top_p,temperature,0.3,corpus_distinct_2,0.1040289944117321,0.08420865124928521,0.123849337574179,42
pure_top_p,temperature,0.7,correctness,0.43709999999999993,0.3324507388654845,0.5417492611345154,50
pure_top_p,temperature,0.7,strict_accuracy,0.2984,0.18804111954174235,0.40875888045825765,50
pure_top_p,temperature,0.7,informativeness,0.33895,0.2773404409689535,0.40055955903104645,50
pure_top_p,temperature,0.7,within_answer_distinct_1,0.9772868985302842,0.9684136744807168,0.9861601225798515,50
pure_top_p,temperature,0.7,within_answer_distinct_2,0.8036484876965662,0.7002230394874986,0.9070739359056337,50
pure_top_p,temperature,0.7,trigram_repetition_rate,0.00010046851676867522,7.711835983318507e-06,0.00019322519755403194,50
pure_top_p,temperature,0.7,model_generation_latency_seconds,0.40955160433109844,0.3243944855086803,0.4947087231535166,50
pure_top_p,temperature,0.7,tokens_per_second,40.842698387224665,40.168209729680314,41.51718704476902,50
pure_top_p,temperature,0.7,word_length,11.657,9.022968981503825,14.291031018496176,50
pure_top_p,temperature,0.7,stopped_early_on_eos,0.9394,0.8918052379352518,0.9869947620647482,50
pure_top_p,temperature,0.7,unique_answer_rate,0.37939999999999996,0.29437508732142087,0.46442491267857905,50
pure_top_p,temperature,0.7,pairwise_token_jaccard_distance,0.3429383058097327,0.27260042158729547,0.41327619003217,50
pure_top_p,temperature,0.7,corpus_distinct_1,0.1139421410095275,0.09563813610893934,0.13224614591011566,50
pure_top_p,temperature,0.7,corpus_distinct_2,0.21575549685834988,0.16960054462025428,0.26191044909644545,43
pure_top_p,temperature,1.0,correctness,0.4366999999999999,0.33565777603397673,0.5377422239660231,50
pure_top_p,temperature,1.0,strict_accuracy,0.29419999999999996,0.18764818620032786,0.40075181379967206,50
pure_top_p,temperature,1.0,informativeness,0.34324999999999994,0.28232823951985625,0.40417176048014364,50
pure_top_p,temperature,1.0,within_answer_distinct_1,0.9750318133757341,0.9663493792682468,0.9837142474832213,50
pure_top_p,temperature,1.0,within_answer_distinct_2,0.8012078150744499,0.6990681156634408,0.903347514485459,50
pure_top_p,temperature,1.0,trigram_repetition_rate,0.00019205087451351,5.2789082086444655e-05,0.00033131266694057536,50
pure_top_p,temperature,1.0,model_generation_latency_seconds,0.4195196198001039,0.33624476821009674,0.502794471390111,50
pure_top_p,temperature,1.0,tokens_per_second,40.890573577496205,40.22874402041275,41.55240313457966,50
pure_top_p,temperature,1.0,word_length,11.8856,9.341410223631893,14.429789776368107,50
pure_top_p,temperature,1.0,stopped_early_on_eos,0.9354,0.8872458282596409,0.9835541717403591,50
pure_top_p,temperature,1.0,unique_answer_rate,0.5056,0.4104244454915024,0.6007755545084976,50
pure_top_p,temperature,1.0,pairwise_token_jaccard_distance,0.4308612845833741,0.3555781621231831,0.506144407043565,50
pure_top_p,temperature,1.0,corpus_distinct_1,0.15186113918024488,0.12768935044923935,0.17603292791125041,50
pure_top_p,temperature,1.0,corpus_distinct_2,0.3036471847399398,0.25215898400678816,0.3551353854730914,44
pure_top_p,temperature,1.5,correctness,0.44660000000000005,0.36144112203651346,0.5317588779634866,50
pure_top_p,temperature,1.5,strict_accuracy,0.25439999999999996,0.16122407727314955,0.34757592272685034,50
pure_top_p,temperature,1.5,informativeness,0.29335000000000006,0.23784399711742887,0.34885600288257124,50
pure_top_p,temperature,1.5,within_answer_distinct_1,0.9763066755867112,0.9697087820955829,0.9829045690778396,50
pure_top_p,temperature,1.5,within_answer_distinct_2,0.812611604005808,0.7231085539038732,0.9021146541077428,50
pure_top_p,temperature,1.5,trigram_repetition_rate,0.0006673634411210884,0.0003667119660270612,0.0009680149162151155,50
pure_top_p,temperature,1.5,model_generation_latency_seconds,0.49454733616495494,0.4144640534655679,0.574630618864342,50
pure_top_p,temperature,1.5,tokens_per_second,40.878902509775784,40.20980249081046,41.54800252874111,50
pure_top_p,temperature,1.5,word_length,12.4424,10.27147308653285,14.613326913467148,50
pure_top_p,temperature,1.5,stopped_early_on_eos,0.8686,0.8206128357162044,0.9165871642837957,50
pure_top_p,temperature,1.5,unique_answer_rate,0.7051999999999999,0.6129422476753308,0.7974577523246691,50
pure_top_p,temperature,1.5,pairwise_token_jaccard_distance,0.6307520602445306,0.5555942058344089,0.7059099146546522,50
pure_top_p,temperature,1.5,corpus_distinct_1,0.33625152044371975,0.28604282308171936,0.38646021780572015,50
pure_top_p,temperature,1.5,corpus_distinct_2,0.5784732120539048,0.5149128684971829,0.6420335556106267,48
pure_top_p,top_p,0.6,correctness,0.43968,0.33238590799191225,0.5469740920080878,50
pure_top_p,top_p,0.6,strict_accuracy,0.29808,0.1833248109310956,0.41283518906890443,50
pure_top_p,top_p,0.6,informativeness,0.3276,0.2657506428812716,0.3894493571187284,50
pure_top_p,top_p,0.6,within_answer_distinct_1,0.9788193408855274,0.9695343963280906,0.9881042854429641,50
pure_top_p,top_p,0.6,within_answer_distinct_2,0.8005936705337695,0.6957172661459006,0.9054700749216384,50
pure_top_p,top_p,0.6,trigram_repetition_rate,0.00010417488640428813,3.782098246639189e-05,0.00017052879034218436,50
pure_top_p,top_p,0.6,model_generation_latency_seconds,0.4097913354143873,0.3218398030644407,0.49774286776433385,50
pure_top_p,top_p,0.6,tokens_per_second,40.843482890491835,40.16054843930595,41.52641734167772,50
pure_top_p,top_p,0.6,word_length,11.4848,8.834426282629561,14.135173717370439,50
pure_top_p,top_p,0.6,stopped_early_on_eos,0.92,0.860588037837486,0.979411962162514,50
pure_top_p,top_p,0.6,unique_answer_rate,0.24639999999999998,0.19527693780689578,0.2975230621931042,50
pure_top_p,top_p,0.6,pairwise_token_jaccard_distance,0.23020229661858452,0.18014215432663727,0.28026243891053176,50
pure_top_p,top_p,0.6,corpus_distinct_1,0.09404811640326535,0.08030898111372092,0.10778725169280978,50
pure_top_p,top_p,0.6,corpus_distinct_2,0.16592277721214765,0.1326094929216791,0.19923606150261622,43
pure_top_p,top_p,0.8,correctness,0.43479999999999996,0.3329592307963063,0.5366407692036936,50
pure_top_p,top_p,0.8,strict_accuracy,0.28735999999999995,0.17966016639121485,0.39505983360878505,50
pure_top_p,top_p,0.8,informativeness,0.32608000000000004,0.2675486714123112,0.38461132858768887,50
pure_top_p,top_p,0.8,within_answer_distinct_1,0.9775074059038298,0.9690483454194145,0.985966466388245,50
pure_top_p,top_p,0.8,within_answer_distinct_2,0.8013238426116537,0.6982712020206334,0.9043764832026739,50
pure_top_p,top_p,0.8,trigram_repetition_rate,0.00016042340435806914,3.590230080121484e-05,0.0002849445079149234,50
pure_top_p,top_p,0.8,model_generation_latency_seconds,0.42095565881058566,0.33617331288026586,0.5057380047409055,50
pure_top_p,top_p,0.8,tokens_per_second,40.90643429131711,40.24901748778978,41.563851094844445,50
pure_top_p,top_p,0.8,word_length,11.745919999999998,9.164750337049064,14.327089662950932,50
pure_top_p,top_p,0.8,stopped_early_on_eos,0.92336,0.8737307994084128,0.9729892005915871,50
pure_top_p,top_p,0.8,unique_answer_rate,0.36160000000000003,0.2968736893064343,0.42632631069356575,50
pure_top_p,top_p,0.8,pairwise_token_jaccard_distance,0.3266063979129502,0.26904103404003266,0.38417176178586776,50
pure_top_p,top_p,0.8,corpus_distinct_1,0.1329818655397453,0.11517638984072451,0.1507873412387661,50
pure_top_p,top_p,0.8,corpus_distinct_2,0.27274831778495,0.21966719409855132,0.32582944147134874,46
pure_top_p,top_p,0.9,correctness,0.4391999999999999,0.34042590525851424,0.5379740947414856,50
pure_top_p,top_p,0.9,strict_accuracy,0.284,0.1785730727375591,0.3894269272624409,50
pure_top_p,top_p,0.9,informativeness,0.32520000000000004,0.26794740096729236,0.38245259903270773,50
pure_top_p,top_p,0.9,within_answer_distinct_1,0.9773279066159565,0.9691039108522997,0.9855519023796132,50
pure_top_p,top_p,0.9,within_answer_distinct_2,0.8022330977372983,0.701887834804417,0.9025783606701797,50
pure_top_p,top_p,0.9,trigram_repetition_rate,0.00022588640682723836,8.436308014739806e-05,0.00036740973350707866,50
pure_top_p,top_p,0.9,model_generation_latency_seconds,0.43108442612010983,0.34758165496626914,0.5145871972739505,50
pure_top_p,top_p,0.9,tokens_per_second,40.8582518211154,40.191219381551896,41.52528426067891,50
pure_top_p,top_p,0.9,word_length,11.80288,9.321839709291476,14.283920290708524,50
pure_top_p,top_p,0.9,stopped_early_on_eos,0.91392,0.865167059963116,0.9626729400368839,50
pure_top_p,top_p,0.9,unique_answer_rate,0.41424,0.3473569008182187,0.4811230991817813,50
pure_top_p,top_p,0.9,pairwise_token_jaccard_distance,0.36718111924432534,0.3105187806846177,0.423843457804033,50
pure_top_p,top_p,0.9,corpus_distinct_1,0.1605779406834319,0.13975962065480227,0.18139626071206152,50
pure_top_p,top_p,0.9,corpus_distinct_2,0.3266925333003422,0.2683724979100675,0.3850125686906169,47
pure_top_p,top_p,0.95,correctness,0.44136,0.3428214834323146,0.5398985165676853,50
pure_top_p,top_p,0.95,strict_accuracy,0.28544,0.1799234548435176,0.3909565451564825,50
pure_top_p,top_p,0.95,informativeness,0.32400000000000007,0.266549240005027,0.38145075999497313,50
pure_top_p,top_p,0.95,within_answer_distinct_1,0.9777473524283361,0.9697610898399193,0.9857336150167529,50
pure_top_p,top_p,0.95,within_answer_distinct_2,0.8058354854080098,0.7067914165750903,0.9048795542409293,50
pure_top_p,top_p,0.95,trigram_repetition_rate,0.00029131045722191216,9.981417922597045e-05,0.00048280673521785384,50
pure_top_p,top_p,0.95,model_generation_latency_seconds,0.4392183461629972,0.3555729048535262,0.5228637874724682,50
pure_top_p,top_p,0.95,tokens_per_second,40.752841929291364,40.06541488463147,41.440268973951255,50
pure_top_p,top_p,0.95,word_length,11.884160000000001,9.418337426468613,14.34998257353139,50
pure_top_p,top_p,0.95,stopped_early_on_eos,0.9096,0.8585766547549065,0.9606233452450934,50
pure_top_p,top_p,0.95,unique_answer_rate,0.44303999999999993,0.37330021254291057,0.5127797874570893,50
pure_top_p,top_p,0.95,pairwise_token_jaccard_distance,0.3888496828255221,0.3299636197362465,0.44773574591479776,50
pure_top_p,top_p,0.95,corpus_distinct_1,0.18561065315970382,0.16323042834009913,0.2079908779793085,50
pure_top_p,top_p,0.95,corpus_distinct_2,0.37659114417809336,0.3122510724757961,0.44093121588039064,48
