decoding_mode,temperature,top_p,top_k,prompt_id,correctness,strict_accuracy,informativeness,within_answer_distinct_1,within_answer_distinct_2,trigram_repetition_rate,model_generation_latency_seconds,tokens_per_second,word_length,stopped_early_on_eos,unique_answer_rate,pairwise_token_jaccard_distance,corpus_distinct_1,corpus_distinct_2
pure_top_k,0.1,1.0,10,18,1.0,1.0,0.75,0.8251707317073169,1.0,0.0,1.0973935770709067,43.74084783363314,40.04,0.0,0.08,0.006857142857142859,0.03496503496503497,0.042008196721311473
pure_top_k,0.1,1.0,10,19,1.0,1.0,0.25,1.0,0.0,0.0,0.04564987739548082,43.815115730321395,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,10,20,0.5,0.0,0.5,1.0,1.0,0.0,0.301388351758942,43.15269007317037,11.0,1.0,0.08,0.125,0.04363636363636364,0.056
pure_top_k,0.1,1.0,10,21,0.02,0.0,0.31,0.9865587044534414,1.0,0.0,0.5287164296209812,43.659784155979395,14.08,1.0,0.2,0.17462967545384422,0.06818181818181818,0.11314984709480122
pure_top_k,0.1,1.0,10,22,0.42,0.0,0.25,0.8899550054625955,0.9913636363636362,0.0,1.163397471923381,41.15902624792457,32.2,0.12,0.36,0.3318903134013157,0.07701863354037267,0.11538461538461539
pure_top_k,0.1,1.0,10,23,0.5,0.0,0.25,1.0,1.0,0.0,0.1600815031956881,43.73168691015372,3.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,24,0.0,0.0,0.41,0.8887580437580438,1.0,0.0,0.9959009568206966,39.532826627873284,28.44,0.76,0.32,0.44730886047417207,0.08766716196136701,0.125
pure_top_k,0.1,1.0,10,25,1.0,1.0,0.75,1.0,1.0,0.0,0.22916317434981465,39.31246942152648,5.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,26,1.0,1.0,0.87,0.8884010582010582,0.9812095875139355,0.0,1.1948407272528856,39.94714758078358,27.28,0.08,0.24,0.23274746624570364,0.0475609756097561,0.06415094339622641
pure_top_k,0.1,1.0,10,27,0.0,0.0,0.25,1.0,1.0,0.0,0.20430863399058574,39.16480377222659,5.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,28,0.0,0.0,0.25,0.8918020541549952,1.0,0.0,0.977607119306922,39.14322399378856,17.64,1.0,0.12,0.07126315789473683,0.04483430799220273,0.05737704918032787
pure_top_k,0.1,1.0,10,29,0.48,0.0,0.26,0.9713964818708652,1.0,0.0,1.2315443288441748,39.00167598281483,36.52,0.0,0.16,0.13627999571784177,0.06783369803063458,0.0922384701912261
pure_top_k,0.1,1.0,10,30,0.0,0.0,0.25,1.0,1.0,0.0,0.33842009050771593,38.522207230722614,7.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,31,0.0,0.0,0.0,1.0,0.0,0.0,0.051782331699505406,38.70191580640849,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,10,32,0.0,0.0,0.51,0.9914285714285714,1.0,0.0,0.5104943542554975,38.61598796087213,10.32,1.0,0.16,0.09435410830999065,0.08139534883720931,0.11158798283261803
pure_top_k,0.1,1.0,10,33,0.5,0.0,0.75,1.0,1.0,0.0,0.3959083443135023,38.143936099835344,8.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,34,0.08,0.08,0.31,1.0,0.08,0.0,0.11519975049421188,38.22059469197688,1.48,1.0,0.08,0.15333333333333332,0.21621621621621623,0.5
pure_top_k,0.1,1.0,10,35,1.0,1.0,0.25,1.0,1.0,0.0,0.4650969407148659,38.75021388622119,11.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,36,1.0,1.0,0.25,1.0,1.0,0.0,0.35972077938728036,38.97467186756232,12.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,37,0.5,0.0,0.0,1.0,1.0,0.0,0.3343465069402009,38.92882440280626,11.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,38,0.5,0.0,0.5,1.0,1.0,0.0,0.4104704036656767,39.00780109668193,14.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,39,1.0,1.0,0.25,1.0,1.0,0.0,0.28659634218551217,38.40903641101965,8.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,40,0.52,0.04,0.27,0.9344615384615385,1.0,0.0,0.4433202049601823,39.5240552388512,15.44,1.0,0.08,0.04,0.06735751295336788,0.07202216066481995
pure_top_k,0.1,1.0,10,41,1.0,1.0,0.25,1.0,0.0,0.0,0.0766436513420194,39.19454363298239,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,10,42,0.0,0.0,0.0,1.0,1.0,0.0,0.10451688438653943,38.39904350448669,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,43,0.9,0.8,0.6,1.0,0.8,0.0,0.38294453914277254,38.71772050728,7.4,1.0,0.08,0.2962962962962963,0.04864864864864865,0.05
pure_top_k,0.1,1.0,10,44,1.0,1.0,0.25,1.0,0.0,0.0,0.054572461694478935,39.59972733346798,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.1,1.0,10,45,0.16,0.08,0.33,0.9395341228031596,1.0,0.0,0.8459750112704932,38.79944456858327,25.88,0.96,0.36,0.34941911711502804,0.12257100149476831,0.20652173913043478
pure_top_k,0.1,1.0,10,46,1.0,1.0,0.75,1.0,1.0,0.0,0.40948857040144504,39.126636790569215,14.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,47,0.84,0.76,0.69,0.9548479101110681,1.0,0.0,0.9203773404471576,38.154648045808365,28.92,1.0,0.32,0.44047323638897284,0.081267217630854,0.12410841654778887
pure_top_k,0.1,1.0,10,48,0.5,0.0,0.0,1.0,1.0,0.0,0.14459930179640648,35.76857104551595,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,10,49,0.0,0.0,0.0,1.0,0.0,0.0,0.07705260132439432,38.97485897815603,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,15,0,1.0,1.0,0.5,1.0,1.0,0.0,0.4125757161621004,43.63778512659419,14.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,1,0.0,0.0,0.25,1.0,1.0,0.0,0.18666881187818937,42.856816002711966,6.0,1.0,0.08,0.14,0.04,0.048
pure_top_k,0.1,1.0,15,2,0.5,0.0,0.28,1.0,1.0,0.0,0.2750788701698184,43.625147584674295,9.0,1.0,0.08,0.22,0.08,0.08
pure_top_k,0.1,1.0,15,3,0.0,0.0,0.25,1.0,1.0,0.0,0.18296465872786938,43.72441060244104,6.0,1.0,0.08,0.11999999999999998,0.04666666666666667,0.056
pure_top_k,0.1,1.0,15,4,0.0,0.0,0.25,1.0,1.0,0.0,0.0912464728672057,43.837450569340355,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,5,0.0,0.0,0.0,1.0,1.0,0.0,0.06855526781640943,43.76046249298136,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,6,0.76,0.68,0.67,0.9394701754385966,1.0,0.0,0.7035000195726753,43.71984582847531,26.92,0.96,0.2,0.2358632972935933,0.08928571428571429,0.12828438948995363
pure_top_k,0.1,1.0,15,7,0.02,0.0,0.42,0.9618513878278584,1.0,0.0,0.5436881390400231,42.998050261414136,15.88,1.0,0.36,0.496060964323454,0.107981220657277,0.18952618453865336
pure_top_k,0.1,1.0,15,8,0.0,0.0,0.0,1.0,0.0,0.0,0.045757390400394754,43.71450888734839,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,15,9,0.0,0.0,0.0,1.0,0.0,0.0,0.06850563728250558,43.793516887508105,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,15,10,1.0,1.0,0.75,0.9615384615384615,1.0,0.0,0.7082047170680016,43.774872428983045,26.0,1.0,0.04,0.0,0.038461538461538464,0.04
pure_top_k,0.1,1.0,15,11,0.0,0.0,0.31,0.9947826086956522,0.12,0.0,0.14773192608729002,43.54352149510783,3.64,1.0,0.08,0.21083333333333334,0.24742268041237114,0.3333333333333333
pure_top_k,0.1,1.0,15,12,0.48,0.0,0.49,1.0,1.0,0.0,0.4077813314087689,43.84752450814399,12.88,1.0,0.08,0.057777777777777775,0.055900621118012424,0.06060606060606061
pure_top_k,0.1,1.0,15,13,0.48,0.0,0.25,1.0,1.0,0.0,0.15008183557540175,42.89204449299816,4.44,1.0,0.08,0.05866666666666667,0.13513513513513514,0.16279069767441862
pure_top_k,0.1,1.0,15,14,0.5,0.0,0.0,1.0,0.0,0.0,0.0691718826256692,43.38413828251468,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,15,15,1.0,1.0,0.25,1.0,1.0,0.0,0.18466758072376246,43.34035039395095,6.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,16,0.0,0.0,0.25,1.0,1.0,0.0,0.3953414307255298,43.023838748977916,8.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,17,0.0,0.0,0.25,1.0,1.0,0.0,0.5016699199005962,43.53897288880774,17.84,1.0,0.08,0.009019607843137257,0.03811659192825112,0.040380047505938245
pure_top_k,0.1,1.0,15,18,1.0,1.0,0.75,0.8288048780487803,1.0,0.0,1.130559323420748,42.48496788269304,40.2,0.0,0.16,0.04805112255112256,0.03681592039800995,0.04693877551020408
pure_top_k,0.1,1.0,15,19,1.0,1.0,0.25,1.0,0.0,0.0,0.04556696829386052,43.891578853079885,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,15,20,0.5,0.0,0.5,1.0,1.0,0.0,0.2977498270198703,43.67016653538247,11.0,1.0,0.08,0.11333333333333333,0.04363636363636364,0.056
pure_top_k,0.1,1.0,15,21,0.0,0.0,0.33,0.9942564102564103,1.0,0.0,0.5223828493151814,43.72540989898536,13.88,1.0,0.28,0.1418936434222812,0.06340057636887608,0.10559006211180125
pure_top_k,0.1,1.0,15,22,0.42,0.0,0.25,0.8940670766978893,0.9950757575757575,0.0,1.0883931042067707,43.73466839655215,31.8,0.12,0.36,0.3334183023725764,0.08176100628930817,0.12467532467532468
pure_top_k,0.1,1.0,15,23,0.5,0.0,0.25,1.0,1.0,0.0,0.1610537630319595,43.477046136532636,3.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,24,0.0,0.0,0.37,0.9113513279513279,1.0,0.0,0.9223278265539556,40.32912126659886,26.2,0.8,0.32,0.4969102931787385,0.09385113268608414,0.13322091062394603
pure_top_k,0.1,1.0,15,25,1.0,1.0,0.75,1.0,1.0,0.0,0.2346328453999012,38.39772030405644,5.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,26,0.98,0.96,0.85,0.8907555555555555,0.982948717948718,0.0,1.2049371184408664,39.74051107142706,27.48,0.04,0.16,0.22325658601324372,0.04738760631834751,0.06140350877192982
pure_top_k,0.1,1.0,15,27,0.08,0.0,0.25,1.0,1.0,0.0,0.18683077804744236,39.45907139722579,4.68,1.0,0.12,0.245,0.06837606837606838,0.07608695652173914
pure_top_k,0.1,1.0,15,28,0.0,0.0,0.25,0.8904761904761905,1.0,0.0,0.9950822578556836,38.91084760436311,17.84,1.0,0.08,0.02105263157894737,0.03653846153846154,0.044444444444444446
pure_top_k,0.1,1.0,15,29,0.5,0.0,0.25,0.9727637314734089,1.0,0.0,1.2545222274120897,38.2979806789411,36.76,0.0,0.08,0.040888888888888884,0.04891304347826087,0.053631284916201116
pure_top_k,0.1,1.0,15,30,0.0,0.0,0.25,1.0,1.0,0.0,0.3357075169496238,38.78054573905326,7.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0550882745161652,36.62679562762445,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,15,32,0.0,0.0,0.5,1.0,1.0,0.0,0.4908177168481052,38.69178678194006,10.0,1.0,0.08,0.045714285714285714,0.056,0.057777777777777775
pure_top_k,0.1,1.0,15,33,0.5,0.0,0.75,1.0,1.0,0.0,0.38413748984225093,39.08058319446914,8.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,34,0.04,0.04,0.28,1.0,0.04,0.0,0.10915036464110013,38.54654916208071,1.24,1.0,0.08,0.08,0.25806451612903225,1.0
pure_top_k,0.1,1.0,15,35,1.0,1.0,0.25,1.0,1.0,0.0,0.4536554438993335,39.70371815325775,11.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,36,1.0,1.0,0.25,1.0,1.0,0.0,0.3502804611995816,39.97976043206121,12.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,37,0.5,0.0,0.0,1.0,1.0,0.0,0.3359796526376158,38.73803227192573,11.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,38,0.5,0.0,0.5,1.0,1.0,0.0,0.41713229613378644,38.405823919338005,14.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,39,1.0,1.0,0.25,1.0,1.0,0.0,0.28187985708937047,39.05233915648021,8.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,40,0.5,0.0,0.25,0.9333333333333332,1.0,0.0,0.42738779994659126,39.7999334672342,15.0,1.0,0.04,0.0,0.037333333333333336,0.04
pure_top_k,0.1,1.0,15,41,1.0,1.0,0.25,1.0,0.0,0.0,0.07694210726767775,39.1381325890615,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,15,42,0.0,0.0,0.0,1.0,1.0,0.0,0.10392560134641822,38.668227919384385,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,43,0.96,0.92,0.69,1.0,0.92,0.0,0.40909981440752746,39.272006705350314,8.28,1.0,0.12,0.1781111111111111,0.04830917874396135,0.06043956043956044
pure_top_k,0.1,1.0,15,44,1.0,1.0,0.25,1.0,0.0,0.0,0.062011719038709945,37.56331409183798,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.1,1.0,15,45,0.34,0.2,0.42,0.9344028472538584,1.0,0.0,0.9175765032880008,38.73695744133781,28.56,0.8,0.56,0.526824007504296,0.1306122448979592,0.2380281690140845
pure_top_k,0.1,1.0,15,46,1.0,1.0,0.75,1.0,1.0,0.0,0.4129952479619533,38.81671391555449,14.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,47,0.8,0.68,0.67,0.93214161529951,1.0,0.0,0.916270712390542,38.14756024428266,29.04,0.96,0.4,0.5096521285673953,0.09562841530054644,0.1669024045261669
pure_top_k,0.1,1.0,15,48,0.5,0.0,0.0,1.0,1.0,0.0,0.13243892407976088,37.836356132024804,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,15,49,0.0,0.0,0.0,1.0,0.0,0.0,0.08087682411074634,37.16545770890599,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,20,0,1.0,1.0,0.5,1.0,1.0,0.0,0.4181876790802926,43.071359514370876,14.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,1,0.0,0.0,0.25,1.0,1.0,0.0,0.18263498414307824,43.80352805917286,6.0,1.0,0.08,0.17111111111111113,0.04,0.048
pure_top_k,0.1,1.0,20,2,0.52,0.04,0.28,1.0,1.0,0.0,0.29444388368166985,43.738321483346525,9.76,1.0,0.2,0.3986998324256389,0.1598360655737705,0.1917808219178082
pure_top_k,0.1,1.0,20,3,0.0,0.0,0.25,1.0,1.0,0.0,0.18387971649877724,43.526809707273614,6.0,1.0,0.08,0.11999999999999998,0.04666666666666667,0.056
pure_top_k,0.1,1.0,20,4,0.0,0.0,0.25,1.0,1.0,0.0,0.09144828115589913,43.74078115679533,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,5,0.0,0.0,0.0,1.0,1.0,0.0,0.06854119655676183,43.76954266731961,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,6,0.64,0.56,0.64,0.9360188933873146,1.0,0.0,0.7390626496542245,43.434902162917275,27.8,0.96,0.24,0.30334110551405263,0.08946608946608947,0.13023952095808383
pure_top_k,0.1,1.0,20,7,0.02,0.0,0.43,0.9689509549274256,1.0,0.0,0.5102786681894212,43.506414988357285,15.0,1.0,0.24,0.4844905473027783,0.10784313725490197,0.18276762402088773
pure_top_k,0.1,1.0,20,8,0.0,0.0,0.0,1.0,0.0,0.0,0.045738836200907775,43.729661460472734,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,20,9,0.0,0.0,0.0,1.0,0.0,0.0,0.06896312963217494,43.58557889300269,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,20,10,1.0,1.0,0.75,0.9615384615384615,1.0,0.0,0.7096926844585687,43.686280998752025,26.0,1.0,0.04,0.0,0.038461538461538464,0.04
pure_top_k,0.1,1.0,20,11,0.0,0.0,0.29,0.9965217391304347,0.08,0.0,0.11978340913541612,43.73537198350754,2.76,1.0,0.08,0.1469444444444445,0.3287671232876712,0.5
pure_top_k,0.1,1.0,20,12,0.5,0.0,0.5,1.0,1.0,0.0,0.41098822843283417,43.79692662944895,13.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,13,0.42,0.0,0.25,1.0,1.0,0.0,0.17855745837092393,43.3888877949238,5.76,1.0,0.08,0.20533333333333337,0.10416666666666667,0.11764705882352941
pure_top_k,0.1,1.0,20,14,0.5,0.0,0.0,1.0,0.0,0.0,0.07018835302442308,42.762190068640464,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,20,15,1.0,1.0,0.25,1.0,1.0,0.0,0.1863497598562389,42.95791067553686,6.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,16,0.0,0.0,0.25,1.0,1.0,0.0,0.3949094669427723,43.06567299312984,8.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,17,0.0,0.0,0.25,1.0,1.0,0.0,0.5059824353363365,43.49359844897524,18.0,1.0,0.04,0.0,0.03777777777777778,0.04
pure_top_k,0.1,1.0,20,18,0.98,0.96,0.74,0.8322032520325203,1.0,0.0,1.101594150196761,43.12325763542516,39.96,0.04,0.12,0.10110084033613446,0.052,0.06871794871794872
pure_top_k,0.1,1.0,20,19,1.0,1.0,0.25,1.0,0.0,0.0,0.04557537785731251,43.88380982717947,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,20,20,0.5,0.0,0.5,1.0,1.0,0.0,0.2964099653251469,43.858297366174554,11.0,1.0,0.08,0.125,0.04363636363636364,0.056
pure_top_k,0.1,1.0,20,21,0.0,0.0,0.32,0.9884162895927602,1.0,0.0,0.5508296843618155,41.770575948293455,14.0,1.0,0.24,0.19861547864759937,0.06571428571428571,0.09846153846153846
pure_top_k,0.1,1.0,20,22,0.46,0.0,0.25,0.9027174544304525,0.9913257575757575,0.0,1.131974742570892,42.36091923088643,31.84,0.08,0.36,0.2740404525607365,0.0729559748427673,0.1012987012987013
pure_top_k,0.1,1.0,20,23,0.5,0.0,0.25,1.0,1.0,0.0,0.16023414000868794,43.68721134610143,3.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,24,0.0,0.0,0.38,0.8948216918216919,1.0,0.0,0.959324069339782,39.705606588057876,27.36,0.68,0.28,0.4747324485713764,0.07931570762052877,0.11488673139158576
pure_top_k,0.1,1.0,20,25,1.0,1.0,0.75,1.0,1.0,0.0,0.23040468453429638,39.09588921529882,5.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,26,1.0,1.0,0.9,0.8895650793650793,0.9765942028985508,0.0,1.2242750954441726,39.00446587087178,27.2,0.08,0.2,0.22490756598351225,0.0475609756097561,0.061635220125786164
pure_top_k,0.1,1.0,20,27,0.02,0.0,0.25,1.0,1.0,0.0,0.19800732871517532,39.63131268520376,4.92,1.0,0.08,0.06857142857142857,0.056910569105691054,0.061224489795918366
pure_top_k,0.1,1.0,20,28,0.0,0.0,0.25,0.892063492063492,1.0,0.0,0.9709949957486242,39.53223191346361,17.68,1.0,0.08,0.040350877192982464,0.036893203883495145,0.044897959183673466
pure_top_k,0.1,1.0,20,29,0.5,0.0,0.25,0.9727637314734089,1.0,0.0,1.2197920749057085,39.36912882450951,36.76,0.0,0.08,0.040888888888888884,0.04891304347826087,0.053631284916201116
pure_top_k,0.1,1.0,20,30,0.0,0.0,0.26,0.996,1.0,0.0,0.34619627135805786,38.32052072569423,7.12,1.0,0.08,0.02666666666666667,0.05056179775280899,0.06535947712418301
pure_top_k,0.1,1.0,20,31,0.0,0.0,0.0,1.0,0.0,0.0,0.050582626191899134,39.609959702320815,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,20,32,0.0,0.0,0.5,1.0,1.0,0.0,0.4830331247486174,39.137924514273955,9.92,1.0,0.08,0.04,0.04838709677419355,0.04932735426008968
pure_top_k,0.1,1.0,20,33,0.5,0.0,0.75,1.0,1.0,0.0,0.39766131127253174,37.92576553769195,8.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,34,0.08,0.08,0.31,1.0,0.08,0.0,0.1138452864065766,38.86653595372543,1.48,1.0,0.08,0.15333333333333332,0.21621621621621623,0.5
pure_top_k,0.1,1.0,20,35,1.0,1.0,0.25,1.0,1.0,0.0,0.4684323506988585,38.648213160407096,11.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,36,1.0,1.0,0.25,1.0,1.0,0.0,0.34976379249244927,40.04114768642673,12.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,37,0.5,0.0,0.0,1.0,1.0,0.0,0.3274315398558974,39.71944078672963,11.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,38,0.5,0.0,0.5,1.0,1.0,0.0,0.41873044781386853,38.258573795290246,14.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,39,1.0,1.0,0.25,1.0,1.0,0.0,0.27383799482136967,40.191465058464935,8.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,40,0.5,0.0,0.27,0.9386666666666666,1.0,0.0,0.432538829902187,39.18633692540457,14.92,1.0,0.08,0.05411764705882353,0.045576407506702415,0.05172413793103448
pure_top_k,0.1,1.0,20,41,1.0,1.0,0.25,1.0,0.0,0.0,0.07621945149265226,39.404540691405735,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.1,1.0,20,42,0.0,0.0,0.0,1.0,1.0,0.0,0.10480074307881292,38.35877440989811,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,43,0.92,0.84,0.63,1.0,0.84,0.0,0.3947456412296742,38.692102556648564,7.72,1.0,0.08,0.24888888888888885,0.046632124352331605,0.047619047619047616
pure_top_k,0.1,1.0,20,44,1.0,1.0,0.25,1.0,0.0,0.0,0.05897726917639371,38.085848414725305,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.1,1.0,20,45,0.14,0.08,0.31,0.9440830988657075,1.0,0.0,0.8146157199889421,39.06077874086866,24.88,0.96,0.28,0.3302523070554979,0.12286158631415241,0.21035598705501618
pure_top_k,0.1,1.0,20,46,1.0,1.0,0.75,1.0,1.0,0.0,0.4090391982253641,39.16969963657845,14.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,47,0.76,0.68,0.67,0.9415554050442512,0.9976689189189188,0.0,0.9794783937372267,36.68736072502719,29.72,0.96,0.52,0.5150152076791623,0.10887096774193548,0.20166898470097358
pure_top_k,0.1,1.0,20,48,0.5,0.0,0.0,1.0,1.0,0.0,0.13321767015382643,37.739414264658656,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.1,1.0,20,49,0.0,0.0,0.0,1.0,0.0,0.0,0.08122142365202302,37.06669828404255,1.0,1.0,0.04,0.0,0.04,
