decoding_mode,temperature,top_p,top_k,prompt_id,correctness,strict_accuracy,informativeness,within_answer_distinct_1,within_answer_distinct_2,trigram_repetition_rate,model_generation_latency_seconds,tokens_per_second,word_length,stopped_early_on_eos,unique_answer_rate,pairwise_token_jaccard_distance,corpus_distinct_1,corpus_distinct_2,n_answers,n_pairs,semantic_cosine_distance,semantic_near_duplicate_rate,semantic_similarity_mean,semantic_similarity_sd
pure_top_k,0.1,1.0,10,15,1.0,1.0,0.25,1.0,1.0,0.0,0.1828477751929312,43.75471785797165,6.0,1.0,0.04,0.0,0.04,0.04,25,300,2.3841858265427618e-08,1.0,1.0,8.443453936024525e-08
pure_top_k,0.1,1.0,10,16,0.0,0.0,0.25,1.0,1.0,0.0,0.391522707613185,43.43343724754219,8.0,1.0,0.04,0.0,0.04,0.04,25,300,1.0490417423625331e-07,1.0,1.0,1.3925300379469263e-07
pure_top_k,0.1,1.0,10,17,0.0,0.0,0.25,1.0,1.0,0.0,0.5032871346082538,43.71405653999666,18.0,1.0,0.04,0.0,0.0377777777777777,0.04,25,300,4.2915345943583816e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.1,1.0,10,18,1.0,1.0,0.75,0.8251707317073169,1.0,0.0,1.097393577070907,43.74084783363314,40.04,0.0,0.08,0.0068571428571428,0.0349650349650349,0.0420081967213114,25,300,0.0009802099084481597,1.0,0.9990198016166687,0.00332960719242692
pure_top_k,0.1,1.0,10,19,1.0,1.0,0.25,1.0,0.0,0.0,0.0456498773954808,43.815115730321395,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,10,20,0.5,0.0,0.5,1.0,1.0,0.0,0.301388351758942,43.15269007317037,11.0,1.0,0.08,0.125,0.0436363636363636,0.056,25,300,0.011039434932172298,1.0,0.9889605641365051,0.011057860217988491
pure_top_k,0.1,1.0,10,21,0.02,0.0,0.31,0.9865587044534414,1.0,0.0,0.5287164296209812,43.659784155979395,14.08,1.0,0.2,0.1746296754538442,0.0681818181818181,0.1131498470948012,25,300,0.026316750794649124,0.6566666666666666,0.9736832976341248,0.03943232446908951
pure_top_k,0.1,1.0,10,22,0.42,0.0,0.25,0.8899550054625955,0.9913636363636362,0.0,1.163397471923381,41.15902624792457,32.2,0.12,0.36,0.3318903134013157,0.0770186335403726,0.1153846153846153,25,300,0.06942937523126602,0.37,0.930570662021637,0.05195077136158943
pure_top_k,0.1,1.0,10,23,0.5,0.0,0.25,1.0,1.0,0.0,0.1600815031956881,43.73168691015372,3.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,10,24,0.0,0.0,0.41,0.8887580437580438,1.0,0.0,0.9959009568206966,39.53282662787328,28.44,0.76,0.32,0.447308860474172,0.087667161961367,0.125,25,300,0.10001454502344131,0.4033333333333333,0.8999854326248169,0.07974736392498016
pure_top_k,0.1,1.0,10,25,1.0,1.0,0.75,1.0,1.0,0.0,0.2291631743498146,39.31246942152648,5.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,10,26,1.0,1.0,0.87,0.8884010582010582,0.9812095875139356,0.0,1.1948407272528856,39.94714758078358,27.28,0.08,0.24,0.2327474662457036,0.0475609756097561,0.0641509433962264,25,300,0.010491804219782352,1.0,0.9895082712173462,0.00897806603461504
pure_top_k,0.1,1.0,10,27,0.0,0.0,0.25,1.0,1.0,0.0,0.2043086339905857,39.16480377222659,5.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,10,28,0.0,0.0,0.25,0.8918020541549952,1.0,0.0,0.977607119306922,39.14322399378856,17.64,1.0,0.12,0.0712631578947368,0.0448343079922027,0.0573770491803278,25,300,0.017493728548288345,0.92,0.9825063347816467,0.04359196871519089
pure_top_k,0.1,1.0,10,29,0.48,0.0,0.26,0.9713964818708652,1.0,0.0,1.2315443288441748,39.00167598281483,36.52,0.0,0.16,0.1362799957178417,0.0678336980306345,0.0922384701912261,25,300,0.03818628937005997,0.7733333333333333,0.961813747882843,0.08023731410503387
pure_top_k,0.1,1.0,10,30,0.0,0.0,0.25,1.0,1.0,0.0,0.3384200905077159,38.522207230722614,7.0,1.0,0.04,0.0,0.04,0.04,25,300,1.6212463549436507e-07,1.0,0.9999998807907104,1.1453258252913656e-07
pure_top_k,0.1,1.0,10,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0517823316995054,38.70191580640849,1.0,1.0,0.04,0.0,0.04,,25,300,1.4305114426349519e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.1,1.0,10,32,0.0,0.0,0.51,0.9914285714285714,1.0,0.0,0.5104943542554975,38.61598796087213,10.32,1.0,0.16,0.0943541083099906,0.0813953488372093,0.111587982832618,25,300,0.008374787867069244,0.9166666666666666,0.991625189781189,0.01794297620654106
pure_top_k,0.1,1.0,10,33,0.5,0.0,0.75,1.0,1.0,0.0,0.3959083443135023,38.143936099835344,8.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,10,34,0.08,0.08,0.31,1.0,0.08,0.0,0.1151997504942118,38.22059469197688,1.48,1.0,0.08,0.1533333333333333,0.2162162162162162,0.5,25,300,0.06391610950231552,0.8466666666666667,0.9360838532447815,0.15044346451759338
pure_top_k,0.1,1.0,10,35,1.0,1.0,0.25,1.0,1.0,0.0,0.4650969407148659,38.75021388622119,11.0,1.0,0.04,0.0,0.04,0.04,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,10,36,1.0,1.0,0.25,1.0,1.0,0.0,0.3597207793872803,38.97467186756232,12.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,10,37,0.5,0.0,0.0,1.0,1.0,0.0,0.3343465069402009,38.92882440280626,11.0,1.0,0.04,0.0,0.04,0.04,25,300,1.668930060816365e-08,1.0,1.0,3.1592509941447133e-08
pure_top_k,0.1,1.0,10,38,0.5,0.0,0.5,1.0,1.0,0.0,0.4104704036656767,39.00780109668193,14.0,1.0,0.04,0.0,0.04,0.04,25,300,2.1457672971791908e-08,1.0,1.0,3.582254137768359e-08
pure_top_k,0.1,1.0,10,39,1.0,1.0,0.25,1.0,1.0,0.0,0.2865963421855121,38.40903641101965,8.0,1.0,0.04,0.0,0.04,0.04,25,300,4.7683716530855236e-08,1.0,1.0,5.849796380630323e-08
pure_top_k,0.1,1.0,10,40,0.52,0.04,0.27,0.9344615384615385,1.0,0.0,0.4433202049601823,39.5240552388512,15.44,1.0,0.08,0.04,0.0673575129533678,0.0720221606648199,25,300,0.012293276377022266,0.92,0.98770672082901,0.041758179664611816
pure_top_k,0.1,1.0,10,41,1.0,1.0,0.25,1.0,0.0,0.0,0.0766436513420194,39.19454363298239,1.0,1.0,0.04,0.0,0.04,,25,300,8.583069188716763e-08,1.0,1.0,1.013214472322943e-07
pure_top_k,0.1,1.0,10,42,0.0,0.0,0.0,1.0,1.0,0.0,0.1045168843865394,38.39904350448669,2.0,1.0,0.04,0.0,0.04,0.04,25,300,3.814697180359872e-08,1.0,1.0,4.776338613510234e-08
pure_top_k,0.1,1.0,10,43,0.9,0.8,0.6,1.0,0.8,0.0,0.3829445391427725,38.71772050728,7.4,1.0,0.08,0.2962962962962963,0.0486486486486486,0.05,25,300,0.10259144753217697,0.6666666666666666,0.897408664226532,0.1453283727169037
pure_top_k,0.1,1.0,10,44,1.0,1.0,0.25,1.0,0.0,0.0,0.0545724616944789,39.59972733346798,1.0,1.0,0.08,0.0,0.04,,25,300,0.029491612687706947,0.72,0.9705083966255188,0.047370802611112595
pure_top_k,0.1,1.0,10,45,0.16,0.08,0.33,0.9395341228031596,1.0,0.0,0.8459750112704932,38.79944456858327,25.88,0.96,0.36,0.349419117115028,0.1225710014947683,0.2065217391304347,25,300,0.08009746670722961,0.5766666666666667,0.9199025630950928,0.09329419583082199
pure_top_k,0.1,1.0,10,46,1.0,1.0,0.75,1.0,1.0,0.0,0.409488570401445,39.126636790569215,14.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,10,47,0.84,0.76,0.69,0.954847910111068,1.0,0.0,0.9203773404471576,38.154648045808365,28.92,1.0,0.32,0.4404732363889728,0.081267217630854,0.1241084165477888,25,300,0.08339615166187286,0.25,0.9166038036346436,0.054453205317258835
pure_top_k,0.1,1.0,10,48,0.5,0.0,0.0,1.0,1.0,0.0,0.1445993017964064,35.76857104551595,2.0,1.0,0.04,0.0,0.04,0.04,25,300,9.298324243900424e-08,1.0,1.0,1.0061536670491478e-07
pure_top_k,0.1,1.0,10,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0770526013243943,38.97485897815603,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,0,1.0,1.0,0.5,1.0,1.0,0.0,0.4125757161621004,43.63778512659419,14.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,1,0.0,0.0,0.25,1.0,1.0,0.0,0.1866688118781893,42.856816002711966,6.0,1.0,0.08,0.14,0.04,0.048,25,300,0.0061713471077382565,1.0,0.9938287138938904,0.00726430956274271
pure_top_k,0.1,1.0,15,2,0.5,0.0,0.28,1.0,1.0,0.0,0.2750788701698184,43.625147584674295,9.0,1.0,0.08,0.22,0.08,0.08,25,300,0.049853868782520294,0.78,0.9501461982727051,0.0940285474061966
pure_top_k,0.1,1.0,15,3,0.0,0.0,0.25,1.0,1.0,0.0,0.1829646587278693,43.72441060244104,6.0,1.0,0.08,0.1199999999999999,0.0466666666666666,0.056,25,300,0.0019041072810068727,1.0,0.9980959296226501,0.002241317881271243
pure_top_k,0.1,1.0,15,4,0.0,0.0,0.25,1.0,1.0,0.0,0.0912464728672057,43.837450569340355,2.0,1.0,0.04,0.0,0.04,0.04,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,15,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0685552678164094,43.76046249298136,2.0,1.0,0.04,0.0,0.04,0.04,25,300,1.9073486612342094e-07,1.0,0.9999998211860657,1.3562194567384722e-07
pure_top_k,0.1,1.0,15,6,0.76,0.68,0.67,0.9394701754385966,1.0,0.0,0.7035000195726753,43.71984582847531,26.92,0.96,0.2,0.2358632972935933,0.0892857142857142,0.1282843894899536,25,300,0.0643208771944046,0.6533333333333333,0.9356791377067566,0.08634290099143982
pure_top_k,0.1,1.0,15,7,0.02,0.0,0.42,0.9618513878278584,1.0,0.0,0.5436881390400231,42.998050261414136,15.88,1.0,0.36,0.496060964323454,0.107981220657277,0.1895261845386533,25,300,0.049358662217855453,0.43666666666666665,0.9506414532661438,0.03555532917380333
pure_top_k,0.1,1.0,15,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0457573904003947,43.71450888734839,1.0,1.0,0.04,0.0,0.04,,25,300,3.099441414633475e-08,1.0,1.0,5.970423444523476e-08
pure_top_k,0.1,1.0,15,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0685056372825055,43.793516887508105,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,10,1.0,1.0,0.75,0.9615384615384616,1.0,0.0,0.7082047170680016,43.774872428983045,26.0,1.0,0.04,0.0,0.0384615384615384,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,11,0.0,0.0,0.31,0.9947826086956522,0.12,0.0,0.14773192608729,43.54352149510783,3.64,1.0,0.08,0.2108333333333333,0.2474226804123711,0.3333333333333333,25,300,0.11476389318704605,0.78,0.8852360844612122,0.2164541780948639
pure_top_k,0.1,1.0,15,12,0.48,0.0,0.49,1.0,1.0,0.0,0.4077813314087689,43.84752450814399,12.88,1.0,0.08,0.0577777777777777,0.0559006211180124,0.0606060606060606,25,300,0.012510486878454685,0.92,0.9874895215034485,0.042495205998420715
pure_top_k,0.1,1.0,15,13,0.48,0.0,0.25,1.0,1.0,0.0,0.1500818355754017,42.89204449299816,4.44,1.0,0.08,0.0586666666666666,0.1351351351351351,0.1627906976744186,25,300,0.010058320127427578,0.92,0.9899417161941528,0.03416614234447479
pure_top_k,0.1,1.0,15,14,0.5,0.0,0.0,1.0,0.0,0.0,0.0691718826256692,43.38413828251468,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,15,1.0,1.0,0.25,1.0,1.0,0.0,0.1846675807237624,43.34035039395095,6.0,1.0,0.04,0.0,0.04,0.04,25,300,2.3841858265427618e-08,1.0,1.0,8.443453936024525e-08
pure_top_k,0.1,1.0,15,16,0.0,0.0,0.25,1.0,1.0,0.0,0.3953414307255298,43.02383874897792,8.0,1.0,0.04,0.0,0.04,0.04,25,300,1.0490417423625331e-07,1.0,1.0,1.3925300379469263e-07
pure_top_k,0.1,1.0,15,17,0.0,0.0,0.25,1.0,1.0,0.0,0.5016699199005962,43.53897288880774,17.84,1.0,0.08,0.0090196078431372,0.0381165919282511,0.0403800475059382,25,300,0.00023458719078917056,1.0,0.9997653961181641,0.0005520624108612537
pure_top_k,0.1,1.0,15,18,1.0,1.0,0.75,0.8288048780487803,1.0,0.0,1.130559323420748,42.48496788269304,40.2,0.0,0.16,0.0480511225511225,0.0368159203980099,0.046938775510204,25,300,0.004980236757546663,1.0,0.9950197339057922,0.006509433966130018
pure_top_k,0.1,1.0,15,19,1.0,1.0,0.25,1.0,0.0,0.0,0.0455669682938605,43.891578853079885,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,20,0.5,0.0,0.5,1.0,1.0,0.0,0.2977498270198703,43.67016653538247,11.0,1.0,0.08,0.1133333333333333,0.0436363636363636,0.056,25,300,0.010009112767875195,1.0,0.9899908304214478,0.011009570211172104
pure_top_k,0.1,1.0,15,21,0.0,0.0,0.33,0.9942564102564104,1.0,0.0,0.5223828493151814,43.72540989898536,13.88,1.0,0.28,0.1418936434222812,0.063400576368876,0.1055900621118012,25,300,0.018597368150949478,0.8,0.981402575969696,0.02688208408653736
pure_top_k,0.1,1.0,15,22,0.42,0.0,0.25,0.8940670766978893,0.9950757575757576,0.0,1.0883931042067707,43.73466839655215,31.8,0.12,0.36,0.3334183023725764,0.0817610062893081,0.1246753246753246,25,300,0.07265613228082657,0.43,0.9273438453674316,0.06222514063119888
pure_top_k,0.1,1.0,15,23,0.5,0.0,0.25,1.0,1.0,0.0,0.1610537630319595,43.47704613653264,3.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,24,0.0,0.0,0.37,0.911351327951328,1.0,0.0,0.9223278265539556,40.32912126659886,26.2,0.8,0.32,0.4969102931787385,0.0938511326860841,0.133220910623946,25,300,0.13919350504875183,0.30333333333333334,0.8608064651489258,0.0929010733962059
pure_top_k,0.1,1.0,15,25,1.0,1.0,0.75,1.0,1.0,0.0,0.2346328453999012,38.39772030405644,5.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,26,0.98,0.96,0.85,0.8907555555555555,0.982948717948718,0.0,1.2049371184408664,39.74051107142706,27.48,0.04,0.16,0.2232565860132437,0.0473876063183475,0.0614035087719298,25,300,0.010359999723732471,1.0,0.9896398782730103,0.009546236135065556
pure_top_k,0.1,1.0,15,27,0.08,0.0,0.25,1.0,1.0,0.0,0.1868307780474423,39.45907139722579,4.68,1.0,0.12,0.245,0.0683760683760683,0.0760869565217391,25,300,0.08171019703149796,0.71,0.9182897806167603,0.12938250601291656
pure_top_k,0.1,1.0,15,28,0.0,0.0,0.25,0.8904761904761905,1.0,0.0,0.9950822578556836,38.91084760436311,17.84,1.0,0.08,0.0210526315789473,0.0365384615384615,0.0444444444444444,25,300,0.0025572648737579584,1.0,0.9974428415298462,0.00868659745901823
pure_top_k,0.1,1.0,15,29,0.5,0.0,0.25,0.9727637314734088,1.0,0.0,1.2545222274120895,38.2979806789411,36.76,0.0,0.08,0.0408888888888888,0.0489130434782608,0.0536312849162011,25,300,0.009888002648949623,0.92,0.9901120066642761,0.03358761593699455
pure_top_k,0.1,1.0,15,30,0.0,0.0,0.25,1.0,1.0,0.0,0.3357075169496238,38.78054573905326,7.0,1.0,0.04,0.0,0.04,0.04,25,300,1.6212463549436507e-07,1.0,0.9999998807907104,1.1453258252913656e-07
pure_top_k,0.1,1.0,15,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0550882745161652,36.62679562762445,1.0,1.0,0.04,0.0,0.04,,25,300,1.4305114426349519e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.1,1.0,15,32,0.0,0.0,0.5,1.0,1.0,0.0,0.4908177168481052,38.69178678194006,10.0,1.0,0.08,0.0457142857142857,0.056,0.0577777777777777,25,300,0.003447900991886854,1.0,0.9965521097183228,0.011711937375366688
pure_top_k,0.1,1.0,15,33,0.5,0.0,0.75,1.0,1.0,0.0,0.3841374898422509,39.08058319446914,8.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,34,0.04,0.04,0.28,1.0,0.04,0.0,0.1091503646411001,38.54654916208071,1.24,1.0,0.08,0.08,0.2580645161290322,1.0,25,300,0.033347535878419876,0.92,0.9666524529457092,0.11327595263719559
pure_top_k,0.1,1.0,15,35,1.0,1.0,0.25,1.0,1.0,0.0,0.4536554438993335,39.70371815325775,11.0,1.0,0.04,0.0,0.04,0.04,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,15,36,1.0,1.0,0.25,1.0,1.0,0.0,0.3502804611995816,39.97976043206121,12.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,37,0.5,0.0,0.0,1.0,1.0,0.0,0.3359796526376158,38.73803227192573,11.0,1.0,0.04,0.0,0.04,0.04,25,300,1.668930060816365e-08,1.0,1.0,3.1592509941447133e-08
pure_top_k,0.1,1.0,15,38,0.5,0.0,0.5,1.0,1.0,0.0,0.4171322961337864,38.405823919338005,14.0,1.0,0.04,0.0,0.04,0.04,25,300,2.1457672971791908e-08,1.0,1.0,3.582254137768359e-08
pure_top_k,0.1,1.0,15,39,1.0,1.0,0.25,1.0,1.0,0.0,0.2818798570893704,39.05233915648021,8.0,1.0,0.04,0.0,0.04,0.04,25,300,4.7683716530855236e-08,1.0,1.0,5.849796380630323e-08
pure_top_k,0.1,1.0,15,40,0.5,0.0,0.25,0.9333333333333332,1.0,0.0,0.4273877999465912,39.7999334672342,15.0,1.0,0.04,0.0,0.0373333333333333,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,41,1.0,1.0,0.25,1.0,0.0,0.0,0.0769421072676777,39.1381325890615,1.0,1.0,0.04,0.0,0.04,,25,300,8.583069188716763e-08,1.0,1.0,1.013214472322943e-07
pure_top_k,0.1,1.0,15,42,0.0,0.0,0.0,1.0,1.0,0.0,0.1039256013464182,38.668227919384385,2.0,1.0,0.04,0.0,0.04,0.04,25,300,3.814697180359872e-08,1.0,1.0,4.776338613510234e-08
pure_top_k,0.1,1.0,15,43,0.96,0.92,0.69,1.0,0.92,0.0,0.4090998144075274,39.272006705350314,8.28,1.0,0.12,0.1781111111111111,0.0483091787439613,0.0604395604395604,25,300,0.04771457612514496,0.8466666666666667,0.9522854685783386,0.11045828461647034
pure_top_k,0.1,1.0,15,44,1.0,1.0,0.25,1.0,0.0,0.0,0.0620117190387099,37.56331409183798,1.0,1.0,0.08,0.0,0.04,,25,300,0.04774831235408783,0.5466666666666666,0.952251672744751,0.05252130702137947
pure_top_k,0.1,1.0,15,45,0.34,0.2,0.42,0.9344028472538584,1.0,0.0,0.9175765032880008,38.73695744133781,28.56,0.8,0.56,0.526824007504296,0.1306122448979592,0.2380281690140845,25,300,0.12057388573884964,0.29333333333333333,0.8794260621070862,0.08202081173658371
pure_top_k,0.1,1.0,15,46,1.0,1.0,0.75,1.0,1.0,0.0,0.4129952479619533,38.81671391555449,14.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,15,47,0.8,0.68,0.67,0.93214161529951,1.0,0.0,0.916270712390542,38.14756024428266,29.04,0.96,0.4,0.5096521285673953,0.0956284153005464,0.1669024045261669,25,300,0.10599276423454285,0.16,0.89400714635849,0.05692228674888611
pure_top_k,0.1,1.0,15,48,0.5,0.0,0.0,1.0,1.0,0.0,0.1324389240797608,37.8363561320248,2.0,1.0,0.04,0.0,0.04,0.04,25,300,9.298324243900424e-08,1.0,1.0,1.0061536670491478e-07
pure_top_k,0.1,1.0,15,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0808768241107463,37.16545770890599,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,0,1.0,1.0,0.5,1.0,1.0,0.0,0.4181876790802926,43.07135951437088,14.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,1,0.0,0.0,0.25,1.0,1.0,0.0,0.1826349841430782,43.80352805917286,6.0,1.0,0.08,0.1711111111111111,0.04,0.048,25,300,0.007542761042714119,1.0,0.9924572706222534,0.0073565030470490456
pure_top_k,0.1,1.0,20,2,0.52,0.04,0.28,1.0,1.0,0.0,0.2944438836816698,43.738321483346525,9.76,1.0,0.2,0.3986998324256389,0.1598360655737705,0.1917808219178082,25,300,0.12190745025873184,0.5833333333333334,0.8780925273895264,0.15195798873901367
pure_top_k,0.1,1.0,20,3,0.0,0.0,0.25,1.0,1.0,0.0,0.1838797164987772,43.526809707273614,6.0,1.0,0.08,0.1199999999999999,0.0466666666666666,0.056,25,300,0.0019041072810068727,1.0,0.9980959296226501,0.002241318579763174
pure_top_k,0.1,1.0,20,4,0.0,0.0,0.25,1.0,1.0,0.0,0.0914482811558991,43.74078115679533,2.0,1.0,0.04,0.0,0.04,0.04,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,20,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0685411965567618,43.76954266731961,2.0,1.0,0.04,0.0,0.04,0.04,25,300,1.9073486612342094e-07,1.0,0.9999998211860657,1.3562194567384722e-07
pure_top_k,0.1,1.0,20,6,0.64,0.56,0.64,0.9360188933873146,1.0,0.0,0.7390626496542245,43.434902162917275,27.8,0.96,0.24,0.3033411055140526,0.0894660894660894,0.1302395209580838,25,300,0.08313383162021637,0.5466666666666666,0.9168661236763,0.09234482795000076
pure_top_k,0.1,1.0,20,7,0.02,0.0,0.43,0.9689509549274256,1.0,0.0,0.5102786681894212,43.506414988357285,15.0,1.0,0.24,0.4844905473027783,0.1078431372549019,0.1827676240208877,25,300,0.04586823657155037,0.56,0.9541317820549011,0.033812135457992554
pure_top_k,0.1,1.0,20,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0457388362009077,43.729661460472734,1.0,1.0,0.04,0.0,0.04,,25,300,3.099441414633475e-08,1.0,1.0,5.970423444523476e-08
pure_top_k,0.1,1.0,20,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0689631296321749,43.58557889300269,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
