decoding_mode,temperature,top_p,top_k,prompt_id,n_answers,n_pairs,semantic_cosine_distance,semantic_near_duplicate_rate,semantic_similarity_mean,semantic_similarity_sd
pure_top_k,0.1,1.0,20,2,25,300,0.12190745025873184,0.5833333333333334,0.8780925273895264,0.15195798873901367
pure_top_k,0.1,1.0,20,3,25,300,0.0019041072810068727,1.0,0.9980959296226501,0.002241318579763174
pure_top_k,0.1,1.0,20,4,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,20,5,25,300,1.9073486612342094e-07,1.0,0.9999998211860657,1.3562194567384722e-07
pure_top_k,0.1,1.0,20,6,25,300,0.08313383162021637,0.5466666666666666,0.9168661236763,0.09234482795000076
pure_top_k,0.1,1.0,20,7,25,300,0.04586823657155037,0.56,0.9541317820549011,0.033812135457992554
pure_top_k,0.1,1.0,20,8,25,300,3.099441414633475e-08,1.0,1.0,5.970423444523476e-08
pure_top_k,0.1,1.0,20,9,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,10,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,11,25,300,0.07999645173549652,0.8466666666666667,0.9200036525726318,0.18829263746738434
pure_top_k,0.1,1.0,20,12,25,300,2.384185791015625e-07,1.0,0.9999998211860657,1.7262681240026723e-07
pure_top_k,0.1,1.0,20,13,25,300,0.03520392253994942,0.72,0.9647960662841797,0.056546058505773544
pure_top_k,0.1,1.0,20,14,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,15,25,300,2.3841858265427618e-08,1.0,1.0,8.443453936024525e-08
pure_top_k,0.1,1.0,20,16,25,300,1.0490417423625331e-07,1.0,1.0,1.3925300379469263e-07
pure_top_k,0.1,1.0,20,17,25,300,4.2915345943583816e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.1,1.0,20,18,25,300,0.019614694640040398,0.92,0.9803853631019592,0.04664360359311104
pure_top_k,0.1,1.0,20,19,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,20,25,300,0.011039461940526962,1.0,0.9889605641365051,0.011057831346988678
pure_top_k,0.1,1.0,20,21,25,300,0.026523631066083908,0.5966666666666667,0.9734763503074646,0.03136122226715088
pure_top_k,0.1,1.0,20,22,25,300,0.052001651376485825,0.5933333333333334,0.9479983448982239,0.04620412364602089
pure_top_k,0.1,1.0,20,23,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,24,25,300,0.12139696627855301,0.3433333333333333,0.8786029815673828,0.08903341740369797
pure_top_k,0.1,1.0,20,25,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,26,25,300,0.01049400307238102,1.0,0.9895059466362,0.009068544022738934
pure_top_k,0.1,1.0,20,27,25,300,0.022525468841195107,0.92,0.977474570274353,0.07651522010564804
pure_top_k,0.1,1.0,20,28,25,300,0.004901424050331116,1.0,0.9950986504554749,0.011536798439919949
pure_top_k,0.1,1.0,20,29,25,300,0.009888002648949623,0.92,0.9901120066642761,0.03358761966228485
pure_top_k,0.1,1.0,20,30,25,300,0.0023727829102426767,1.0,0.9976272583007812,0.008059391751885414
pure_top_k,0.1,1.0,20,31,25,300,1.4305114426349519e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.1,1.0,20,32,25,300,0.003934192471206188,1.0,0.9960658550262451,0.013363787904381752
pure_top_k,0.1,1.0,20,33,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,34,25,300,0.06391610950231552,0.8466666666666667,0.9360838532447815,0.15044346451759338
pure_top_k,0.1,1.0,20,35,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,20,36,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,37,25,300,1.668930060816365e-08,1.0,1.0,3.1592509941447133e-08
pure_top_k,0.1,1.0,20,38,25,300,2.1457672971791908e-08,1.0,1.0,3.582254137768359e-08
pure_top_k,0.1,1.0,20,39,25,300,4.7683716530855236e-08,1.0,1.0,5.849796380630323e-08
pure_top_k,0.1,1.0,20,40,25,300,0.004131088498979807,1.0,0.9958689212799072,0.009723608382046223
pure_top_k,0.1,1.0,20,41,25,300,8.583069188716763e-08,1.0,1.0,1.013214472322943e-07
pure_top_k,0.1,1.0,20,42,25,300,3.814697180359872e-08,1.0,1.0,4.776338613510234e-08
pure_top_k,0.1,1.0,20,43,25,300,0.08617684990167618,0.72,0.913823127746582,0.1384209841489792
pure_top_k,0.1,1.0,20,44,25,300,0.04002431780099869,0.62,0.9599756598472595,0.051209788769483566
pure_top_k,0.1,1.0,20,45,25,300,0.07754760980606079,0.5733333333333334,0.9224523901939392,0.09316317737102509
pure_top_k,0.1,1.0,20,46,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,20,47,25,300,0.09570181369781494,0.17666666666666667,0.9042980670928955,0.0509658008813858
pure_top_k,0.1,1.0,20,48,25,300,9.298324243900424e-08,1.0,1.0,1.0061536670491478e-07
pure_top_k,0.1,1.0,20,49,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,0,25,300,0.002663042861968279,1.0,0.9973369240760803,0.00904590729624033
pure_top_k,0.1,1.0,25,1,25,300,0.007542755454778671,1.0,0.9924572706222534,0.00735649885609746
pure_top_k,0.1,1.0,25,2,25,300,0.07039349526166916,0.77,0.9296064972877502,0.13271065056324005
pure_top_k,0.1,1.0,25,3,25,300,0.0021761273965239525,1.0,0.9978238940238953,0.0022687504533678293
pure_top_k,0.1,1.0,25,4,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,25,5,25,300,1.9073486612342094e-07,1.0,0.9999998211860657,1.3562194567384722e-07
pure_top_k,0.1,1.0,25,6,25,300,0.07698126882314682,0.59,0.9230186939239502,0.09137934446334839
pure_top_k,0.1,1.0,25,7,25,300,0.04451092705130577,0.55,0.9554890990257263,0.029310759156942368
pure_top_k,0.1,1.0,25,8,25,300,3.099441414633475e-08,1.0,1.0,5.970423444523476e-08
pure_top_k,0.1,1.0,25,9,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,10,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,11,25,300,0.04173237457871437,0.92,0.9582676291465759,0.1417575627565384
pure_top_k,0.1,1.0,25,12,25,300,2.384185791015625e-07,1.0,0.9999998211860657,1.7262681240026723e-07
pure_top_k,0.1,1.0,25,13,25,300,0.010058320127427578,0.92,0.9899417161941528,0.03416614234447479
pure_top_k,0.1,1.0,25,14,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,15,25,300,2.3841858265427618e-08,1.0,1.0,8.443453936024525e-08
pure_top_k,0.1,1.0,25,16,25,300,1.0490417423625331e-07,1.0,1.0,1.3925300379469263e-07
pure_top_k,0.1,1.0,25,17,25,300,0.00012241402873769403,1.0,0.9998776316642761,0.0004156737995799631
pure_top_k,0.1,1.0,25,18,25,300,0.004185252822935581,1.0,0.9958147406578064,0.005129482131451368
pure_top_k,0.1,1.0,25,19,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,20,25,300,0.011039451695978642,1.0,0.9889604449272156,0.011057842522859573
pure_top_k,0.1,1.0,25,21,25,300,0.04199910908937454,0.41333333333333333,0.958000898361206,0.03655943647027016
pure_top_k,0.1,1.0,25,22,25,300,0.06846527010202408,0.31333333333333335,0.9315347075462341,0.053918175399303436
pure_top_k,0.1,1.0,25,23,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,24,25,300,0.13427971303462982,0.27,0.8657203912734985,0.08558569103479385
pure_top_k,0.1,1.0,25,25,25,300,0.0072240703739225864,1.0,0.9927758574485779,0.017003759741783142
pure_top_k,0.1,1.0,25,26,25,300,0.010398664511740208,1.0,0.9896012544631958,0.00907884631305933
pure_top_k,0.1,1.0,25,27,25,300,0.024546118453145027,0.92,0.9754539132118225,0.08337902277708054
pure_top_k,0.1,1.0,25,28,25,300,0.03585761412978172,0.8433333333333334,0.964142382144928,0.06800628453493118
pure_top_k,0.1,1.0,25,29,25,300,0.03314800187945366,0.72,0.9668520092964172,0.05294542387127876
pure_top_k,0.1,1.0,25,30,25,300,1.6212463549436507e-07,1.0,0.9999998807907104,1.1453258252913656e-07
pure_top_k,0.1,1.0,25,31,25,300,1.4305114426349519e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.1,1.0,25,32,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,33,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,34,25,300,0.033347561955451965,0.92,0.9666524529457092,0.11327604204416275
pure_top_k,0.1,1.0,25,35,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,25,36,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,37,25,300,1.668930060816365e-08,1.0,1.0,3.1592509941447133e-08
pure_top_k,0.1,1.0,25,38,25,300,2.1457672971791908e-08,1.0,1.0,3.582254137768359e-08
pure_top_k,0.1,1.0,25,39,25,300,4.7683716530855236e-08,1.0,1.0,5.849796380630323e-08
pure_top_k,0.1,1.0,25,40,25,300,0.0021553507540374994,1.0,0.9978446364402771,0.007321361918002367
pure_top_k,0.1,1.0,25,41,25,300,8.583069188716763e-08,1.0,1.0,1.013214472322943e-07
pure_top_k,0.1,1.0,25,42,25,300,3.814697180359872e-08,1.0,1.0,4.776338613510234e-08
pure_top_k,0.1,1.0,25,43,25,300,0.11695422977209091,0.62,0.8830456733703613,0.149638831615448
pure_top_k,0.1,1.0,25,44,25,300,0.05266357958316803,0.5,0.9473364353179932,0.0527515709400177
pure_top_k,0.1,1.0,25,45,25,300,0.08219865709543228,0.5233333333333333,0.9178013205528259,0.08698086440563202
pure_top_k,0.1,1.0,25,46,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,25,47,25,300,0.09602131694555283,0.19333333333333333,0.903978705406189,0.056053124368190765
pure_top_k,0.1,1.0,25,48,25,300,9.298324243900424e-08,1.0,1.0,1.0061536670491478e-07
pure_top_k,0.1,1.0,25,49,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,0,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,1,25,300,0.005583598744124174,1.0,0.9944164752960205,0.007144030183553696
pure_top_k,0.1,1.0,30,2,25,300,0.08225083351135254,0.7733333333333333,0.9177491068840027,0.15282875299453735
pure_top_k,0.1,1.0,30,3,25,300,0.001722762593999505,1.0,0.9982771873474121,0.002204208867624402
pure_top_k,0.1,1.0,30,4,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,30,5,25,300,1.9073486612342094e-07,1.0,0.9999998211860657,1.3562194567384722e-07
pure_top_k,0.1,1.0,30,6,25,300,0.10020577907562256,0.46,0.899794340133667,0.09300883114337921
pure_top_k,0.1,1.0,30,7,25,300,0.045448172837495804,0.5966666666666667,0.9545518159866333,0.03202337399125099
pure_top_k,0.1,1.0,30,8,25,300,3.099441414633475e-08,1.0,1.0,5.970423444523476e-08
pure_top_k,0.1,1.0,30,9,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,10,25,300,0.00011739790352294222,1.0,0.9998826384544373,0.00039878085954114795
pure_top_k,0.1,1.0,30,11,25,300,0.07998697459697723,0.8466666666666667,0.9200130105018616,0.18827031552791595
pure_top_k,0.1,1.0,30,12,25,300,2.384185791015625e-07,1.0,0.9999998211860657,1.7262681240026723e-07
pure_top_k,0.1,1.0,30,13,25,300,0.019278373569250107,0.8466666666666667,0.980721652507782,0.04537656158208847
pure_top_k,0.1,1.0,30,14,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,15,25,300,2.3841858265427618e-08,1.0,1.0,8.443453936024525e-08
pure_top_k,0.1,1.0,30,16,25,300,1.0490417423625331e-07,1.0,1.0,1.3925300379469263e-07
pure_top_k,0.1,1.0,30,17,25,300,4.2915345943583816e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.1,1.0,30,18,25,300,0.005146121606230736,1.0,0.9948537945747375,0.006057477556169033
pure_top_k,0.1,1.0,30,19,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,20,25,300,0.011481033638119698,1.0,0.9885188937187195,0.01104898564517498
pure_top_k,0.1,1.0,30,21,25,300,0.039464835077524185,0.5033333333333333,0.9605350494384766,0.03515179082751274
pure_top_k,0.1,1.0,30,22,25,300,0.09790673106908798,0.18,0.9020932912826538,0.05399578437209129
pure_top_k,0.1,1.0,30,23,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,24,25,300,0.13256144523620605,0.2833333333333333,0.867438554763794,0.08870594203472137
pure_top_k,0.1,1.0,30,25,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,26,25,300,0.010930866934359074,1.0,0.9890689849853516,0.008844103664159775
pure_top_k,0.1,1.0,30,27,25,300,0.08524632453918457,0.71,0.9147536158561707,0.13503733277320862
pure_top_k,0.1,1.0,30,28,25,300,0.03099221922457218,0.8466666666666667,0.9690077900886536,0.05658562481403351
pure_top_k,0.1,1.0,30,29,25,300,0.018951937556266785,0.8466666666666667,0.9810481667518616,0.044608213007450104
pure_top_k,0.1,1.0,30,30,25,300,1.6212463549436507e-07,1.0,0.9999998807907104,1.1453258252913656e-07
pure_top_k,0.1,1.0,30,31,25,300,1.4305114426349519e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.1,1.0,30,32,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,33,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,34,25,300,0.13858431577682495,0.6666666666666666,0.861415684223175,0.19614054262638092
pure_top_k,0.1,1.0,30,35,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.1,1.0,30,36,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,37,25,300,1.668930060816365e-08,1.0,1.0,3.1592509941447133e-08
pure_top_k,0.1,1.0,30,38,25,300,2.1457672971791908e-08,1.0,1.0,3.582254137768359e-08
pure_top_k,0.1,1.0,30,39,25,300,4.7683716530855236e-08,1.0,1.0,5.849796380630323e-08
pure_top_k,0.1,1.0,30,40,25,300,0.0021553507540374994,1.0,0.9978446364402771,0.00732136145234108
pure_top_k,0.1,1.0,30,41,25,300,8.583069188716763e-08,1.0,1.0,1.013214472322943e-07
pure_top_k,0.1,1.0,30,42,25,300,3.814697180359872e-08,1.0,1.0,4.776338613510234e-08
pure_top_k,0.1,1.0,30,43,25,300,0.13948041200637817,0.5466666666666666,0.8605195879936218,0.15292154252529144
pure_top_k,0.1,1.0,30,44,25,300,0.04002431780099869,0.62,0.9599756598472595,0.051209792494773865
pure_top_k,0.1,1.0,30,45,25,300,0.10530027747154236,0.41333333333333333,0.8946996927261353,0.09516913443803787
pure_top_k,0.1,1.0,30,46,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.1,1.0,30,47,25,300,0.09421005845069885,0.23,0.9057899117469788,0.0568959005177021
pure_top_k,0.1,1.0,30,48,25,300,9.298324243900424e-08,1.0,1.0,1.0061536670491478e-07
pure_top_k,0.1,1.0,30,49,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,10,0,25,300,0.0128493532538414,0.92,0.9871506690979004,0.035265933722257614
pure_top_k,0.3,1.0,10,1,25,300,0.022517165169119835,0.8533333333333334,0.977482795715332,0.027225540950894356
pure_top_k,0.3,1.0,10,2,25,300,0.2393645942211151,0.23666666666666666,0.7606354355812073,0.14924578368663788
pure_top_k,0.3,1.0,10,3,25,300,0.042256489396095276,0.72,0.9577435255050659,0.063227578997612
pure_top_k,0.3,1.0,10,4,25,300,0.05276060104370117,0.78,0.9472394585609436,0.09951073676347733
pure_top_k,0.3,1.0,10,5,25,300,1.9073486612342094e-07,1.0,0.9999998211860657,1.3562194567384722e-07
pure_top_k,0.3,1.0,10,6,25,300,0.1206812635064125,0.20333333333333334,0.8793187737464905,0.0711960643529892
pure_top_k,0.3,1.0,10,7,25,300,0.06245389208197594,0.3566666666666667,0.9375461935997009,0.03500231355428696
pure_top_k,0.3,1.0,10,8,25,300,0.07894017547369003,0.8466666666666667,0.921059787273407,0.1858064830303192
pure_top_k,0.3,1.0,10,9,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,10,10,25,300,0.011449746787548065,1.0,0.9885501861572266,0.01376490667462349
pure_top_k,0.3,1.0,10,11,25,300,0.2519929111003876,0.5,0.7480071187019348,0.24781754612922668
pure_top_k,0.3,1.0,10,12,25,300,0.030989615246653557,0.8433333333333334,0.9690104126930237,0.06394651532173157
pure_top_k,0.3,1.0,10,13,25,300,0.05895498767495155,0.5433333333333333,0.9410451054573059,0.06732188165187836
pure_top_k,0.3,1.0,10,14,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,10,15,25,300,0.0050798156298696995,1.0,0.9949202537536621,0.01199505478143692
